#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T10:46:07 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T10:46:07	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=VII/155/rc3&-out=name,altname,PGC,T,BT,e_BT,B-VT,e_B-VT,B-VoT,U-BT,Ai,Ag&-out.add=_RAJ2000,_DEJ2000&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7155
#Name: VII/155
#Title: Third Reference Cat. of Bright Galaxies (RC3) (de Vaucouleurs+ 1991)
#INFO	ivoid=ivo://cds.vizier/vii/155	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/vii/155	    IVOID of underlying data collection
#INFO	creator=de Vaucouleurs G.	    First author or institution
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/155	    Dataset landing page
#INFO	publication_date=2002-08-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	B2000:	eq_FK4 B2000
#Table	VII_155_rc3:
#Name: VII/155/rc3
#Title: The revised RC3 catalog
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	name	(a12)	Name	[ucd=meta.id]
#Column	altname	(a15)	Alternate name	[ucd=meta.id]
#Column	PGC	(a11)	PGC number	[ucd=meta.id;meta.main]
#Column	T	(F4.1)	? T (Hubble stage)	[ucd=src.morph.type]
#Column	BT	(F5.2)	? BT (total B magnitude)	[ucd=phot.mag;em.opt.B]
#Column	e_BT	(F5.2)	? Mean error on BT	[ucd=stat.error]
#Column	B-VT	(F5.2)	? (B-V)T (total (B-V))	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	e_B-VT	(F5.2)	? Mean error on (B-V)T	[ucd=stat.error]
#Column	B-VoT	(F5.2)	? (B-V)oT	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	U-BT	(F5.2)	? (U-B)T (total (U-B))	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	Ai	(F5.2)	? Ai (internal B extinction)	[ucd=phys.absorption]
#Column	Ag	(F5.2)	? Ag (galactic extinction in B)	[ucd=phys.absorption]
_RAJ2000	_DEJ2000	name	altname	PGC	T	BT	e_BT	B-VT	e_B-VT	B-VoT	U-BT	Ai	Ag
211.985359	-26.765310	            	 ESO  510- 72  	PGC50414   	 6.0	     	     	     	     	     	     	 0.40	 0.19
211.987445	-33.483931	            	 ESO  384- 57  	PGC50416   	 2.6	     	     	     	     	     	     	 0.44	 0.22
211.999111	-32.050318	            	 ESO  446- 17  	PGC50420   	 3.4	     	     	     	     	     	     	 0.21	 0.31
212.016195	-33.315320	NGC  5488   	 ESO  384- 58  	PGC50423   	 3.5	     	     	     	     	     	     	 0.78	 0.22
212.035772	 -6.092501	NGC  5476   	 MCG -1-36-  9 	PGC50429   	 8.0	     	     	     	     	     	     	 0.14	 0.06
212.036189	 -1.701661	NGC  5478   	 UGC  9034     	PGC50430   	 3.5	     	     	     	     	     	     	 0.20	 0.15
212.050388	+60.216748	            	 UGC  9049     	PGC50436   	 3.0	     	     	     	     	     	     	 0.41	 0.04
212.050363	+35.716725	            	 UGC  9042     	PGC50437   	 7.0	     	     	     	     	     	     	 0.08	 0.00
212.075380	+55.283411	            	 UGC  9047     	PGC50443   	 3.0	     	     	     	     	     	     	 0.32	 0.00
212.098705	-47.970338	            	 ESO  221- 26  	PGC50448   	-4.6	12.10	 0.13	 1.07	 0.01	 0.89	 0.57	 0.00	 0.73
212.108759	+71.667865	A   1407+71 	               	PGC50451   	    	     	     	     	     	     	     	 0.23	 0.03
212.123272	 +7.058908	            	 UGC  9037     	PGC50455   	 6.0	     	     	     	     	     	     	 0.43	 0.03
212.125371	+47.966738	            	 UGC  9046     	PGC50457   	10.0	     	     	     	     	     	     	 0.13	 0.03
212.129106	 +8.931133	NGC  5482   	 UGC  9038     	PGC50459   	-2.0	     	     	     	     	     	     	 0.00	 0.05
212.125356	+11.800026	            	 UGC  9041     	PGC50464   	 1.0	     	     	     	     	     	     	 0.30	 0.00
212.150375	+51.116741	            	 UGC  9050     	PGC50472   	10.0	     	     	     	     	     	     	 0.00	 0.05
212.161610	-29.570036	            	 ESO  446- 18  	PGC50474   	 3.0	     	     	     	     	     	     	 1.38	 0.22
212.175357	+16.083366	            	 UGC  9043     	PGC50476   	-2.0	     	     	     	     	     	     	 0.00	 0.00
212.174108	-21.598358	            	 ESO  578- 26  	PGC50478   	 4.5	     	     	     	     	     	     	 0.28	 0.25
212.179522	 -1.161104	IC    976   	 UGC  9040     	PGC50479   	-1.5	     	     	     	     	     	     	 0.00	 0.16
212.221195	+33.532556	            	 UGC  9048     	PGC50485   	 4.0	     	     	     	     	     	     	 1.03	 0.00
212.227860	-26.944755	            	 ESO  510- 74  	PGC50486   	 1.3	     	     	     	     	     	     	 0.68	 0.17
212.259523	+14.317808	            	 UGC  9044     	PGC50495   	    	     	     	     	     	     	     	 0.33	 0.00
212.263699	-39.928106	            	 ESO  326-  1  	PGC50497   	 5.0	     	     	     	     	     	     	 0.32	 0.19
212.319111	-29.194480	            	 ESO  446- 19  	PGC50506   	 3.3	     	     	     	     	     	     	 0.27	 0.19
212.337456	+49.040073	            	 UGC  9056     	PGC50509   	    	     	     	     	     	     	     	 0.87	 0.06
212.384107	+14.832253	IC    979   	 UGC  9053     	PGC50530   	 2.0	     	     	     	     	     	     	 0.24	 0.00
212.384527	-28.866147	            	 ESO  446- 21  	PGC50531   	 3.3	     	     	     	     	     	     	 0.58	 0.16
212.453690	 +9.856968	            	 UGC  9054     	PGC50544   	    	     	     	     	     	     	     	 0.59	 0.00
212.459598	-72.233137	            	 ESO   66-  5  	PGC50549   	 8.0	     	     	     	     	     	     	 0.43	 1.19
212.466607	+14.871975	            	 UGC  9055     	PGC50553   	 3.0	     	     	     	     	     	     	 0.19	 0.00
212.485356	 -1.239716	A   1407-01 	 MCG  0-36- 22 	PGC50557   	    	15.20	 0.20	 0.51	 0.19	 0.40	-0.19	 0.17	 0.16
212.489524	+17.545868	NGC  5490   	 UGC  9058     	PGC50558   	-5.0	13.07	 0.15	 1.01	 0.01	 0.96	 0.55	 0.00	 0.00
212.496608	+17.695868	IC    982   	 UGC  9059     	PGC50560   	-2.0	     	     	     	     	     	     	 0.00	 0.00
212.519941	+17.733368	IC    983   	 UGC  9061     	PGC50577   	 4.0	12.48	 0.17	 0.78	 0.04	 0.72	 0.14	 0.09	 0.00
212.532441	+18.362258	IC    984   	 UGC  9062     	PGC50580   	 3.0	     	     	     	     	     	     	 0.86	 0.00
212.525379	+54.200077	            	 UGC  9071     	PGC50581   	 6.0	     	     	     	     	     	     	 1.06	 0.00
212.525371	+46.433403	            	 UGC  9066     	PGC50582   	 6.0	     	     	     	     	     	     	 1.47	 0.01
212.525358	+17.600035	NGC  5490C  	 MCG  3-36- 69 	PGC50584   	 4.0	     	     	     	     	     	     	 0.25	 0.00
212.550373	+48.300072	            	 UGC  9068     	PGC50586   	 8.0	     	     	     	     	     	     	 0.25	 0.03
212.554523	 -2.573607	            	 UGC  9057     	PGC50587   	 7.3	     	     	     	     	     	     	 0.67	 0.23
212.560790	+48.546739	NGC  5500   	 UGC  9070     	PGC50588   	-5.0	     	     	     	     	     	     	 0.00	 0.05
212.575356	 +5.566684	            	 UGC  9063     	PGC50590   	 9.0	     	     	     	     	     	     	 0.41	 0.05
212.593691	+16.335866	            	 UGC  9064     	PGC50596   	 3.0	     	     	     	     	     	     	 1.20	 0.00
212.605785	-43.325610	NGC  5483   	 ESO  271- 19  	PGC50600   	 5.0	     	     	     	     	     	     	 0.06	 0.29
212.632032	+38.893673	NGC  5497   	 UGC  9069     	PGC50610   	 3.0	     	     	     	     	     	     	 0.32	 0.00
212.625388	+59.333414	            	 UGC  9080     	PGC50611   	 6.0	     	     	     	     	     	     	 1.26	 0.00
212.648275	+19.611149	NGC  5492   	 UGC  9065     	PGC50613   	 3.0	     	     	     	     	     	     	 0.76	 0.04
212.689108	+15.209476	            	 UGC  9067     	PGC50621   	 2.0	     	     	     	     	     	     	 0.38	 0.00
212.698281	+35.914503	NGC  5499   	 UGC  9074     	PGC50623   	    	     	     	     	     	     	     	 0.22	 0.00
212.731616	+39.772008	            	 UGC  9077     	PGC50627   	    	     	     	     	     	     	     	 0.86	 0.00
212.738277	+25.496712	IC   4381   	 UGC  9073     	PGC50629   	 6.0	14.43	 0.15	     	     	     	     	 0.38	 0.00
212.739940	 +6.365296	NGC  5491   	 UGC  9072     	PGC50630   	    	     	     	     	     	     	     	 0.35	 0.04
212.761193	+25.519768	IC   4382   	 CGCG 132- 79  	PGC50635   	    	15.42	 0.15	     	     	     	     	 0.84	 0.00
212.750360	+25.683379	NGC  5498   	 UGC  9075     	PGC50639   	-3.0	     	     	     	     	     	     	 0.00	 0.00
212.772027	+25.482824	            	               	PGC50640   	    	16.29	 0.15	     	     	     	     	     	 0.00
212.787034	-40.105051	            	 ESO  326-  6  	PGC50643   	    	     	     	     	     	     	     	     	 0.10
212.825358	+17.507812	            	 UGC  9078     	PGC50657   	 1.0	     	     	     	     	     	     	 0.14	 0.00
212.864125	+50.210073	            	 UGC  9083     	PGC50664   	 8.0	     	     	     	     	     	     	 0.18	 0.02
212.873273	 -5.044444	NGC  5493   	 MCG -1-36- 13 	PGC50670   	-2.0	12.27	 0.18	 0.87	 0.03	 0.83	 0.33	 0.00	 0.08
212.900378	+52.333409	A   1409+52 	 MCG  9-23- 53 	PGC50674   	 5.0	     	     	     	     	     	     	 0.85	 0.00
212.907857	 -1.157771	NGC  5496   	 UGC  9079     	PGC50676   	 7.0	     	     	     	     	     	     	 0.99	 0.17
212.914117	+39.642563	            	 UGC  9081     	PGC50677   	 1.0	     	     	     	     	     	     	 0.18	 0.00
212.914110	-24.801418	            	 ESO  511-  9  	PGC50678   	 3.0	     	     	     	     	     	     	 0.33	 0.29
212.958279	+31.929221	            	 CGCG 163-  4  	PGC50689   	    	     	     	     	     	     	     	     	 0.00
212.950361	+27.100048	IC   4384   	 UGC  9082     	PGC50690   	 0.0	     	     	     	     	     	     	 0.02	 0.00
212.973699	+38.194784	            	 UGC  9088     	PGC50693   	 0.0	     	     	     	     	     	     	 0.43	 0.00
213.004539	-46.089502	NGC  5489   	 ESO  271- 21  	PGC50701   	 0.5	     	     	     	     	     	     	 0.18	 0.38
213.033274	-10.078340	            	 MCG -2-36- 17 	PGC50703   	 4.0	     	     	     	     	     	     	 0.09	 0.12
213.040792	-49.389506	            	 ESO  221- 32  	PGC50706   	 4.8	     	     	     	     	     	     	 0.10	 1.12
213.025357	 +8.650022	            	 UGC  9084     	PGC50709   	 3.0	     	     	     	     	     	     	 0.07	 0.01
213.053275	+15.868643	IC   4383   	 UGC  9086     	PGC50713   	 8.0	     	     	     	     	     	     	 0.46	 0.00
213.066192	+15.842810	NGC  5504   	 UGC  9085     	PGC50718   	 4.0	     	     	     	     	     	     	 0.11	 0.00
213.050359	+18.283369	            	 UGC  9087     	PGC50719   	-2.0	     	     	     	     	     	     	 0.00	 0.00
213.069112	+29.908663	            	 UGC  9091     	PGC50722   	 6.0	     	     	     	     	     	     	 1.44	 0.00
213.069943	-21.187524	            	 ESO  578- 34  	PGC50723   	-3.0	     	     	     	     	     	     	 0.00	 0.27
213.084524	 +1.272233	NGC  5501   	 MCG  0-36- 27 	PGC50724   	-1.0	     	     	     	     	     	     	 0.00	 0.07
213.075359	+18.400036	            	 UGC  9090     	PGC50726   	-3.0	     	     	     	     	     	     	 0.00	 0.00
213.093709	+50.349518	NGC  5520   	 UGC  9097     	PGC50728   	 3.0	     	     	     	     	     	     	 0.36	 0.00
213.097028	-27.107533	NGC  5495   	 ESO  511- 10  	PGC50729   	 4.6	     	     	     	     	     	     	 0.15	 0.21
213.100779	-30.644204	NGC  5494   	 ESO  446- 25  	PGC50732   	 5.0	     	     	     	     	     	     	 0.08	 0.29
213.102445	-27.414200	            	 ESO  511- 11  	PGC50733   	 3.3	     	     	     	     	     	     	 0.20	 0.23
213.100360	+24.633378	NGC  5508   	 UGC  9094     	PGC50741   	-2.0	     	     	     	     	     	     	 0.00	 0.00
213.126614	+34.547557	A   1410+34 	               	PGC50742   	    	     	     	     	     	     	     	 0.12	 0.00
213.133275	+13.305029	NGC  5505   	 UGC  9092     	PGC50745   	 1.0	     	     	     	     	     	     	 0.12	 0.00
213.150363	+30.833386	NGC  5512   	 CGCG 163-  6  	PGC50749   	    	     	     	     	     	     	     	     	 0.00
213.158284	+39.308951	NGC  5515   	 UGC  9096     	PGC50750   	 2.0	     	     	     	     	     	     	 0.35	 0.00
213.160774	+12.021971	            	 UGC  9093     	PGC50752   	 6.0	     	     	     	     	     	     	 0.75	 0.00
213.185363	-32.120595	            	 ESO  446- 27  	PGC50755   	-3.0	     	     	     	     	     	     	 0.00	 0.19
213.214532	+35.711170	NGC  5517   	 UGC  9100     	PGC50758   	 0.0	     	     	     	     	     	     	 0.10	 0.00
213.236195	-28.773924	            	 ESO  446- 29  	PGC50762   	 2.0	     	     	     	     	     	     	 0.16	 0.20
213.287443	+20.416428	NGC  5513   	 UGC  9099     	PGC50776   	-2.0	     	     	     	     	     	     	 0.00	 0.01
213.291239	-65.338410	Circinus    	 ESO   97- 13  	PGC50779   	 3.0	12.10	 0.30	 1.46	 0.03	     	 0.77	 0.50	 2.30
213.300358	+13.000028	            	 MCG  2-36- 53 	PGC50780   	    	     	     	     	     	     	     	 0.00	 0.00
213.312441	 -3.207496	NGC  5506   	 MCG  0-36- 28 	PGC50782   	 1.0	12.79	 0.13	 0.87	 0.02	 0.69	     	 0.53	 0.13
213.317861	+27.008381	            	 UGC  9101     	PGC50784   	 3.0	     	     	     	     	     	     	 0.38	 0.00
213.333691	 -3.149441	NGC  5507   	 MCG  0-36- 29 	PGC50786   	-2.3	13.45	 0.13	 0.99	 0.02	 0.94	 0.43	 0.00	 0.13
213.373705	-45.413668	            	 ESO  271- 22  	PGC50798   	 5.8	     	     	     	     	     	     	 1.19	 0.45
213.377029	-29.595314	            	 ESO  446- 31  	PGC50799   	 6.0	     	     	     	     	     	     	 0.06	 0.25
213.406609	-17.985019	NGC  5510   	 ESO  579-  3  	PGC50807   	10.0	     	     	     	     	     	     	 0.06	 0.40
213.412024	 +7.658631	NGC  5514   	 UGC  9102     	PGC50809   	    	     	     	     	     	     	     	 0.35	 0.05
213.400358	 +8.216688	            	 UGC  9103     	PGC50811   	    	     	     	     	     	     	     	 1.09	 0.04
213.426192	+12.503083	            	 UGC  9104     	PGC50815   	    	     	     	     	     	     	     	 0.20	 0.00
213.474138	+57.772579	NGC  5526   	 UGC  9115     	PGC50832   	 4.0	     	     	     	     	     	     	 1.36	 0.00
213.487447	+31.563664	            	 UGC  9107     	PGC50838   	 3.0	     	     	     	     	     	     	 0.28	 0.00
213.475361	+25.916713	            	 UGC  9106     	PGC50840   	 4.0	     	     	     	     	     	     	 1.24	 0.03
213.554526	+15.621421	            	 UGC  9110     	PGC50848   	 3.0	     	     	     	     	     	     	 0.60	 0.00
213.562032	+35.424225	            	 UGC  9113     	PGC50853   	    	     	     	     	     	     	     	 0.97	 0.00
213.575358	 +2.966680	            	 UGC  9108     	PGC50861   	    	     	     	     	     	     	     	     	 0.08
213.575358	 +7.516687	NGC  5519   	 UGC  9111     	PGC50865   	 1.0	     	     	     	     	     	     	 0.23	 0.04
213.625358	 +3.183347	IC    988   	 MCG  1-36- 26 	PGC50873   	    	     	     	     	     	     	     	 0.00	 0.08
213.652446	-29.557814	            	 ESO  446- 35  	PGC50878   	 5.3	     	     	     	     	     	     	 0.11	 0.28
213.709109	+15.146976	NGC  5522   	 UGC  9116     	PGC50889   	 3.0	     	     	     	     	     	     	 0.94	 0.00
213.712858	 +3.130847	IC    989   	 UGC  9114     	PGC50891   	-5.0	14.00	 0.14	 0.93	 0.02	 0.84	 0.18	 0.00	 0.09
213.715778	+25.317823	NGC  5523   	 UGC  9119     	PGC50895   	 6.0	     	     	     	     	     	     	 0.82	 0.00
213.717026	+14.125585	            	 UGC  9117     	PGC50897   	 1.0	     	     	     	     	     	     	 0.28	 0.00
213.750366	+36.466726	            	 UGC  9123     	PGC50902   	 8.0	     	     	     	     	     	     	 0.17	 0.00
213.759538	-43.992555	IC   4387   	 ESO  271- 24  	PGC50904   	 9.0	     	     	     	     	     	     	 0.15	 0.36
213.763288	-43.962555	IC   4386   	 ESO  271- 25  	PGC50905   	 8.0	     	     	     	     	     	     	 0.27	 0.36
213.775402	+63.716749	            	 UGC  9131     	PGC50908   	 7.0	     	     	     	     	     	     	 1.01	 0.03
213.775358	 +3.100013	            	 UGC  9118     	PGC50909   	 2.0	     	     	     	     	     	     	 0.63	 0.09
213.801193	+15.741976	            	 UGC  9121     	PGC50915   	 4.0	     	     	     	     	     	     	 0.47	 0.00
213.802858	 +4.824183	            	 UGC  9120     	PGC50918   	 6.0	     	     	     	     	     	     	 0.20	 0.04
213.848692	 +4.409182	NGC  5521   	 UGC  9122     	PGC50931   	    	     	     	     	     	     	     	 0.12	 0.05
213.864542	-47.847282	            	 ESO  221- 33  	PGC50935   	 1.0	     	     	     	     	     	     	 0.23	 0.92
213.887866	-35.530600	            	 ESO  385-  2  	PGC50938   	    	     	     	     	     	     	     	 0.41	 0.16
213.892450	+36.226725	NGC  5529   	 UGC  9127     	PGC50942   	 5.0	12.75	 0.16	 0.85	 0.04	 0.60	 0.26	 1.30	 0.00
213.912859	+14.283919	NGC  5525   	 UGC  9124     	PGC50946   	-2.0	13.80	 0.30	 0.96	 0.03	 0.91	 0.51	 0.00	 0.00
213.900360	+16.550033	A   1413+16 	 UGC  9126     	PGC50948   	10.0	15.00	 0.20	 0.59	 0.13	 0.58	-0.08	 0.03	 0.00
213.941202	+40.104785	            	 UGC  9129     	PGC50954   	 4.0	     	     	     	     	     	     	 1.17	 0.00
213.942459	-47.640337	            	 ESO  271- 26  	PGC50955   	-1.1	     	     	     	     	     	     	 0.00	 0.80
213.979126	-48.115337	NGC  5516   	 ESO  221- 34  	PGC50960   	-3.4	     	     	     	     	     	     	 0.00	 0.92
213.975361	+23.050042	A   1413+23 	 UGC  9128     	PGC50961   	10.0	14.38	 0.15	 0.38	 0.05	 0.38	-0.06	 0.08	 0.00
213.975365	+32.116721	            	 CGCG 163- 12  	PGC50962   	    	     	     	     	     	     	     	     	 0.00
214.021215	-52.610342	            	 ESO  221- 35  	PGC50968   	 0.0	     	     	     	     	     	     	 0.53	 1.19
214.022447	-30.280037	            	 ESO  446- 39  	PGC50970   	    	14.37	 0.13	 0.57	 0.02	     	     	 0.35	 0.32
214.030366	+33.728111	            	 UGC  9132     	PGC50972   	 6.0	     	     	     	     	     	     	 1.02	 0.00
214.032450	+35.345058	NGC  5533   	 UGC  9133     	PGC50973   	 2.0	12.70	 0.20	 0.87	 0.08	 0.77	     	 0.26	 0.00
214.100786	+39.501729	NGC  5536   	 UGC  9136     	PGC50986   	 1.0	     	     	     	     	     	     	 0.00	 0.00
214.132890	+57.809523	IC    995   	 UGC  9145     	PGC50990   	 8.0	     	     	     	     	     	     	 0.75	 0.00
214.133702	+39.589785	NGC  5541   	 UGC  9139     	PGC50991   	    	     	     	     	     	     	     	 0.24	 0.00
214.148276	 +9.985579	            	 UGC  9134     	PGC50994   	 6.0	     	     	     	     	     	     	 0.58	 0.01
214.155362	+24.499489	            	 UGC  9135     	PGC50995   	    	     	     	     	     	     	     	 0.56	 0.00
214.175788	-42.833109	            	 ESO  271- 27  	PGC50998   	 3.0	     	     	     	     	     	     	 0.58	 0.32
214.197028	+23.001709	            	 UGC  9138     	PGC51002   	 6.0	     	     	     	     	     	     	 1.35	 0.00
214.220359	+10.806691	NGC  5532   	 UGC  9137     	PGC51006   	-2.0	12.88	 0.13	 1.01	 0.01	 0.94	 0.58	 0.00	 0.00
214.225386	+55.883411	            	 UGC  9146     	PGC51008   	10.0	     	     	     	     	     	     	 0.04	 0.02
214.225371	+42.683399	            	 UGC  9144     	PGC51012   	 6.0	     	     	     	     	     	     	 0.00	 0.00
214.247134	-75.647027	IC   4377   	 ESO   41-  4  	PGC51013   	-1.0	     	     	     	     	     	     	 0.00	 0.86
214.249957	-44.979500	IC   4390   	 ESO  271- 28  	PGC51015   	 4.0	     	     	     	     	     	     	 0.69	 0.40
214.260784	+36.572559	NGC  5544   	 UGC  9142     	PGC51018   	 0.0	     	     	     	     	     	     	 0.01	 0.00
214.273284	+36.576170	NGC  5545   	 UGC  9143     	PGC51023   	 4.0	     	     	     	     	     	     	 0.71	 0.00
214.300392	+58.700079	NGC  5561   	 UGC  9151     	PGC51026   	 9.0	     	     	     	     	     	     	 0.42	 0.01
214.337446	+26.856992	IC   4395   	 UGC  9141     	PGC51033   	    	     	     	     	     	     	     	 0.09	 0.00
214.341640	+57.630912	IC    996   	 UGC  9152     	PGC51036   	 4.0	     	     	     	     	     	     	 1.17	 0.00
214.380778	-19.863911	            	 ESO  579- 11  	PGC51042   	 7.0	     	     	     	     	     	     	 0.13	 0.34
214.375359	 +1.116677	            	 UGC  9140     	PGC51044   	 6.0	     	     	     	     	     	     	 1.07	 0.07
214.375602	+82.633421	            	 UGC  9204     	PGC51046   	 6.0	     	     	     	     	     	     	 1.47	 0.22
214.414946	-24.183917	            	 ESO  511- 18  	PGC51052   	 2.0	     	     	     	     	     	     	 0.10	 0.29
214.418693	 -7.417503	NGC  5534   	 MCG -1-36- 14 	PGC51055   	 1.7	13.00	 0.13	 0.66	 0.01	 0.54	-0.12	 0.28	 0.13
214.453277	-13.873346	IC    991   	 MCG -2-36- 19 	PGC51059   	 5.0	     	     	     	     	     	     	 0.32	 0.23
214.456615	-31.348927	IC   4393   	 ESO  446- 44  	PGC51061   	 6.0	     	     	     	     	     	     	 1.42	 0.29
214.468699	-32.303928	            	 ESO  446- 45  	PGC51064   	 7.0	     	     	     	     	     	     	 0.40	 0.22
214.495363	+26.415602	IC   4397   	 UGC  9150     	PGC51073   	    	     	     	     	     	     	     	 0.16	 0.00
214.500780	+25.136712	NGC  5548   	 UGC  9149     	PGC51074   	 0.0	13.30	 0.20	 0.70	 0.03	 0.64	-0.15	 0.04	 0.00
214.525364	+28.850050	IC   4398   	 MCG  5-34- 13 	PGC51082   	    	     	     	     	     	     	     	 0.00	 0.00
214.530793	-47.323947	            	 ESO  272-  2  	PGC51083   	 9.0	     	     	     	     	     	     	 0.51	 0.69
214.538693	 +7.563075	NGC  5546   	 UGC  9148     	PGC51084   	-5.0	13.30	 0.16	 1.03	 0.03	 0.95	     	 0.00	 0.05
214.547461	-48.010615	            	 ESO  221- 37  	PGC51087   	-0.7	     	     	     	     	     	     	 0.00	 0.80
214.559531	-27.415310	            	 ESO  511- 21  	PGC51089   	    	     	     	     	     	     	     	 0.00	 0.29
214.563276	 +0.891121	IC    992   	 UGC  9147     	PGC51090   	 4.5	     	     	     	     	     	     	 0.29	 0.07
214.569115	+31.653386	IC   4403   	 UGC  9158     	PGC51091   	    	     	     	     	     	     	     	 0.56	 0.00
214.579531	+28.966439	            	 UGC  9155     	PGC51094   	 5.0	     	     	     	     	     	     	 0.03	 0.00
214.575360	+11.183359	IC    994   	 UGC  9153     	PGC51095   	 1.0	     	     	     	     	     	     	 0.38	 0.00
214.600780	+26.384213	IC   4399   	 UGC  9157     	PGC51100   	 3.0	     	     	     	     	     	     	 0.26	 0.00
214.609535	+36.493948	NGC  5557   	 UGC  9161     	PGC51104   	-5.0	11.92	 0.13	 0.91	 0.01	 0.88	 0.50	 0.00	 0.00
214.600363	+26.283380	NGC  5553   	 UGC  9160     	PGC51105   	 1.0	     	     	     	     	     	     	 0.70	 0.00
214.613706	-43.388665	NGC  5530   	 ESO  272-  3  	PGC51106   	 4.0	     	     	     	     	     	     	 0.48	 0.43
214.613697	-27.378366	            	 ESO  511- 23  	PGC51107   	-3.0	     	     	     	     	     	     	 0.00	 0.29
214.617444	+12.883361	NGC  5550   	 UGC  9154     	PGC51108   	    	     	     	     	     	     	     	 0.32	 0.00
214.645777	+14.281419	            	 UGC  9159     	PGC51113   	 4.0	     	     	     	     	     	     	 0.75	 0.00
214.662026	 +7.376409	NGC  5549   	 UGC  9156     	PGC51118   	-2.0	     	     	     	     	     	     	 0.00	 0.05
214.681196	+21.818096	            	 UGC  9164     	PGC51120   	    	     	     	     	     	     	     	 0.23	 0.04
214.686613	+24.937267	            	 UGC  9165     	PGC51121   	    	     	     	     	     	     	     	 0.90	 0.01
214.704961	-47.738392	            	 ESO  222-  1  	PGC51126   	 9.4	     	     	     	     	     	     	 0.32	 0.80
214.700360	+11.283359	            	 UGC  9163     	PGC51128   	 6.0	     	     	     	     	     	     	 0.91	 0.00
214.700360	+10.850025	            	 UGC  9162     	PGC51130   	 3.0	     	     	     	     	     	     	 0.58	 0.00
214.700364	+26.600047	            	 CGCG 163- 27  	PGC51131   	    	     	     	     	     	     	     	     	 0.00
214.799542	-45.318112	            	 ESO  272-  4  	PGC51154   	 0.0	     	     	     	     	     	     	 0.22	 0.33
214.802863	+24.796433	NGC  5559   	 UGC  9166     	PGC51155   	 3.0	     	     	     	     	     	     	 0.71	 0.00
214.801193	 -5.526111	            	               	PGC51156   	-1.0	     	     	     	     	     	     	 0.00	 0.10
214.834529	-20.951134	            	 ESO  579- 18  	PGC51164   	 0.0	     	     	     	     	     	     	 0.22	 0.40
214.819114	+26.298657	IC   4405   	 MCG  5-34- 19 	PGC51167   	    	     	     	     	     	     	     	 0.22	 0.00
214.844947	-26.642809	A   1416-26 	 ESO  511- 30  	PGC51169   	 5.0	     	     	     	     	     	     	 0.23	 0.32
214.847448	-27.369477	            	 ESO  511- 31  	PGC51170   	-2.0	     	     	     	     	     	     	 0.00	 0.24
214.855360	 -4.489443	IC   4401   	 MCG -1-36- 15 	PGC51173   	 1.0	     	     	     	     	     	     	 0.42	 0.11
214.864605	+71.586752	NGC  5607   	 UGC  9189     	PGC51182   	99.0	13.90	 0.20	 0.47	 0.05	     	-0.15	 0.07	 0.04
214.876614	-27.374477	            	 ESO  511- 32  	PGC51188   	    	     	     	     	     	     	     	 0.00	 0.24
214.887445	+17.875868	IC    999   	 UGC  9168     	PGC51189   	-2.0	     	     	     	     	     	     	 0.00	 0.00
214.875361	+17.633368	            	 UGC  9167     	PGC51190   	 1.0	     	     	     	     	     	     	 0.55	 0.00
214.894943	 -5.583611	            	               	PGC51192   	 7.0	     	     	     	     	     	     	 0.31	 0.10
214.897452	+36.140614	NGC  5572   	 UGC  9173     	PGC51196   	 3.0	     	     	     	     	     	     	 0.16	 0.00
214.916612	+17.855590	IC   1000   	 UGC  9170     	PGC51201   	-2.0	     	     	     	     	     	     	 0.00	 0.00
214.925360	 +9.366689	A   1417+09 	 UGC  9169     	PGC51207   	10.0	     	     	     	     	     	     	 0.50	 0.04
214.952057	+56.730355	NGC  5585   	 UGC  9179     	PGC51210   	 7.0	11.20	 0.14	 0.46	 0.03	 0.46	-0.22	 0.27	 0.00
