#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T12:17:03 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T12:17:03	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A%2BA/686/A42/clusters&-out.max=unlimited&-out=Name,Type,CST,N,Nt,GLON,GLAT,r50pc,rcpc,rtpc,s_pmRA,e_pmRA,s_pmDE,e_pmDE,Plx,s_Plx,e_Plx,dist16,dist50,dist84,X,Y,Z,RV,s_RV,e_RV,n_RV,logAge50,AV50,r50Jpc,rJpc,probJ,NJ,MassJ,e_MassJ,MassTot,e_MassTot,CMDCl50	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36860042
#Name: J/A+A/686/A42
#Title: Improving the open cluster census. III. (Hunt+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/686/a42	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/686/a42	    IVOID of underlying data collection
#INFO	creator=Hunt E.L.	    First author or institution
#INFO	cites=bibcode:2024A&A...686A..42H	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/686/A42	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36860042	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-11-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2016.000:	ICRS
#Table	J_A_A_686_A42_clusters:
#Name: J/A+A/686/A42/clusters
#Title: Main catalogue (table 1)
#Column	Name	(a20)	Main accepted cluster name	[ucd=meta.id;meta.main]
#Column	Type	(A1)	[omgdr] Estimated type of object (1)	[ucd=src.class]
#Column	CST	(F11.8)	[3/99] Astrometric SNR (cluster significance test) (2)	[ucd=stat.snr]
#Column	N	(I6)	[10/153797] Number of member stars	[ucd=meta.number]
#Column	Nt	(I5)	[10/53464] Number of stars within tidal radius	[ucd=meta.number]
#Column	GLON	(F12.8)	Galactic longitude	[ucd=pos.galactic.lon]
#Column	GLAT	(E10.3)	Galactic latitude	[ucd=pos.galactic.lat]
#Column	r50pc	(F13.8)	Radius containing 50% of members in parsecs	[ucd=phys.size.radius]
#Column	rcpc	(F13.8)	Core radius in parsecs	[ucd=phys.size.radius]
#Column	rtpc	(F13.8)	Tidal radius in parsecs	[ucd=phys.size.radius]
#Column	s_pmRA	(F11.8)	Standard deviation of pmra	[ucd=stat.stdev]
#Column	e_pmRA	(F11.8)	Standard error of pmra	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	s_pmDE	(F11.8)	Standard deviation of pmdec	[ucd=stat.stdev]
#Column	e_pmDE	(F11.8)	Standard error of pmdec	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Plx	(F12.8)	Mean parallax	[ucd=pos.parallax;stat.mean]
#Column	s_Plx	(F11.8)	Standard deviation of parallax	[ucd=stat.stdev;pos.parallax]
#Column	e_Plx	(F11.8)	Standard error of parallax	[ucd=stat.error;pos.parallax]
#Column	dist16	(F15.8)	16th percentile of maximum likelihood distance	[ucd=pos.distance]
#Column	dist50	(F15.8)	50th percentile of maximum likelihood distance	[ucd=pos.distance]
#Column	dist84	(F16.8)	84th percentile of maximum likelihood distance	[ucd=pos.distance]
#Column	X	(F16.8)	X coordinate in heliocentric galactic coordinates	[ucd=pos.cartesian.x;pos.galactic;pos.heliocentric]
#Column	Y	(F16.8)	Y coordinate in heliocentric galactic coordinates	[ucd=pos.cartesian.y;pos.galactic;pos.heliocentric]
#Column	Z	(F16.8)	Z coordinate in heliocentric galactic coordinates	[ucd=pos.cartesian.z;pos.galactic;pos.heliocentric]
#Column	RV	(F13.8)	? Mean Gaia DR3 radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	s_RV	(F13.8)	? Standard deviation of radial velocity	[ucd=stat.stdev;spect.dopplerVeloc]
#Column	e_RV	(F13.8)	? Standard error of radial velocity	[ucd=stat.error]
#Column	n_RV	(I4)	Number of member stars with a radial velocity	[ucd=meta.note]
#Column	logAge50	(F11.8)	? 50th percentile of logarithm of cluster age	[ucd=time.age]
#Column	AV50	(F11.8)	? 50th percentile of V-band cluster extinction	[ucd=phys.absorption]
#Column	r50Jpc	(F12.8)	? Radius containing 50% of members within the Jacobi radius in parsecs	[ucd=phys.size.radius]
#Column	rJpc	(F13.8)	? Jacobi radius in parsecs	[ucd=phys.size.radius]
#Column	probJ	(E10.3)	? Probability of the cluster having a valid Jacobi radius	[ucd=stat.fit.goodness]
#Column	NJ	(I4)	[9/4171]? Number of stars within best-fit Jacobi radius	[ucd=meta.number]
#Column	MassJ	(F15.8)	? Cluster mass within the Jacobi radius	[ucd=phys.mass]
#Column	e_MassJ	(F15.8)	? Error on cluster mass within the Jacobi radius	[ucd=stat.error]
#Column	MassTot	(F15.8)	? Total observed cluster mass	[ucd=phys.mass]
#Column	e_MassTot	(F15.8)	? Error on total observed cluster mass	[ucd=stat.error]
#Column	CMDCl50	(F11.8)	[0/1] 50th percentile of CMD class	[ucd=meta.code]
Name	Type	CST	N	Nt	GLON	GLAT	r50pc	rcpc	rtpc	s_pmRA	e_pmRA	s_pmDE	e_pmDE	Plx	s_Plx	e_Plx	dist16	dist50	dist84	X	Y	Z	RV	s_RV	e_RV	n_RV	logAge50	AV50	r50Jpc	rJpc	probJ	NJ	MassJ	e_MassJ	MassTot	e_MassTot	CMDCl50
UBC_1076            	o	 5.84643238	    41	   34	 67.33031115	 7.225e-01	   2.69758317	   4.75025380	   7.28778355	 0.04477140	 0.00767823	 0.05568217	 0.00954941	  0.35560069	 0.02566604	 0.00440169	  2630.90177590	  2654.82373838	   2679.18472251	  -7098.75340547	   2449.52190357	     51.66159272	   5.59431199	   2.98954572	   1.72601502	   3	 8.20228052	 2.37872267	  2.69758317	   8.96685791	 1.000e+00	  34	   318.31825099	    73.90731165	   347.44935900	    84.39032341	 0.72414026
UBC_1077            	o	12.39612008	    92	   88	 67.94147472	-4.497e-01	   3.61556782	   3.94388135	  12.45575378	 0.07989729	 0.00851708	 0.09721801	 0.01036347	  0.33185707	 0.04430450	 0.00472288	  2693.30310737	  2727.98475806	   2763.57125129	  -7097.55654297	   2528.21947293	     -3.22726204	  30.69246071	   4.34481923	   1.64218731	   7	 8.37389135	 4.29505301	  3.61556782	  14.50070691	 1.000e+00	  88	  1348.63651234	   104.73964176	  1354.82617927	   121.65465206	 0.17353441
UBC_1078            	o	 8.14032284	    78	   73	 68.01073740	 7.829e-01	   3.48020410	   8.38923338	   8.38923338	 0.06566437	 0.00768543	 0.07867180	 0.00920784	  0.32296406	 0.02949976	 0.00345269	  2783.14013059	  2806.62850520	   2830.51671557	  -7071.08047153	   2602.21365097	     56.46237521	   5.73735756	  30.08491494	  15.04245747	   4	 7.14768481	 2.94930017	  3.54045620	  12.64541921	 1.000e+00	  75	   886.74822273	    77.03179549	   909.47602423	    85.64942330	 0.99121445
UBC_1080            	o	19.52824678	   176	  173	 69.04879679	-1.374e-02	   5.15127180	   5.89513507	  17.20298718	 0.06678536	 0.00507760	 0.07875330	 0.00598750	  0.34913498	 0.04921809	 0.00374198	  2562.62259385	  2582.14667949	   2601.97054897	  -7198.67053256	   2411.42789189	     17.82105079	  27.19096160	  58.04770588	  15.51390196	  14	 8.21713305	 4.22446632	  5.15127180	  17.64077883	 1.000e+00	 173	  2381.87789895	   321.55094561	  2577.50639388	   263.47344933	 0.09589371
UBC_1084            	o	16.71788134	   124	  123	 69.76437097	 8.040e-01	   2.59706635	   1.66545285	  13.96566884	 0.09605634	 0.00866111	 0.12841537	 0.01157882	  0.46241941	 0.04920747	 0.00443689	  2035.76298200	  2051.14692840	   2066.76515342	  -7412.51582669	   1924.35611580	     47.76778084	  41.49372908	  45.66643804	  32.29104801	   2	 7.87316227	 3.44579375	  2.17995113	  11.60657503	 1.000e+00	 117	   664.81660579	   149.70041992	   684.33092274	   162.12990317	 0.87950218
UBC_1085            	o	 9.21121628	    85	   58	 69.86580627	 2.229e-01	   2.18167281	   3.30519435	   6.26129294	 0.05781659	 0.00759169	 0.05702734	 0.00748806	  0.23183113	 0.03399166	 0.00446332	  3752.56219339	  3818.53129122	   3886.86133410	  -6807.53110607	   3585.14861453	     32.29690128	 -12.44477111	   3.13141702	   1.10712311	   8	 8.24394321	 4.11525297	  3.39556007	  16.81407873	 1.000e+00	  83	  2008.27042019	   299.53930353	  2053.25840869	   311.76713824	 0.02683856
UBC_1086            	o	 4.58312026	    33	   27	 69.90221957	 1.715e+00	   1.85384171	   2.43659946	   5.70828279	 0.06611238	 0.01272333	 0.05643809	 0.01086151	  0.28567193	 0.02293188	 0.00441324	  3083.14785425	  3127.97815562	   3174.13139700	  -7047.36982207	   2936.19083306	    111.67330197	  -3.26142100	   0.78463439	   0.27741015	   1	 8.01314497	 2.18496549	  2.36084631	   9.79966143	 1.000e+00	  33	   401.60493006	    40.29975760	   401.08288539	    40.61810523	 0.99906316
UBC_1087            	o	11.77371635	    59	   59	 70.01696948	-1.639e-01	   2.22581668	   1.88088306	   9.29723028	 0.10527436	 0.01370555	 0.11020578	 0.01434757	  0.57800371	 0.04094335	 0.00533037	  1629.70721887	  1638.63619282	   1647.66354738	  -7561.99753694	   1539.97344910	     14.68287434	             	             	             	   0	 8.11963320	 1.60757399	  1.57608642	   8.29237812	 1.000e+00	  54	   235.61835732	    44.19989130	   222.38901671	    51.29151574	 0.96157601
UBC_1090            	o	 8.95995522	    60	   44	 71.87703379	 5.861e-01	   1.95541951	   4.79138201	   4.79138201	 0.07458688	 0.01124440	 0.12118239	 0.01826893	  0.39734511	 0.03632252	 0.00547583	  2303.85124086	  2326.84468639	   2350.30172816	  -7398.16834626	   2211.29614392	     42.75112105	  -4.35434805	   0.20539113	   0.14523346	   2	 8.57373428	 2.62113726	  2.67559219	   9.71860992	 1.000e+00	  55	   383.19369579	    59.53838518	   410.17661333	    63.31006685	 0.68964112
UBC_1092            	o	 6.22506780	    74	   41	 73.19480354	 2.279e+00	   3.01415135	   5.16054570	   5.16054570	 0.07640068	 0.01193178	 0.07467852	 0.01166283	  0.28393444	 0.03530861	 0.00551428	  3298.24771051	  3334.58626247	   3371.73445705	  -7158.30588990	   3189.65034416	    150.95843847	  -1.38832373	   0.64416009	   0.21472003	   1	 8.03105831	 2.14981532	  4.43125275	  10.62003043	 1.000e+00	  64	   486.52603866	   103.43728737	   597.47706051	    96.66878560	 0.96862280
UBC_1093            	o	11.11128673	    73	   73	 73.25461644	 9.867e-01	   3.07077725	   5.52978441	   8.23048224	 0.05783651	 0.00676925	 0.05889536	 0.00689318	  0.27010736	 0.02794316	 0.00327050	  3233.46179666	  3266.43373798	   3300.08504338	  -7180.84710843	   3127.45450910	     74.64259652	 -38.55822606	   1.57941540	   0.52647180	   1	 7.77011061	 2.18083537	  3.07077725	  12.08032855	 1.000e+00	  73	   713.22273107	   108.72788171	   713.22273107	   108.72788171	 0.92436564
UBC_1097            	o	 3.50719355	    97	   72	 74.94262316	 1.529e+00	   4.65092847	  10.16883770	  10.16883770	 0.11017157	 0.01298384	 0.11996921	 0.01413851	  0.36990345	 0.04306963	 0.00507580	  2461.04558168	  2479.11118096	   2497.44396693	  -7477.99440659	   2393.14033844	     85.31873957	  -3.83546719	   0.44394683	   0.31391781	   2	 8.40264559	 1.95104611	  3.97408148	   9.44111799	 1.000e+00	  67	   354.75349989	    54.62632552	   463.82485970	    84.75809077	 0.98883843
UBC_1099            	o	 4.19829060	    12	   12	 75.44328478	 6.915e-01	   2.06284458	   3.91393155	   3.91393155	 0.05656675	 0.01632941	 0.07205441	 0.02080032	  0.48735011	 0.00978965	 0.00282603	  1911.13024304	  1935.03222954	   1959.53965946	  -7635.60130256	   1872.77950613	     42.91032742	             	             	             	   0	 7.20765352	 3.13117111	  2.06284459	   6.95760689	 1.000e+00	  12	   135.20714937	    34.97861435	   135.20714937	    34.97861435	 0.88560939
UBC_1100            	o	11.85592776	    72	   72	 75.56139506	 1.499e+00	   3.70542808	   4.05319826	  12.74036918	 0.10240068	 0.01206804	 0.09633471	 0.01135315	  0.24009629	 0.03019538	 0.00355856	  3556.84632506	  3601.23310181	   3646.74170554	  -7224.09886562	   3486.29559748	    112.69255612	  -0.46606732	  22.22639580	  11.11319790	   4	 7.88750505	 2.37852955	  3.68675510	  11.80963718	 1.000e+00	  70	   637.48942624	    62.60851266	   654.18495241	    62.74576370	 0.95403928
UBC_1102            	o	12.19283787	    82	   80	 76.70440408	-2.432e+00	   1.93605142	   1.05920237	  12.21627070	 0.09325053	 0.01042573	 0.09932229	 0.01110457	  0.32396600	 0.04824743	 0.00539423	  2908.26487519	  2942.92607986	   2978.42344654	  -7446.10292267	   2861.46535870	   -105.80590869	   5.51488358	  52.20882035	  30.14277648	   3	 7.40882945	 3.59570980	  1.93605142	  13.00246001	 1.000e+00	  80	   858.16444792	    78.04525164	   877.71864462	    75.26437954	 0.84016374
UBC_1103            	o	16.38750959	   107	  107	 77.61956252	 2.046e-01	   5.45420007	  11.51071150	  13.92132118	 0.06837248	 0.00660982	 0.09079961	 0.00877793	  0.59300095	 0.02604238	 0.00251761	  1594.68109510	  1599.80109231	   1604.95407267	  -7778.96028111	   1562.58828573	     25.63815708	  15.36759652	  61.98503398	  20.66167799	   9	 7.43644762	 3.58779740	  5.37267558	  13.15345400	 1.000e+00	 105	   900.59549541	    90.89606217	   916.52061485	    88.63268678	 0.29689352
UBC_1105            	o	13.72120837	    91	   84	 78.00207326	 4.890e-01	   4.29769142	   9.76566129	  10.76575595	 0.10785097	 0.01176751	 0.13700339	 0.01494829	  0.57717772	 0.02239462	 0.00244345	  1633.02099975	  1640.38482239	   1647.81535761	  -7780.95244848	   1604.49203493	     33.93046479	  58.76391704	  52.83756896	  23.62967919	   5	 6.81229925	 4.81908989	  4.46437857	  12.77532264	 1.000e+00	  88	   820.73172785	   158.34895450	   845.88576431	   164.11681793	 0.57274932
UBC_1108            	o	 8.86341474	   129	   86	 79.05092642	 8.940e+00	   2.65170893	   2.61446355	   9.80916965	 0.09908132	 0.01068421	 0.12401080	 0.01337243	  0.21346832	 0.05396632	 0.00581934	  4097.30982770	  4152.77538315	   4209.76322776	  -7341.14003272	   4027.64303604	    664.17723200	   0.41201684	  34.48778042	   9.95576466	  12	 9.25991201	 1.08243769	  3.35308298	  12.40159949	 1.000e+00	  97	   666.69687031	    91.94814554	   931.39310848	    69.72244781	 0.08116314
UBC_1112            	o	 9.42824411	    73	   53	 82.97877504	 4.000e+00	   2.95019310	   6.68589462	   6.68589462	 0.06988268	 0.00959912	 0.10069915	 0.01383209	  0.33514098	 0.03324365	 0.00456637	  2757.33599546	  2781.87486166	   2806.85441622	  -7782.25555677	   2754.28611990	    214.00332725	 -24.21485988	  12.43588169	   8.79349627	   2	 7.87104535	 2.22748208	  3.30049281	  10.93717114	 1.000e+00	  64	   479.94088700	    72.79090366	   544.73831864	    70.91273589	 0.99728429
UBC_1116            	o	10.38976330	    64	   60	 85.88040665	 6.285e+00	   3.12234803	   2.82604893	  12.33588246	 0.10549149	 0.01361889	 0.10108103	 0.01304950	  0.58603027	 0.04559407	 0.00588617	  1617.00902515	  1625.61241023	   1634.30783456	  -8005.43708969	   1611.66543534	    198.47816155	 -10.46157500	  20.46213623	  11.81381986	   3	 8.46256638	 1.31749552	  2.02796444	   7.55884478	 1.000e+00	  48	   163.93594649	    29.69364633	   189.18485891	    45.40301712	 0.99962214
UBC_1117            	o	 9.60472495	    44	   44	 85.92456450	 2.321e+00	   3.99952950	   9.72902904	   9.72902904	 0.05815005	 0.00876645	 0.07764096	 0.01170482	  0.35311278	 0.01839705	 0.00277346	  2601.15169171	  2624.39280974	   2648.05298774	  -7935.33743641	   2615.60835832	    126.61854965	   4.16399937	  27.42453200	  27.42453200	   1	 7.27862811	 2.06224132	  3.99952950	  10.33772721	 1.000e+00	  44	   390.28151500	    27.92752177	   390.28151500	    27.92752177	 0.99295235
UBC_1120            	o	 6.22792651	    33	   26	 86.89607261	-9.792e-01	   5.45636112	   8.61684593	   8.61684593	 0.07581372	 0.01486829	 0.07374237	 0.01446207	  0.48372457	 0.01111322	 0.00217948	  1964.19213640	  1980.71438147	   1997.51694569	  -8014.82391122	   1977.51974512	    -13.31909907	             	             	             	   0	 7.81433654	 1.60532552	  4.16356465	   6.66934708	 1.000e+00	  19	   109.51079788	    22.19595368	   190.99698864	    26.60396707	 0.99488568
UBC_1121            	o	 7.44195016	    42	   35	 87.07355853	 1.338e+00	   2.82328638	   6.59969858	   6.59969858	 0.11567814	 0.01955317	 0.09645909	 0.01630456	  0.28904026	 0.02123059	 0.00358862	  3105.36567668	  3150.23718899	   3196.42447091	  -7960.99481398	   3145.27039535	     93.97371621	 -17.93503019	   9.88598605	   4.03593690	   6	 8.61736965	 2.54566002	  3.27227383	  10.10976755	 1.000e+00	  40	   348.64715762	    59.64741926	   358.90079739	    64.38077808	 0.05498891
UBC_1122            	o	 8.06200023	    37	   29	 87.31085765	 2.204e+00	   3.93923146	   7.86218199	   7.86218199	 0.05729131	 0.01063873	 0.07352688	 0.01365360	  0.32470410	 0.01669249	 0.00309972	  2914.61687987	  2944.90290665	   2975.82495161	  -7983.61692166	   2939.48294602	    133.71870497	 -15.72897994	  11.65109594	   8.23856895	   2	 7.48851085	 2.42870021	  4.62602550	  10.28401227	 1.000e+00	  32	   393.05867985	    44.09905586	   414.38271010	    44.21971077	 0.99598467
UBC_1123            	o	 6.47695588	    41	   24	 87.65562049	-3.865e-01	   2.36213679	   5.19028448	   5.19028448	 0.06760658	 0.01380014	 0.06698402	 0.01367306	  0.39923275	 0.02273647	 0.00464106	  2330.05536229	  2348.49006009	   2367.21878372	  -8025.94753155	   2346.47095164	      4.71663679	   5.59911962	  51.80526741	  14.36819600	   1	 7.83044600	 1.12029779	  4.34475086	   9.05272712	 1.000e+00	  38	   262.77717055	    18.24850341	   273.53099284	    20.57016778	 0.96421936
UBC_1124            	o	 7.31075984	    52	   51	 87.78949705	 3.090e+00	   2.27302218	   1.18889509	  15.06529903	 0.13198173	 0.01848114	 0.10466811	 0.01465647	  0.40188098	 0.04915540	 0.00688313	  2270.51042934	  2295.39425892	   2320.82956484	  -8033.24793245	   2290.35151297	    144.30120788	             	             	             	   0	 7.96573091	 2.35495186	  1.73077410	   9.49034009	 1.000e+00	  42	   304.72309087	    44.86682455	   347.04684333	    57.56394256	 0.42550178
UBC_1125            	o	 6.82891356	    54	   41	 87.78726208	-4.320e-01	   2.65425154	   5.38066604	   5.38066604	 0.06632547	 0.01035830	 0.10122744	 0.01580907	  0.29787147	 0.03032570	 0.00473608	  3086.24593286	  3120.86911363	   3156.27795157	  -8001.53785266	   3118.45335826	     -3.03199213	 -32.44548502	   0.57069513	   0.40354240	   2	 8.33135557	 0.97727078	  3.32539995	   9.21012155	 1.000e+00	  51	   258.83493017	    63.07793047	   263.84532745	    67.99097175	 0.99792194
UBC_1127            	o	 9.91272176	    46	   46	 88.59859146	 2.731e+00	   2.62841276	   4.43212304	   7.21629067	 0.06400771	 0.00943742	 0.06691367	 0.00986588	  0.46856506	 0.03235018	 0.00476977	  2009.89133998	  2023.92903847	   2038.16420332	  -8072.28230617	   2021.02569217	    117.10525894	 -15.22857369	  16.77455488	   7.50180900	   1	 7.70584536	 2.52066708	  2.62841277	  10.05676906	 1.000e+00	  46	   362.42908076	    41.98743496	   362.42908076	    41.98743496	 0.99443027
UBC_1128            	o	 8.59738402	    42	   34	 88.67134622	 5.160e+00	   3.21750789	   5.97142090	   5.97142090	 0.07476228	 0.01282162	 0.12163074	 0.02085950	  0.51788584	 0.02756319	 0.00472705	  1821.23603794	  1832.90338597	   1844.72118645	  -8079.22201172	   1824.98296745	    185.55531109	 -11.91067170	  20.26478400	  10.13239200	   1	 7.77081275	 1.74445236	  3.93121382	   8.12529847	 1.000e+00	  41	   195.13406074	    28.40128619	   199.07758771	    28.71745660	 0.99469531
UBC_1130            	o	13.65373188	    89	   87	 89.18522262	-3.457e-01	   3.55022095	   5.51818476	  10.07461016	 0.07571899	 0.00811793	 0.07698251	 0.00825339	  0.48574908	 0.02853639	 0.00305942	  1922.35724961	  1931.99161183	   1941.72303038	  -8094.52893759	   1931.76108919	      9.07456671	 -58.02581488	  39.02110844	  27.59209039	   2	 7.74289799	 1.52479446	  3.55022095	  10.81847006	 1.000e+00	  87	   451.32496455	    59.43024771	   455.88121324	    52.36307835	 0.93743867
UBC_1131            	o	15.82851276	   155	  132	 89.18738890	 1.033e+00	   2.49409662	   1.98428114	  10.97341629	 0.12404122	 0.01079640	 0.12089499	 0.01052256	  0.27719301	 0.06495847	 0.00565391	  3200.02171853	  3240.19377936	   3281.38727770	  -8075.87516769	   3239.34126461	     79.09970273	 -18.23238227	  21.49100464	   9.61106946	   5	 8.80685329	 4.05407619	  2.86816760	  18.51124729	 1.000e+00	 147	  2063.68777330	   186.29738366	  2184.04950744	   179.79875773	 0.05296612
UBC_1132            	o	 4.43172977	    43	   22	 89.49336848	-1.177e+00	   1.89671203	   3.54501262	   3.54501262	 0.09825399	 0.02094782	 0.07147315	 0.01523813	  0.31592012	 0.02281041	 0.00486320	  2815.08929660	  2845.38208686	   2876.33392214	  -8096.96610185	   2844.67021131	    -37.72559972	             	             	             	   0	 7.74595857	 1.50845808	  2.86509269	   9.51450248	 1.000e+00	  36	   295.06448995	    42.52429846	   301.58306967	    65.36789366	 0.95409220
UBC_1133            	o	15.21940103	    94	   94	 89.67582422	 2.721e+00	   3.13477976	   2.18903481	  15.52528741	 0.10947853	 0.01129185	 0.13692315	 0.01412254	  0.40869655	 0.06594165	 0.00680136	  2332.03690952	  2357.09467317	   2382.69677768	  -8108.36363569	   2354.39945796	    132.66270985	 -33.93087997	   1.07436008	   0.53718004	   4	 8.93682718	 3.59324133	  2.99252648	  13.43956698	 1.000e+00	  91	   844.72220250	    97.18868162	   891.82803952	    86.73994745	 0.97235921
UBC_1135            	o	 4.60241633	   126	   82	 90.18523480	 9.452e-01	   5.66123208	  11.18517482	  11.18517482	 0.10851581	 0.01198357	 0.08118348	 0.00896522	  0.24141344	 0.05128806	 0.00566382	  3538.63399891	  3584.59515882	   3631.76595291	  -8133.40587272	   3584.08856509	     79.96847128	 -56.47340150	  20.40971348	   7.71414660	   1	 7.91822433	 3.10030973	  6.74670537	  14.96535960	 1.000e+00	 100	  1036.76236990	   117.74705731	  1323.00490205	   100.88952346	 0.19358256
UBC_1136            	o	 3.49276152	    70	   37	 90.24109146	 5.813e+00	   4.38666078	   8.84167441	   8.84167441	 0.09855999	 0.01620316	 0.11129433	 0.01829668	  0.51963141	 0.03089586	 0.00507925	  1821.07955474	  1831.55688284	   1842.15546829	  -8129.16413093	   1822.12376671	    206.30980233	             	             	             	   0	 8.16869640	 1.58309972	  3.69844749	   7.36648158	 9.923e-01	  29	   143.79281609	    28.79674812	   327.93154637	    39.89361085	 0.99155599
UBC_1138            	o	10.07563320	    53	   51	 92.47455062	 2.843e-01	   3.54662149	   7.22619730	   9.14128545	 0.09547183	 0.01336873	 0.09676334	 0.01354958	  0.59511219	 0.02525909	 0.00353698	  1592.67765036	  1600.00320650	   1607.39646214	  -8191.03162098	   1598.49156997	     28.91905081	 -24.23992478	  13.93700901	   9.85495358	   2	 7.88692951	 1.61521584	  3.51115540	   8.20992175	 1.000e+00	  47	   197.43450623	    38.74780242	   233.43918501	    37.07696394	 0.96936536
UBC_1139            	o	 4.69436560	    54	   38	 92.68515435	-1.116e+00	   2.09379021	   2.14224235	   7.53982163	 0.08643746	 0.01402201	 0.10288303	 0.01668983	  0.36150357	 0.02199237	 0.00356763	  2535.84006170	  2560.55990075	   2585.76643129	  -8242.03167924	   2557.26310538	    -28.78242226	 -28.60986078	   0.13060348	   0.13060348	   1	 8.04037237	 1.76241988	  2.22287839	   9.05618669	 1.000e+00	  40	   246.11096862	    39.04726563	   345.29543853	    37.89665889	 0.99608007
UBC_1140            	o	 9.43746058	    75	   62	 93.71013294	-2.532e+00	   4.62880550	   4.23920648	  18.11673310	 0.07580022	 0.00962664	 0.07812277	 0.00992160	  0.16370930	 0.02625493	 0.00333438	  5399.92551502	  5530.46060706	   5667.46301653	  -8480.11243588	   5513.48383794	   -222.56577775	 -74.37797063	   1.11708195	   0.33681288	   1	 8.14338017	 1.98599821	  4.43912324	  14.61861391	 1.000e+00	  56	   729.54518049	    53.09615710	   820.41533679	   105.69807216	 0.93743604
UBC_1142            	o	11.23654581	    61	   61	 95.63575091	-9.085e+00	   4.69879182	   3.66953203	  21.00887981	 0.11201152	 0.01434160	 0.11756022	 0.01505204	  0.32521683	 0.03052166	 0.00390790	  2778.07088928	  2812.28495371	   2847.35227127	  -8395.81936465	   2763.58570569	   -422.53855828	 -48.39872550	   1.72196665	   0.77008690	   5	 9.08248615	 1.04257834	  3.79662584	   8.55209956	 9.988e-01	  49	   208.80162129	    62.74260212	   177.18989294	    58.31477399	 0.04557487
UBC_1143            	o	16.79364591	   123	  122	 95.80162110	-1.645e-01	   4.43094720	   4.09352014	  17.21542511	 0.08694164	 0.00787133	 0.07100249	 0.00642826	  0.20664079	 0.03584856	 0.00324558	  4149.29081111	  4198.32746837	   4248.53702549	  -8546.38279107	   4176.80618926	      9.83509934	 -47.41917761	  16.25661480	   9.38576093	   3	 8.08093357	 2.85551536	  4.43094720	  17.84108221	 1.000e+00	 122	  1519.75075342	   186.51207398	  1542.37670223	   185.82860619	 0.90324301
UBC_1144            	o	12.94496293	    80	   80	 96.03642395	 5.073e+00	   3.49527749	   1.40351739	  30.81767639	 0.10201362	 0.01140547	 0.10498057	 0.01173718	  0.20295794	 0.04874730	 0.00545011	  4220.23854704	  4309.20866929	   4402.01087499	  -8572.37648454	   4268.52622733	    403.03060193	 -39.35018566	   2.38870401	   0.90284525	   7	 8.65278006	 3.19471025	  2.91430571	  12.91852091	 1.000e+00	  73	   572.81015933	   210.13876089	   544.63467747	   219.03884596	 0.18729888
UBC_1145            	o	 9.07306674	    60	   51	 97.02914581	-2.074e+00	   5.68003984	  11.76979734	  11.76979734	 0.10625027	 0.01487801	 0.07568450	 0.01059795	  0.32788746	 0.02516921	 0.00352440	  2891.14732514	  2921.20185285	   2951.88779989	  -8479.48569550	   2897.34700974	    -84.01175792	 -34.95544978	   1.75463335	   1.24071314	   2	 8.15337038	 1.88730216	  4.93978352	  10.93905940	 1.000e+00	  48	   402.12321966	    33.09200021	   445.10438147	    58.64907638	 0.97659147
UBC_1146            	o	12.26058897	    87	   68	 97.87517999	 2.454e+00	   4.00395699	   9.38821427	   9.38821427	 0.09841984	 0.01193516	 0.09775287	 0.01185428	  0.28070241	 0.04889385	 0.00592925	  3268.66379164	  3311.83620908	   3356.16433112	  -8574.96259602	   3277.59428091	    163.75300999	 -60.03858118	   6.47692977	   2.04818503	  10	 8.69575071	 2.76720953	  4.69752434	  13.58726512	 1.000e+00	  76	   733.30194424	   115.52240849	   802.70397710	   145.77595173	 0.94678476
