#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T03:05:41 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T03:05:41	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A%2BA/594/A27/psz2&-out.max=unlimited&-out=INDEX,NAME,GLON,GLAT,RAJ2000,DEJ2000,SNR,PIPEDET,PIPE-DET,VALID,z,MSZ,MSZ_ERR_UP,MSZ_ERR_LOW,MSZERR,Y5R500,e_Y5R500,COSMO,REDSHIFT_ID	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35940027
#Name: J/A+A/594/A27
#Title: Planck Sunyaev-Zeldovich sources (PSZ2) (Planck+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/a+a/594/a27	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/594/a27	    IVOID of underlying data collection
#INFO	creator=Plankc collaboration Ade P.A.R.	    First author or institution
#INFO	cites=bibcode:2016A&A...594A..27P	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/594/A27	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35940027	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-04-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_594_A27_psz2:
#Name: J/A+A/594/A27/psz2
#Title: Second SZ catalogue (PSZ2) (Union catalog)
#Column	Index	(I4)	Index used to cross-reference with individual catalogues (INDEX)	[ucd=meta.id]
#Column	Name	(A18)	Source name (NAME) (1)	[ucd=meta.id;meta.main]
#Column	GLON	(F11.7)	Galactic longitude (GLON)	[ucd=pos.galactic.lon]
#Column	GLAT	(F11.7)	Galactic latitude (GLAT)	[ucd=pos.galactic.lat]
#Column	RAJ2000	(F11.7)	Right ascension (J2000) transformed from (GLON,GLAT) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.7)	Declination (J2000) transformed from (GLON,GLAT) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	SNR	(F8.5)	Signal-to-noise ratio of the detection (SNR)	[ucd=stat.snr]
#Column	z	(F9.6)	Redshift of cluster (REDSHIFT) (5)	[ucd=src.redshift]
#Column	MSZ	(F9.6)	? SZ mass proxy (MSZ) (6)	[ucd=phys.mass]
#Column	E_MSZ	(F9.6)	? Upper bound of 68% SZ mass proxy confidence interval (MSZ_ERR_UP) (6)	[ucd=stat.error;stat.max]
#Column	e_MSZ	(F9.6)	? Lower bound of 68% SZ mass proxy confidence interval (MSZ_ERR_LOW) (6)	[ucd=stat.error]
#Column	Y5R500	(F10.6)	Mean marginal Y5R500 as determined by reference pipeline (Y5R500)	[ucd=stat.snr]
#Column	e_Y5R500	(F9.6)	Uncertainty on Y5R500 as determined by reference pipeline (Y5R500_ERR)	[ucd=stat.error]
#Column	COSMO	(I1)	[0/1] Indicates whether detection is in the cosmology sample (COSMO)	[ucd=meta.code]
#Column	zID	(a25)	External identifier of cluster associated with redshift measurement (REDSHIFT_ID) (5)	[ucd=src.redshift]
Index	Name	GLON	GLAT	RAJ2000	DEJ2000	SNR	z	MSZ	E_MSZ	e_MSZ	Y5R500	e_Y5R500	COSMO	zID
1300	PSZ2 G279.51-44.85	279.5172409	-44.8571264	053.2472317	-64.2313312	 5.08776	 0.078558	 1.698003	 0.212707	 0.224984	  1.054832	 0.440042	0	ACO S 362
1301	PSZ2 G279.79+39.09	279.7942809	 39.0963039	173.8795528	-20.3402876	 7.28580	 0.290000	 6.118639	 0.437946	 0.481040	  2.753222	 0.764882	1	
1302	PSZ2 G280.17+47.83	280.1752887	 47.8325670	177.4469087	-12.2965703	12.71850	 0.155700	 6.055300	 0.299841	 0.317026	  6.725287	 1.140663	1	RXCJ1149.7-1219
1303	PSZ2 G280.21+14.57	280.2140568	 14.5701639	162.2178881	-42.8303477	 5.11199	 0.057987	 1.779906	 0.238685	 0.243604	  4.339792	 1.557073	0	ABELL S0648
1304	PSZ2 G280.23-53.84	280.2338644	-53.8464067	038.6821471	-58.4916978	 5.88068	 0.415000	 4.792248	 0.527781	 0.568232	  1.003316	 0.356280	0	SPT-CLJ0234-5831
1305	PSZ2 G280.39-10.48	280.3979240	-10.4847264	136.6507197	-63.0359559	 4.99876	-1.000000	         	         	         	  1.384625	 0.606224	0	
1306	PSZ2 G280.76-52.30	280.7604791	-52.3049981	040.2141633	-59.8555038	 4.52323	 0.590000	 4.876684	 0.599783	 0.652144	  4.973511	 2.944846	0	SPT-CLJ0240-5952
1307	PSZ2 G280.78-52.22	280.7830935	-52.2204802	040.3064115	-59.9275694	 4.82310	-1.000000	         	         	         	  5.591578	 1.511158	0	
1308	PSZ2 G281.09-42.51	281.0948956	-42.5188190	056.2993631	-66.5014791	 5.01703	 0.380000	 4.476924	 0.546226	 0.580996	  1.164042	 0.509403	0	
1309	PSZ2 G281.26-46.90	281.2688493	-46.9037040	047.8487814	-63.9066586	 6.00791	 0.284000	 4.355146	 0.437171	 0.459278	  1.089916	 0.351629	1	SPT-CLJ0311-6354
1310	PSZ2 G281.48-08.34	281.4843119	 -8.3454975	141.6462016	-62.3463303	 6.51783	-1.000000	         	         	         	  1.069066	 0.315316	0	
1311	PSZ2 G282.11+38.61	282.1129900	 38.6106626	175.5000126	-21.4376665	 5.05420	-1.000000	         	         	         	  1.708159	 0.712252	0	
1312	PSZ2 G282.12+54.04	282.1211428	 54.0414028	180.7297567	-06.8582914	 9.67954	 0.126800	 4.654243	 0.305992	 0.300672	  4.285650	 0.968468	1	RXCJ1202.9-0650
1313	PSZ2 G282.14+38.29	282.1407166	 38.2911035	175.4051347	-21.7455734	 4.90220	 0.327000	 4.843995	 0.582984	 0.705693	  2.190436	 1.152116	0	
1314	PSZ2 G282.28+49.94	282.2844527	 49.9422606	179.5033388	-10.7755488	 6.59224	 0.660000	 7.802004	 0.646548	 0.654074	  1.140123	 0.239077	0	
1315	PSZ2 G282.32-40.15	282.3247219	-40.1536806	060.2229076	-68.5513407	 4.56336	-1.000000	         	         	         	  0.995127	 0.515475	0	
1316	PSZ2 G282.67+20.83	282.6754239	 20.8332249	168.5496031	-38.1837162	 9.07332	 0.130600	 4.447756	 0.292212	 0.299433	  3.239735	 0.806993	0	RXCJ1114.1-3811
1317	PSZ2 G282.96+14.23	282.9629074	 14.2351363	165.2990154	-44.3202475	 4.61148	-1.000000	         	         	         	  1.284127	 0.620971	0	
1318	PSZ2 G283.16-22.91	283.1664270	-22.9169741	111.7440467	-71.6233657	 8.64684	 0.450000	 6.751481	 0.454571	 0.486207	  2.098833	 0.494244	0	PLCKESZG283.16-22.
1319	PSZ2 G283.26+77.37	283.2664453	 77.3748033	188.4885352	+15.1755687	 5.99637	 0.281640	 5.282574	 0.549014	 0.571839	  1.641639	 0.625016	0	
1320	PSZ2 G283.91+73.87	283.9100604	 73.8794081	187.5549163	+11.7963699	 8.39307	 0.085200	 2.988091	 0.231506	 0.185683	 19.614733	 7.085040	1	RXC J1229.9+1147
1321	PSZ2 G284.30-26.75	284.3012693	-26.7575623	099.8761901	-73.4026050	 4.73162	-1.000000	         	         	         	  0.546871	 0.160827	0	
1322	PSZ2 G284.41+52.45	284.4102614	 52.4503902	181.5622142	-08.7887260	13.60221	 0.441400	11.176133	 0.476213	 0.477193	  3.947092	 0.617829	1	RXCJ1206.2-0848
1323	PSZ2 G284.59+70.84	284.5961969	 70.8456258	186.8635144	+08.8325637	 4.77845	 0.089600	 2.200535	 0.284276	 0.295737	  4.751753	 3.054681	0	RXC J1227.4+0849
1324	PSZ2 G284.97-23.69	284.9778406	-23.6940175	110.8394546	-73.4393437	15.65867	 0.390000	 8.392523	 0.333284	 0.340450	  3.804707	 0.552160	0	
1325	PSZ2 G285.18+16.11	285.1884481	 16.1169075	169.0743325	-43.4527813	 5.84028	-1.000000	         	         	         	  4.473841	 1.748973	0	
1326	PSZ2 G285.28-47.35	285.2875875	-47.3570312	042.5380197	-65.4993759	 5.09994	-1.000000	         	         	         	  1.081457	 0.467301	0	
1327	PSZ2 G285.52-62.23	285.5222564	-62.2380322	026.2623659	-53.0404972	 9.44991	 0.116800	 3.635552	 0.242619	 0.259931	  5.246843	 1.114589	1	RXCJ0145.0-5300
1328	PSZ2 G285.63-17.23	285.6323272	-17.2302536	131.0440104	-71.2022073	 9.79633	 0.350000	 6.641870	 0.400039	 0.406024	  1.667228	 0.361197	1	
1329	PSZ2 G285.63+72.75	285.6358883	 72.7528827	187.7146608	+10.5758360	10.88553	 0.165000	 5.607035	 0.325598	 0.333519	  3.721003	 0.795734	1	RXC J1230.7+1033
1330	PSZ2 G285.80-26.46	285.8007964	-26.4693829	101.4233312	-74.7064510	 6.64420	-1.000000	         	         	         	  1.599321	 0.792254	0	ACO  3405
1331	PSZ2 G285.85-46.36	285.8557777	-46.3626414	043.4112002	-66.5061971	 4.75986	-1.000000	         	         	         	  2.428319	 1.395700	0	
1332	PSZ2 G285.87-74.93	285.8732098	-74.9324353	018.6956701	-41.4134351	 6.67447	 0.213000	 4.495955	 0.420387	 0.433085	  1.911760	 0.547293	1	SPT-CLJ0114-4123
1333	PSZ2 G286.07-42.75	286.0707098	-42.7503418	049.7588300	-69.2222430	 4.92986	-1.000000	         	         	         	  3.799584	 1.873221	0	
1334	PSZ2 G286.28-38.36	286.2843727	-38.3658981	059.8047279	-72.0971027	 8.73423	 0.307000	 5.940131	 0.386940	 0.402328	  2.761366	 0.783660	1	
1335	PSZ2 G286.32-30.62	286.3297536	-30.6294053	085.3793735	-75.0625914	 4.97583	-1.000000	         	         	         	  1.453489	 0.588125	0	
1336	PSZ2 G286.39+64.06	286.3943885	 64.0645790	185.7032132	+02.1157795	 4.85210	 0.228986	 4.098035	 0.485076	 0.504672	  2.507856	 1.029794	0	RMJ122241.3+020558.9
1337	PSZ2 G286.62-31.24	286.6204935	-31.2454296	082.8402445	-75.1930990	11.89962	 0.210000	 5.683848	 0.243097	 0.254702	  3.005428	 0.537914	1	
1338	PSZ2 G286.66-23.93	286.6617007	-23.9319335	111.5331787	-74.9866657	 5.46404	-1.000000	         	         	         	  1.343053	 0.504948	0	
1339	PSZ2 G286.68+23.18	286.6855069	 23.1881846	173.9995624	-37.2920876	 5.33946	 0.300000	 5.043166	 0.497760	 0.523916	  1.457725	 0.566671	0	
1340	PSZ2 G286.75-37.35	286.7579822	-37.3563569	061.9422963	-72.9616493	 8.21417	 0.470000	 6.785440	 0.489820	 0.525954	  2.220492	 0.628202	1	
1341	PSZ2 G286.98+32.90	286.9888032	 32.9028095	177.7061476	-28.0854754	22.65637	 0.390000	14.692611	 0.391745	 0.416931	  8.331040	 0.774848	1	
1342	PSZ2 G287.00-35.24	287.0028773	-35.2474058	068.1016616	-74.1684925	 5.66762	 0.430000	 5.226339	 0.521019	 0.579646	  1.363471	 0.571940	0	
1343	PSZ2 G287.05-23.21	287.0572780	-23.2193945	114.5879119	-75.1234047	 5.17341	 0.111000	 2.166549	 0.254779	 0.268906	  1.599466	 0.710957	0	RXCJ0738.1-7506
1344	PSZ2 G287.22+18.13	287.2206561	 18.1325720	172.5176543	-42.2433277	 8.23349	 0.155000	 4.442432	 0.325747	 0.354996	  2.761412	 0.686813	1	RXC J1130.0-4213
1345	PSZ2 G287.25+34.96	287.2527420	 34.9618995	178.5733865	-26.1639824	 5.44786	 0.349000	 5.421593	 0.555930	 0.633537	  4.070704	 1.754389	0	
1346	PSZ2 G287.46+81.12	287.4624698	 81.1236684	190.3713635	+18.5523255	 7.43163	 0.073000	 2.628514	 0.223079	 0.241795	  3.156645	 0.882120	1	RXC J1241.3+1834
1347	PSZ2 G287.54+58.63	287.5430684	 58.6339921	184.9069644	-03.2840919	 4.75093	 0.305033	 4.226160	 0.619404	 0.641202	  2.462880	 1.049995	0	RMJ121937.2-031834.2
1348	PSZ2 G287.55-14.25	287.5504996	-14.2584254	141.6886441	-70.7315109	 5.10112	-1.000000	         	         	         	  0.715874	 0.211464	0	
1349	PSZ2 G287.56-28.32	287.5616192	-28.3204325	094.2894669	-76.3514305	 7.20884	 0.363000	 4.795627	 0.427674	 0.455600	  1.749231	 0.466600	1	
1350	PSZ2 G287.72+26.46	287.7281220	 26.4682514	176.3204124	-34.4427716	 7.21489	 0.069700	 2.578626	 0.226006	 0.232498	  6.130602	 2.020210	1	RXCJ1145.3-3425
1351	PSZ2 G287.96-32.99	287.9693312	-32.9954377	074.8491606	-75.8017877	11.74542	 0.250000	 6.183183	 0.255930	 0.252687	  2.647930	 0.420312	1	
1352	PSZ2 G288.06-46.73	288.0649495	-46.7335024	039.8015062	-67.1621151	 4.56500	-1.000000	         	         	         	  1.079940	 0.556115	0	
1353	PSZ2 G288.08-14.81	288.0819976	-14.8104481	141.5744604	-71.4852075	 7.77626	 0.290000	 5.197617	 0.394546	 0.416431	  1.237324	 0.320781	0	
1354	PSZ2 G288.15-39.04	288.1500855	-39.0416136	055.1104970	-72.8592587	 6.32265	 0.480000	 5.874903	 0.541255	 0.594810	  1.707979	 0.786317	1	
1355	PSZ2 G288.27+39.97	288.2717314	 39.9727101	180.8254299	-21.5247940	13.31787	 0.199200	 7.162284	 0.280444	 0.325460	  6.146635	 0.898847	1	RXCJ1203.2-2131
1356	PSZ2 G288.63-37.66	288.6338222	-37.6691173	058.0609811	-74.0085625	21.26239	 0.127000	 6.440878	 0.191418	 0.198975	  9.840060	 0.952347	1	MS0353.3-7411
1357	PSZ2 G288.87-32.97	288.8756770	-32.9789833	073.7615844	-76.5163358	 4.91481	-1.000000	         	         	         	  2.374783	 0.962766	0	
1358	PSZ2 G289.13+72.19	289.1334641	 72.1970150	188.6158211	+09.7815310	 8.79077	 0.229000	 5.876935	 0.389943	 0.396149	  3.990675	 0.938655	1	RXC J1234.2+0947
1359	PSZ2 G289.16+55.27	289.1619413	 55.2733874	185.0116974	-06.7568820	 4.58134	 0.410000	 5.373662	 0.657836	 0.722244	  3.424339	 2.009177	0	
1360	PSZ2 G289.30-28.95	289.3074701	-28.9504492	091.0688695	-77.8445897	 5.19027	-1.000000	         	         	         	  1.428729	 0.577241	0	
1361	PSZ2 G289.50+32.71	289.5044565	 32.7199508	179.9769069	-28.8046571	 4.97183	-1.000000	         	         	         	  4.972445	 2.652632	0	
1362	PSZ2 G289.50-47.49	289.5095680	-47.4944280	036.6101369	-67.0819054	 5.30401	-1.000000	         	         	         	  2.797292	 1.257075	0	
1363	PSZ2 G290.19+30.16	290.1964475	 30.1650935	179.9528676	-31.4267346	 6.42656	 0.068500	 2.252392	 0.223447	 0.214476	  5.556788	 1.609530	1	RXCJ1200.0-3124
1364	PSZ2 G290.38+37.57	290.3884978	 37.5734111	181.9785845	-24.2359602	 4.65398	-1.000000	         	         	         	  0.838575	 0.198899	0	
1365	PSZ2 G290.83-45.84	290.8384707	-45.8436926	036.8518740	-68.9655357	 4.88279	-1.000000	         	         	         	  0.870797	 0.294590	0	
1366	PSZ2 G291.34+14.70	291.3446697	 14.7039946	176.4087925	-46.6819618	 4.55553	-1.000000	         	         	         	  1.696625	 0.702815	0	
1367	PSZ2 G291.34-55.31	291.3473521	-55.3130615	026.3162913	-60.5880340	 6.86223	 0.180500	 3.686927	 0.290013	 0.315151	  1.794845	 0.451386	1	RXCJ0145.2-6033
1368	PSZ2 G292.04+22.91	292.0401391	 22.9157230	179.9441091	-38.8609429	 5.59450	-1.000000	         	         	         	  1.725089	 0.580483	0	
1369	PSZ2 G292.22-43.33	292.2260330	-43.3370319	038.2313262	-71.6195341	 5.12637	-1.000000	         	         	         	  1.051009	 0.412179	0	
1370	PSZ2 G292.40-57.11	292.4083611	-57.1161069	023.9906870	-59.0931754	 4.92588	 0.490000	 4.787014	 0.539972	 0.601166	  2.441737	 1.155939	0	SPT-CLJ0135-5904
1371	PSZ2 G292.56+21.97	292.5659622	 21.9747036	180.2999806	-39.8836938	11.69977	 0.300000	 7.926002	 0.439428	 0.461854	  5.540232	 0.938290	0	
1372	PSZ2 G292.69-18.32	292.6948673	-18.3264302	143.7570983	-77.1033593	 4.96346	-1.000000	         	         	         	  0.932386	 0.356515	0	
1373	PSZ2 G292.74+33.49	292.7456308	 33.4932975	183.1879691	-28.6121085	 5.12740	 0.081570	 2.066264	 0.258973	 0.276359	  1.818454	 0.678643	0	ABELL 3506
1374	PSZ2 G292.77-23.80	292.7729715	-23.8025834	120.5493457	-80.2478583	 5.84627	-1.000000	         	         	         	  0.715203	 0.121628	0	
1375	PSZ2 G292.84-16.57	292.8437510	-16.5781840	149.2666707	-75.9083461	 7.97342	-1.000000	         	         	         	  1.600888	 0.511679	0	
1376	PSZ2 G293.01-65.78	293.0102895	-65.7812752	019.2871935	-50.8488047	 7.22222	-1.000000	         	         	         	  2.323097	 0.640981	1	ACO  2893
1377	PSZ2 G293.09+43.20	293.0987716	 43.2022451	185.2897097	-19.0906391	 5.07061	-1.000000	         	         	         	  0.828344	 0.162566	0	
1378	PSZ2 G293.12-70.85	293.1216847	-70.8513136	017.4679798	-45.9241997	 6.98052	 0.023800	 1.143805	 0.110559	 0.115398	  6.240108	 2.138487	1	RXCJ0110.0-4555
1379	PSZ2 G293.17-14.35	293.1754882	-14.3505441	155.4660664	-74.3155732	 4.86264	-1.000000	         	         	         	  0.719595	 0.149626	0	
1380	PSZ2 G293.35+07.33	293.3510241	  7.3342508	176.4226246	-54.3099018	 5.32772	 0.155000	 3.884921	 0.352238	 0.365791	  3.330849	 1.056398	0	RXC J1145.6-5420
1381	PSZ2 G293.35-10.50	293.3549760	-10.5083548	162.5448764	-71.0897932	 4.77974	-1.000000	         	         	         	  2.519364	 1.116345	0	
1382	PSZ2 G293.63+08.25	293.6389530	  8.2545337	177.2786319	-53.4889593	 5.79794	-1.000000	         	         	         	  2.994819	 1.056664	0	
1383	PSZ2 G293.80-40.77	293.8004389	-40.7746107	039.4300909	-74.4141561	 4.54827	-1.000000	         	         	         	  1.054598	 0.545901	0	
1384	PSZ2 G293.92-17.26	293.9291505	-17.2667928	150.8497478	-77.0983877	 5.07806	-1.000000	         	         	         	  2.148880	 1.057790	0	
1385	PSZ2 G294.28-19.03	294.2823501	-19.0360372	146.5609664	-78.6589988	 7.25244	-1.000000	         	         	         	  1.575264	 0.518749	0	
1386	PSZ2 G294.31-14.18	294.3132635	-14.1818092	159.3039572	-74.7606384	 5.10200	-1.000000	         	         	         	  5.350251	 1.065358	0	
1387	PSZ2 G294.36-29.53	294.3635040	-29.5385421	083.1318660	-82.0847902	 6.28114	 0.620000	 5.843174	 0.545455	 0.558056	  0.951364	 0.315156	0	
1388	PSZ2 G294.37-14.33	294.3724659	-14.3301290	159.2046791	-74.9175365	 8.87115	-1.000000	         	         	         	  4.612087	 0.938213	0	
1389	PSZ2 G294.45-13.94	294.4525183	-13.9467387	160.1930199	-74.6249211	 4.77347	-1.000000	         	         	         	  2.168330	 1.142482	0	
1390	PSZ2 G294.64+30.15	294.6492518	 30.1591759	184.3980385	-32.1676562	 5.13815	-1.000000	         	         	         	  1.012852	 0.299798	0	
1391	PSZ2 G294.68-37.01	294.6843590	-37.0164927	045.9910127	-77.9032088	14.36911	 0.274200	 6.993430	 0.294403	 0.316828	  4.401489	 0.761119	1	RXCJ0303.7-7752
1392	PSZ2 G294.89-37.19	294.8956727	-37.1935193	044.8425596	-77.8628617	 5.35206	 0.470000	 4.826870	 0.650032	 0.478047	  7.094323	 1.312126	0	
1393	PSZ2 G295.00-37.76	295.0048588	-37.7612293	042.9758355	-77.4498096	 4.59584	-1.000000	         	         	         	  0.519985	 0.119442	0	
1394	PSZ2 G295.19-56.99	295.1903546	-56.9911363	021.2058264	-59.6324953	 5.99310	 0.217000	 3.850401	 0.338881	 0.370649	  3.173086	 2.541061	0	SPT-CLJ0124-5937
1395	PSZ2 G295.25-21.55	295.2509371	-21.5535099	139.7604861	-81.0569652	 7.64841	 0.610000	 8.077119	 0.623891	 0.618227	  2.249151	 0.742235	0	
1396	PSZ2 G295.27+32.25	295.2739634	 32.2576191	185.3698730	-30.1682685	 4.78508	-1.000000	         	         	         	  1.498189	 0.634767	0	
1397	PSZ2 G295.34+23.34	295.3483080	 23.3499691	183.8908345	-38.9929388	 9.76087	 0.119000	 4.230577	 0.284846	 0.281461	  7.993362	 1.516953	1	RXCJ1215.4-3900
1398	PSZ2 G295.36+24.29	295.3611926	 24.2959912	184.0871402	-38.0593901	 4.64184	-1.000000	         	         	         	  0.904279	 0.306996	0	
1399	PSZ2 G295.61-17.50	295.6117172	-17.5086241	156.2505744	-78.2431533	 5.84868	-1.000000	         	         	         	  1.839463	 0.621290	0	
1400	PSZ2 G295.63-51.96	295.6358879	-51.9613566	023.3587293	-64.5678762	 8.73352	 0.333000	 6.087434	 0.429557	 0.419542	  1.305381	 0.266568	1	SPT-CLJ0133-6434
1401	PSZ2 G295.92-39.39	295.9231641	-39.3919369	036.5377538	-76.4194567	 5.29261	-1.000000	         	         	         	  0.577776	 0.108184	0	
1402	PSZ2 G296.27-52.05	296.2795121	-52.0526721	022.4121320	-64.5792253	 6.82109	 0.326400	 5.311265	 0.456816	 0.477752	  1.366464	 0.388382	1	RXC J0129.4-6432
1403	PSZ2 G296.42-32.49	296.4239535	-32.4906182	057.7602520	-82.2162176	 9.50203	 0.061300	 2.461210	 0.170254	 0.166194	  5.029381	 1.239982	1	RXCJ0351.1-8212
1404	PSZ2 G296.59-10.50	296.5949622	-10.5048817	171.9015264	-72.3373100	 4.81530	-1.000000	         	         	         	  1.770191	 0.786581	0	
1405	PSZ2 G296.88-17.07	296.8891518	-17.0751808	162.5493140	-78.4984574	 5.22031	-1.000000	         	         	         	 12.702369	 7.927333	0	
1406	PSZ2 G296.91-07.00	296.9122820	 -7.0087508	175.9080374	-69.0842742	 7.10162	 0.310000	 7.500602	 0.539255	 0.537288	  4.148048	 1.236138	0	
1407	PSZ2 G297.16-44.90	297.1644553	-44.9064677	025.9134866	-71.6324630	 5.46878	-1.000000	         	         	         	  0.694150	 0.154714	0	
1408	PSZ2 G297.31-34.68	297.3117688	-34.6859639	043.9911440	-81.0391578	 5.18834	-1.000000	         	         	         	  2.672967	 0.783773	0	
1409	PSZ2 G297.64-11.94	297.6470765	-11.9464951	173.7429101	-74.0284876	 6.46493	-1.000000	         	         	         	  3.450407	 1.205927	0	
1410	PSZ2 G297.84+26.03	297.8476899	 26.0319739	187.1659874	-36.6148495	 6.23564	-1.000000	         	         	         	  3.529641	 1.009131	1	
1411	PSZ2 G297.91+31.43	297.9154756	 31.4344610	187.8533032	-31.2421661	 4.96302	-1.000000	         	         	         	  2.332345	 1.365134	0	
1412	PSZ2 G297.97-67.74	297.9716490	-67.7455280	015.7362325	-49.2717490	13.08221	 0.870000	10.753590	 0.478165	 0.472099	  1.914222	 0.265956	1	ACT-CLJ0102-49151
1413	PSZ2 G298.56+13.53	298.5642343	 13.5360049	186.3642942	-49.1152893	 8.14353	 0.640000	 8.803801	 0.637421	 0.631104	  1.753697	 0.393126	0	
1414	PSZ2 G299.38-57.32	299.3889907	-57.3232694	016.6512041	-59.7005253	 4.76312	 0.348114	 4.364765	 0.557749	 0.598864	  1.157244	 0.495292	0	SPT-CLJ0106-5943
1415	PSZ2 G299.54+17.83	299.5432615	 17.8332203	188.3017751	-44.9185444	 6.02125	-1.000000	         	         	         	  1.405936	 0.488884	1	
1416	PSZ2 G299.68-60.21	299.6868096	-60.2114719	015.8068064	-56.8424341	 5.11683	-1.000000	         	         	         	  0.772294	 0.245424	0	
1417	PSZ2 G300.98+14.38	300.9862467	 14.3893346	190.0180330	-48.4394728	 6.43877	 0.152000	 4.164417	 0.402765	 0.417647	  3.127884	 1.094288	0	RXC J1240.2-4825
1418	PSZ2 G301.11+60.05	301.1173938	 60.0586810	191.9528578	-02.8002916	 6.10587	 0.179700	 4.417233	 0.456303	 0.458559	  1.924380	 0.698308	0	RXC J1247.7-0247
1419	PSZ2 G301.90+20.17	301.9064579	 20.1786457	191.5500968	-42.6826757	 5.26161	-1.000000	         	         	         	  1.649392	 0.685130	0	ACO S  709
1420	PSZ2 G302.41+21.60	302.4125268	 21.6038858	192.2170252	-41.2652725	 9.50365	 0.011400	 1.324722	 0.080864	 0.087475	 67.927086	12.126244	1	RXCJ1248.7-4118
1421	PSZ2 G302.49+21.53	302.4914730	 21.5395344	192.3138914	-41.3303492	 8.36482	 0.011400	 1.265525	 0.107624	 0.110464	 47.380020	11.164831	0	
1422	PSZ2 G302.85-88.63	302.8586747	-88.6304428	012.8614720	-28.4978061	 6.59417	 0.112500	 3.104015	 0.290028	 0.308414	  1.920024	 0.698759	1	RXC J0051.3-2831
1423	PSZ2 G303.00+20.86	303.0016443	 20.8659044	192.9471580	-42.0057981	 4.62035	-1.000000	         	         	         	  1.743399	 0.848451	0	
1424	PSZ2 G303.03-68.49	303.0312798	-68.4914981	012.8043537	-48.6367094	 4.84964	 0.187300	 3.214194	 0.425165	 0.513083	  2.992831	 1.386087	0	RXC J0051.1-4833
1425	PSZ2 G303.54+36.49	303.5463617	 36.4997641	193.4107642	-26.3693551	 4.91256	 0.221153	 4.208759	 0.474132	 0.543371	  2.317456	 1.050642	0	ABELL 1633
1426	PSZ2 G303.56+47.54	303.5650463	 47.5475831	193.3025709	-15.3219881	 5.17788	 0.046200	 1.702444	 0.201609	 0.204728	  6.281786	 2.642731	0	RXCJ1253.2-1522
1427	PSZ2 G303.72-48.28	303.7244915	-48.2821543	011.3984360	-68.8371011	 5.21374	-1.000000	         	         	         	  1.728152	 0.702993	0	ACO S  75
1428	PSZ2 G303.75-32.86	303.7501665	-32.8640188	006.0180877	-84.2206932	 5.12938	-1.000000	         	         	         	  1.533944	 0.626310	0	
1429	PSZ2 G303.75+33.70	303.7537073	 33.7046543	193.6423650	-29.1620989	10.77025	 0.054400	 2.869498	 0.190494	 0.171683	 28.877176	 5.101309	1	RXCJ1254.6-2913
1430	PSZ2 G303.98-18.29	303.9871512	-18.2907315	199.3557478	-81.1091950	 4.83872	-1.000000	         	         	         	  1.006357	 0.302853	0	
1431	PSZ2 G304.44+32.48	304.4474314	 32.4873756	194.3410909	-30.3669346	12.40034	 0.055400	 3.452855	 0.190898	 0.196888	 17.770823	 4.471850	1	RXCJ1257.2-3022
1432	PSZ2 G304.65-31.66	304.6583066	-31.6678241	354.9463884	-85.2179879	 8.28185	 0.193400	 4.709839	 0.274896	 0.327284	  4.199278	 0.873396	1	RXCJ2340.1-8510
1433	PSZ2 G304.84-41.40	304.8442907	-41.4081397	007.0698749	-75.6340050	11.21930	 0.410000	 7.645609	 0.345438	 0.377544	  1.813443	 0.344356	1	PLCKESZG304.84-41.
1434	PSZ2 G304.84+69.84	304.8450304	 69.8406369	193.5236126	+06.9787554	 4.72224	 0.346000	 4.817952	 0.622549	 0.679499	  0.785655	 0.169485	0	WHL J193.505+7.028
1435	PSZ2 G304.91+45.43	304.9153267	 45.4384662	194.3178771	-17.4108170	16.11598	 0.047300	 3.688718	 0.157765	 0.166389	 25.317522	 3.461907	1	RXCJ1257.1-1724
1436	PSZ2 G304.95-18.60	304.9507070	-18.6072000	205.5794155	-81.2788479	 4.64659	-1.000000	         	         	         	  1.619056	 0.615498	0	
