#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T03:04:47 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T03:04:47	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/AJ/153/114/table5&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51530114
#Name: J/AJ/153/114
#Title: GCs in 27 nearby ETGs from the SLUGGS survey (Forbes+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/aj/153/114	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/153/114	    IVOID of underlying data collection
#INFO	creator=Forbes D.A.	    First author or institution
#INFO	cites=bibcode:2017AJ....153..114F	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/153/114	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51530114	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-09-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_153_114_table5:
#Name: J/AJ/153/114/table5
#Title: Globular Cluster Radial Velocities (from Erratum, 2017, AJ, 154, 80)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Star	(a14)	Object identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	HRV	(I4)	[-379/2777]? Heliocentric radial velocity (1)	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	e_HRV	(I3)	[2/194]? Uncertainty in HRV (1)	[ucd=stat.error]
#Column	Rgal	(F6.2)	[0.02/173]? Galactocentric radius (not in table 2)	[ucd=phys.angSize;pos.galactocentric]
#Column	SimbadName	(f)	Simbad column added by the CDS	[ucd=meta.id]
recno	Star	RAJ2000	DEJ2000	HRV	e_HRV	Rgal	SimbadName
    2894	NGC4649_S105  	190.901653	+11.594859	1008	 11	  2.68	[FAB2017] NGC4649 S105
    2895	NGC4649_S106  	190.933844	+11.588927	 584	  7	  2.40	[FAB2017] NGC4649 S106
    2896	NGC4649_S107  	190.903119	+11.603261	 779	 10	  3.13	[FAB2017] NGC4649 S107
    2897	NGC4649_S108  	190.924373	+11.586018	1302	  9	  2.05	[FAB2017] NGC4649 S108
    2898	NGC4649_S109  	190.914791	+11.581128	 875	 10	  1.71	[FAB2017] NGC4649 S109
    2899	NGC4649_S110  	190.926298	+11.579230	1198	 12	  1.69	[FAB2017] NGC4649 S110
    2900	NGC4649_S111  	190.949711	+11.594466	1247	 22	  3.17	[FAB2017] NGC4649 S111
    2901	NGC4649_S112  	190.932462	+11.587275	 648	 11	  2.27	[FAB2017] NGC4649 S112
    2902	NGC4649_S113  	190.891724	+11.600504	1494	  9	  3.22	[FAB2017] NGC4649 S113
    2903	NGC4649_S114  	190.917103	+11.592138	 762	 11	  2.37	[FAB2017] NGC4649 S114
    2904	NGC4649_S115  	190.902201	+11.584112	1433	 16	  2.06	[FAB2017] NGC4649 S115
    2905	NGC4649_S116  	190.929196	+11.621098	1000	 16	  4.17	[FAB2017] NGC4649 S116
    2906	NGC4649_S117  	190.933412	+11.592482	1070	 17	  2.58	[FAB2017] NGC4649 S117
    2907	NGC4649_S118  	190.931122	+11.586067	1048	110	  2.18	[FAB2017] NGC4649 S118
    2908	NGC4649_S119  	190.924164	+11.608236	 871	 11	  3.36	[FAB2017] NGC4649 S119
    2909	NGC4649_S120  	190.926099	+11.573786	1425	  9	  1.38	[FAB2017] NGC4649 S120
    2910	NGC4649_S121  	190.913051	+11.609108	 882	 13	  3.39	[FAB2017] NGC4649 S121
    2911	NGC4649_S122  	190.927073	+11.625386	 999	 18	  4.40	[FAB2017] NGC4649 S122
    2912	NGC4649_S123  	190.930299	+11.599826	1381	  9	  2.94	[FAB2017] NGC4649 S123
    2913	NGC4649_S124  	190.923519	+11.585082	1191	 15	  1.99	[FAB2017] NGC4649 S124
    2914	NGC4649_S125  	190.894246	+11.602852	1508	  7	  3.28	[FAB2017] NGC4649 S125
    2915	NGC4649_S126  	190.916334	+11.576334	1048	 16	  1.42	[FAB2017] NGC4649 S126
    2916	NGC4649_S127  	190.925658	+11.572939	1327	 14	  1.33	[FAB2017] NGC4649 S127
    2917	NGC4649_S128  	190.932446	+11.578073	 786	 41	  1.79	[FAB2017] NGC4649 S128
    2918	NGC4649_S129  	190.933142	+11.580597	1209	 11	  1.94	[FAB2017] NGC4649 S129
    2919	NGC4649_S130  	190.925038	+11.582249	 984	  7	  1.84	[FAB2017] NGC4649 S130
    2920	NGC4649_S131  	190.936884	+11.591388	1016	 12	  2.61	[FAB2017] NGC4649 S131
    2921	NGC4649_S132  	190.916373	+11.626780	1312	 16	  4.44	[FAB2017] NGC4649 S132
    2922	NGC4649_S133  	190.895139	+11.592606	 801	 13	  2.71	[FAB2017] NGC4649 S133
    2923	NGC4649_S134  	190.896571	+11.602604	1477	  6	  3.22	[FAB2017] NGC4649 S134
    2924	NGC4649_S135  	190.999470	+11.576976	 891	 13	  5.09	[FAB2017] NGC4649 S135
    2925	NGC4649_S136  	190.937603	+11.244088	1027	 50	 18.56	[FAB2017] NGC4649 S136
    2926	NGC4649_S137  	190.567919	+11.657965	 981	 35	 21.45	[FAB2017] NGC4649 S137
    2927	NGC4649_S138  	190.616989	+11.693559	1417	 28	 19.53	[FAB2017] NGC4649 S138
    2928	NGC4649_S139  	190.882461	+11.537553	1236	 22	  2.20	[FAB2017] NGC4649 S139
    2929	NGC4649_S140  	190.880918	+11.501524	1541	 13	  3.72	[FAB2017] NGC4649 S140
    2930	NGC4649_S141  	190.863119	+11.494442	1200	 16	  4.70	[FAB2017] NGC4649 S141
    2931	NGC4649_S142  	190.876828	+11.528751	 714	 67	  2.74	[FAB2017] NGC4649 S142
    2932	NGC4649_S143  	190.888974	+11.515714	1772	 12	  2.75	[FAB2017] NGC4649 S143
    2933	NGC4649_S144  	190.873014	+11.492471	1293	 11	  4.43	[FAB2017] NGC4649 S144
    2934	NGC4649_S145  	190.893571	+11.488415	1174	 26	  4.09	[FAB2017] NGC4649 S145
    2935	NGC4649_S146  	190.873724	+11.497264	1291	  8	  4.17	[FAB2017] NGC4649 S146
    2936	NGC4649_S147  	190.889054	+11.505642	 948	  6	  3.25	[FAB2017] NGC4649 S147
    2937	NGC4649_S148  	190.900264	+11.522176	1017	  6	  2.07	[FAB2017] NGC4649 S148
    2938	NGC4649_S149  	190.874997	+11.524772	1091	 28	  2.96	[FAB2017] NGC4649 S149
    2939	NGC4649_S150  	190.916690	+11.533011	 979	  8	  1.18	[FAB2017] NGC4649 S150
    2940	NGC4649_S151  	190.875923	+11.533314	 933	  6	  2.66	[FAB2017] NGC4649 S151
    2941	NGC4649_S152  	190.872817	+11.500404	1150	 10	  4.06	[FAB2017] NGC4649 S152
    2942	NGC4649_S153  	190.911563	+11.490214	1174	  5	  3.76	[FAB2017] NGC4649 S153
    2943	NGC4649_S154  	190.894771	+11.525080	1323	  7	  2.09	[FAB2017] NGC4649 S154
    2944	NGC4649_S155  	190.904165	+11.510798	1086	 15	  2.62	[FAB2017] NGC4649 S155
    2945	NGC4649_S156  	190.905269	+11.521342	1160	  7	  2.00	[FAB2017] NGC4649 S156
    2946	NGC4649_S157  	190.888132	+11.502481	 978	  8	  3.45	[FAB2017] NGC4649 S157
    2947	NGC4649_S158  	190.900524	+11.503067	1164	  5	  3.12	[FAB2017] NGC4649 S158
    2948	NGC4649_S159  	190.885548	+11.509034	 939	 10	  3.19	[FAB2017] NGC4649 S159
    2949	NGC4649_S160  	190.897073	+11.523806	1194	 18	  2.08	[FAB2017] NGC4649 S160
    2950	NGC4649_S161  	190.905429	+11.500656	1331	 17	  3.19	[FAB2017] NGC4649 S161
    2951	NGC4649_S162  	190.909617	+11.536153	1302	 10	  1.07	[FAB2017] NGC4649 S162
    2952	NGC4649_S163  	190.894020	+11.541070	1478	 17	  1.50	[FAB2017] NGC4649 S163
    2953	NGC4649_S164  	190.878539	+11.514616	1265	 13	  3.20	[FAB2017] NGC4649 S164
    2954	NGC4649_S165  	190.910507	+11.481268	1068	  8	  4.30	[FAB2017] NGC4649 S165
    2955	NGC4649_S166  	190.891427	+11.517326	1318	  8	  2.59	[FAB2017] NGC4649 S166
    2956	NGC4649_S167  	190.903349	+11.482846	1077	  7	  4.26	[FAB2017] NGC4649 S167
    2957	NGC4649_S168  	190.918588	+11.526058	1114	 13	  1.60	[FAB2017] NGC4649 S168
    2958	NGC4649_S169  	190.901940	+11.498321	1120	 24	  3.37	[FAB2017] NGC4649 S169
    2959	NGC4649_S170  	190.902652	+11.505414	1490	  7	  2.95	[FAB2017] NGC4649 S170
    2960	NGC4649_S171  	190.884515	+11.499210	 599	 12	  3.72	[FAB2017] NGC4649 S171
    2961	NGC4649_S172  	190.915322	+11.502656	 960	  8	  3.00	[FAB2017] NGC4649 S172
    2962	NGC4649_S173  	190.918411	+11.519521	1150	 27	  1.99	[FAB2017] NGC4649 S173
    2963	NGC4649_S174  	190.912675	+11.527524	1042	 44	  1.53	[FAB2017] NGC4649 S174
    2964	NGC4649_S175  	190.902542	+11.511701	1502	  8	  2.59	[FAB2017] NGC4649 S175
    2965	NGC4649_S176  	190.910439	+11.507645	1005	  9	  2.73	[FAB2017] NGC4649 S176
    2966	NGC4649_S177  	190.905873	+11.536985	1202	 18	  1.13	[FAB2017] NGC4649 S177
    2967	NGC4649_S178  	190.920575	+11.526212	 977	 22	  1.61	[FAB2017] NGC4649 S178
    2968	NGC4649_S179  	190.914518	+11.530622	1485	 20	  1.33	[FAB2017] NGC4649 S179
    2969	NGC4649_S180  	190.873927	+11.509989	1142	 14	  3.58	[FAB2017] NGC4649 S180
    2970	NGC4649_S181  	190.867439	+11.563184	 841	  5	  2.96	[FAB2017] NGC4649 S181
    2971	NGC4649_S182  	190.821115	+11.543867	1181	 14	  5.64	[FAB2017] NGC4649 S182
    2972	NGC4649_S183  	190.870548	+11.569695	1348	 18	  2.89	[FAB2017] NGC4649 S183
    2973	NGC4649_S184  	190.871242	+11.547231	1285	 24	  2.68	[FAB2017] NGC4649 S184
    2974	NGC4649_S185  	190.878644	+11.570993	 818	  6	  2.48	[FAB2017] NGC4649 S185
    2975	NGC4649_S186  	190.845696	+11.553962	1675	 18	  4.17	[FAB2017] NGC4649 S186
    2976	NGC4649_S187  	190.874845	+11.547904	1209	 19	  2.47	[FAB2017] NGC4649 S187
    2977	NGC4649_S188  	190.857310	+11.555255	1347	 17	  3.49	[FAB2017] NGC4649 S188
    2978	NGC4649_S189  	190.836408	+11.577801	1197	  7	  4.95	[FAB2017] NGC4649 S189
    2979	NGC4649_S190  	190.874522	+11.555089	1130	  7	  2.48	[FAB2017] NGC4649 S190
    2980	NGC4649_S191  	190.878452	+11.558603	 971	  9	  2.27	[FAB2017] NGC4649 S191
    2981	NGC4649_S192  	190.883222	+11.563824	 993	  6	  2.07	[FAB2017] NGC4649 S192
    2982	NGC4649_S193  	190.878966	+11.561461	 892	 10	  2.27	[FAB2017] NGC4649 S193
    2983	NGC4649_S194  	190.854106	+11.579012	 893	  6	  4.00	[FAB2017] NGC4649 S194
    2984	NGC4649_S195  	190.853808	+11.540789	1323	  9	  3.76	[FAB2017] NGC4649 S195
    2985	NGC4649_S196  	190.839524	+11.573301	1358	  8	  4.69	[FAB2017] NGC4649 S196
    2986	NGC4649_S197  	190.847521	+11.546213	1393	 32	  4.08	[FAB2017] NGC4649 S197
    2987	NGC4649_S198  	190.854720	+11.562113	1200	 13	  3.68	[FAB2017] NGC4649 S198
    2988	NGC4649_S199  	190.890296	+11.566226	 724	 31	  1.74	[FAB2017] NGC4649 S199
    2989	NGC4649_S200  	190.867689	+11.544004	1330	 27	  2.92	[FAB2017] NGC4649 S200
    2990	NGC4649_S201  	190.826429	+11.553471	1537	 18	  5.30	[FAB2017] NGC4649 S201
    2991	NGC4649_S202  	190.831492	+11.530047	1228	 21	  5.18	[FAB2017] NGC4649 S202
    2992	NGC4649_S203  	190.835794	+11.557513	1503	 13	  4.76	[FAB2017] NGC4649 S203
    2993	NGC4649_S204  	190.861830	+11.571652	1393	 10	  3.41	[FAB2017] NGC4649 S204
    2994	NGC4649_S205  	190.861844	+11.523624	1521	 46	  3.66	[FAB2017] NGC4649 S205
    2995	NGC4649_S206  	190.849492	+11.570089	1088	 18	  4.08	[FAB2017] NGC4649 S206
    2996	NGC4649_S207  	190.858854	+11.551629	1354	 18	  3.39	[FAB2017] NGC4649 S207
    2997	NGC4649_S208  	190.864444	+11.561433	1051	 16	  3.11	[FAB2017] NGC4649 S208
    2998	NGC4649_S209  	190.867012	+11.541612	1317	 35	  2.99	[FAB2017] NGC4649 S209
    2999	NGC4649_S210  	190.885300	+11.563366	1515	 27	  1.95	[FAB2017] NGC4649 S210
    3000	NGC4649_S211  	190.827631	+11.560081	1401	 12	  5.25	[FAB2017] NGC4649 S211
    3001	NGC4649_S212  	190.908135	+11.554619	1346	 10	  0.51	[FAB2017] NGC4649 S212
    3002	NGC4649_S213  	190.908247	+11.555142	1083	 22	  0.51	[FAB2017] NGC4649 S213
    3003	NGC4649_S214  	190.911308	+11.545940	 927	 46	  0.51	[FAB2017] NGC4649 S214
    3004	NGC4649_S215  	190.923321	+11.558147	1265	 26	  0.51	[FAB2017] NGC4649 S215
    3005	NGC4649_S216  	190.925240	+11.550037	 941	  8	  0.53	[FAB2017] NGC4649 S216
    3006	NGC4649_S217  	190.924935	+11.549130	1128	 27	  0.54	[FAB2017] NGC4649 S217
    3007	NGC4649_S218  	190.912073	+11.544764	1337	 40	  0.54	[FAB2017] NGC4649 S218
    3008	NGC4649_S219  	190.915230	+11.555139	1303	 13	  0.17	[FAB2017] NGC4649 S219
    3009	NGC4649_S220  	190.922995	+11.544826	 970	 10	  0.61	[FAB2017] NGC4649 S220
    3010	NGC4649_S221  	190.910652	+11.544330	 923	 39	  0.61	[FAB2017] NGC4649 S221
    3011	NGC4649_S222  	190.923368	+11.560789	1179	 10	  0.63	[FAB2017] NGC4649 S222
    3012	NGC4649_S223  	190.923122	+11.544386	1451	 44	  0.63	[FAB2017] NGC4649 S223
    3013	NGC4649_S224  	190.912840	+11.542577	 979	 18	  0.65	[FAB2017] NGC4649 S224
    3014	NGC4649_S225  	190.919218	+11.563266	1579	 63	  0.65	[FAB2017] NGC4649 S225
    3015	NGC4649_S226  	190.926066	+11.558308	 625	  6	  0.65	[FAB2017] NGC4649 S226
    3016	NGC4649_S227  	190.905011	+11.551653	 703	 47	  0.68	[FAB2017] NGC4649 S227
    3017	NGC4649_S228  	190.911740	+11.563010	1297	 11	  0.68	[FAB2017] NGC4649 S228
    3018	NGC4649_S229  	190.909375	+11.561721	 742	 37	  0.69	[FAB2017] NGC4649 S229
    3019	NGC4649_S230  	190.906506	+11.546010	 875	 28	  0.71	[FAB2017] NGC4649 S230
    3020	NGC4649_S231  	190.926953	+11.559918	 914	 30	  0.75	[FAB2017] NGC4649 S231
    3021	NGC4649_S232  	190.929176	+11.554596	 909	 19	  0.75	[FAB2017] NGC4649 S232
    3022	NGC4649_S233  	190.916070	+11.539548	1330	 19	  0.79	[FAB2017] NGC4649 S233
    3023	NGC4649_S234  	190.911694	+11.565295	1086	  6	  0.81	[FAB2017] NGC4649 S234
    3024	NGC4649_S235  	190.915476	+11.539077	 992	  6	  0.82	[FAB2017] NGC4649 S235
    3025	NGC4649_S236  	190.930232	+11.557021	 785	 28	  0.84	[FAB2017] NGC4649 S236
    3026	NGC4649_S237  	190.905955	+11.563472	1494	 19	  0.90	[FAB2017] NGC4649 S237
    3027	NGC4649_S238  	190.903850	+11.544230	1697	 29	  0.90	[FAB2017] NGC4649 S238
    3028	NGC4649_S239  	190.930381	+11.545569	1100	 18	  0.92	[FAB2017] NGC4649 S239
    3029	NGC4649_S240  	190.924660	+11.539005	1016	  4	  0.95	[FAB2017] NGC4649 S240
    3030	NGC4649_S241  	190.923765	+11.538516	1150	 24	  0.95	[FAB2017] NGC4649 S241
    3031	NGC4649_S242  	190.904672	+11.540940	1451	 22	  0.99	[FAB2017] NGC4649 S242
    3032	NGC4649_S243  	190.900323	+11.547675	1296	 16	  1.00	[FAB2017] NGC4649 S243
    3033	NGC4649_S244  	190.903102	+11.563460	1162	 16	  1.02	[FAB2017] NGC4649 S244
    3034	NGC4649_S245  	190.920876	+11.535967	 925	  5	  1.04	[FAB2017] NGC4649 S245
    3035	NGC4649_S246  	190.929361	+11.540827	 771	 20	  1.04	[FAB2017] NGC4649 S246
    3036	NGC4649_S247  	190.921309	+11.535218	1050	 18	  1.09	[FAB2017] NGC4649 S247
    3037	NGC4649_S248  	190.898015	+11.553110	1573	  6	  1.09	[FAB2017] NGC4649 S248
    3038	NGC4649_S249  	190.919379	+11.548735	1080	 18	  0.29	[FAB2017] NGC4649 S249
    3039	NGC4649_S250  	190.929361	+11.538942	1166	  7	  1.12	[FAB2017] NGC4649 S250
    3040	NGC4649_S251  	190.912137	+11.570944	1166	  9	  1.12	[FAB2017] NGC4649 S251
    3041	NGC4649_S252  	190.906963	+11.568996	 909	 17	  1.13	[FAB2017] NGC4649 S252
    3042	NGC4649_S253  	190.896511	+11.552206	1509	  7	  1.18	[FAB2017] NGC4649 S253
    3043	NGC4649_S254  	190.910642	+11.571614	1554	 18	  1.19	[FAB2017] NGC4649 S254
    3044	NGC4649_S255  	190.911233	+11.551417	 833	 10	  0.32	[FAB2017] NGC4649 S255
    3045	NGC4649_S256  	190.894739	+11.550781	1338	 37	  1.29	[FAB2017] NGC4649 S256
    3046	NGC4649_S257  	190.927345	+11.533789	1317	  5	  1.30	[FAB2017] NGC4649 S257
    3047	NGC4649_S258  	190.912199	+11.574605	1059	 13	  1.34	[FAB2017] NGC4649 S258
    3048	NGC4649_S259  	190.895413	+11.561272	1387	  6	  1.35	[FAB2017] NGC4649 S259
    3049	NGC4649_S260  	190.909422	+11.575511	 731	  8	  1.43	[FAB2017] NGC4649 S260
    3050	NGC4649_S261  	190.899881	+11.571098	 989	 13	  1.48	[FAB2017] NGC4649 S261
    3051	NGC4649_S262  	190.892924	+11.562687	1170	 13	  1.51	[FAB2017] NGC4649 S262
    3052	NGC4649_S263  	190.894222	+11.566339	1170	  9	  1.55	[FAB2017] NGC4649 S263
    3053	NGC4649_S264  	190.895288	+11.569726	1330	 14	  1.61	[FAB2017] NGC4649 S264
    3054	NGC4649_S265  	190.910380	+11.550754	1399	  8	  0.38	[FAB2017] NGC4649 S265
    3055	NGC4649_S266  	190.922264	+11.555807	1624	 31	  0.38	[FAB2017] NGC4649 S266
    3056	NGC4649_S267  	190.887003	+11.551661	1252	 29	  1.74	[FAB2017] NGC4649 S267
    3057	NGC4649_S268  	190.912608	+11.558319	1859	  5	  0.41	[FAB2017] NGC4649 S268
    3058	NGC4649_S269  	190.956530	+11.636220	1246	 25	  5.53	[FAB2017] NGC4649 S269
    3059	NGC4649_S270  	190.841756	+11.490229	1198	  7	  5.78	[FAB2017] NGC4649 S270
    3060	NGC4649_S271  	190.822805	+11.490730	 937	  7	  6.65	[FAB2017] NGC4649 S271
    3061	NGC4649_S272  	190.932188	+11.491229	1503	 26	  3.80	[FAB2017] NGC4649 S272
    3062	NGC4649_S273  	190.827112	+11.491350	1566	 28	  6.42	[FAB2017] NGC4649 S273
    3063	NGC4649_S274  	191.002659	+11.495305	1256	 25	  6.12	[FAB2017] NGC4649 S274
    3064	NGC4649_S275  	190.983191	+11.499163	 840	 14	  5.07	[FAB2017] NGC4649 S275
    3065	NGC4649_S276  	191.011896	+11.500892	1076	 26	  6.41	[FAB2017] NGC4649 S276
    3066	NGC4649_S277  	190.805410	+11.501181	1103	  6	  7.23	[FAB2017] NGC4649 S277
    3067	NGC4649_S278  	190.792955	+11.504516	1261	  7	  7.82	[FAB2017] NGC4649 S278
    3068	NGC4649_S279  	190.795795	+11.505297	1209	 13	  7.65	[FAB2017] NGC4649 S279
    3069	NGC4649_S280  	190.828480	+11.505739	1473	 11	  5.90	[FAB2017] NGC4649 S280
    3070	NGC4649_S281  	191.183318	+11.507016	 861	 40	 15.92	[FAB2017] NGC4649 S281
    3071	NGC4649_S282  	190.835090	+11.507490	 966	  8	  5.50	[FAB2017] NGC4649 S282
    3072	NGC4649_S283  	190.814048	+11.509617	1250	 11	  6.56	[FAB2017] NGC4649 S283
    3073	NGC4649_S284  	191.013854	+11.510453	 829	 25	  6.26	[FAB2017] NGC4649 S284
    3074	NGC4649_S285  	190.987153	+11.510570	1464	 43	  4.86	[FAB2017] NGC4649 S285
    3075	NGC4649_S286  	190.793028	+11.512079	1189	 45	  7.66	[FAB2017] NGC4649 S286
    3076	NGC4649_S287  	190.987738	+11.520158	1015	 31	  4.62	[FAB2017] NGC4649 S287
    3077	NGC4649_S288  	190.990989	+11.520028	1011	  8	  4.79	[FAB2017] NGC4649 S288
    3078	NGC4649_S289  	190.999538	+11.521809	1112	  6	  5.22	[FAB2017] NGC4649 S289
    3079	NGC4649_S290  	190.854172	+11.521634	1034	 23	  4.11	[FAB2017] NGC4649 S290
    3080	NGC4649_S291  	191.039212	+11.523532	1217	  8	  7.42	[FAB2017] NGC4649 S291
    3081	NGC4649_S292  	191.001683	+11.525775	1101	  5	  5.26	[FAB2017] NGC4649 S292
    3082	NGC4649_S293  	190.995494	+11.529212	1281	 12	  4.85	[FAB2017] NGC4649 S293
    3083	NGC4649_S294  	191.047079	+11.529895	1166	 13	  7.79	[FAB2017] NGC4649 S294
    3084	NGC4649_S295  	190.796528	+11.530954	1298	 21	  7.18	[FAB2017] NGC4649 S295
    3085	NGC4649_S296  	191.094581	+11.532830	1079	 50	 10.53	[FAB2017] NGC4649 S296
    3086	NGC4649_S297  	190.997182	+11.533190	1344	 35	  4.88	[FAB2017] NGC4649 S297
    3087	NGC4649_S298  	190.844978	+11.533868	1202	 11	  4.36	[FAB2017] NGC4649 S298
    3088	NGC4649_S299  	191.010488	+11.533928	1190	  4	  5.64	[FAB2017] NGC4649 S299
    3089	NGC4649_S300  	191.047873	+11.534812	 846	 11	  7.79	[FAB2017] NGC4649 S300
    3090	NGC4649_S301  	190.854938	+11.535928	1424	 17	  3.76	[FAB2017] NGC4649 S301
    3091	NGC4649_S302  	190.809615	+11.535986	1133	  8	  6.37	[FAB2017] NGC4649 S302
    3092	NGC4649_S303  	191.011342	+11.537364	1125	 17	  5.65	[FAB2017] NGC4649 S303
    3093	NGC4649_S304  	191.037508	+11.541115	1336	 38	  7.14	[FAB2017] NGC4649 S304
    3094	NGC4649_S305  	191.002462	+11.541932	 987	  3	  5.09	[FAB2017] NGC4649 S305
    3095	NGC4649_S306  	191.052744	+11.543493	1353	 12	  8.02	[FAB2017] NGC4649 S306
    3096	NGC4649_S307  	191.002393	+11.544048	1037	 22	  5.07	[FAB2017] NGC4649 S307
    3097	NGC4649_S308  	190.783530	+11.544374	1249	 20	  7.84	[FAB2017] NGC4649 S308
    3098	NGC4649_S309  	191.045129	+11.546215	 517	 25	  7.57	[FAB2017] NGC4649 S309
    3099	NGC4649_S310  	190.791904	+11.546670	1200	  8	  7.34	[FAB2017] NGC4649 S310
    3100	NGC4649_S311  	190.864262	+11.549871	1019	 11	  3.08	[FAB2017] NGC4649 S311
    3101	NGC4649_S312  	190.906332	+11.550958	1149	 24	  0.61	[FAB2017] NGC4649 S312
    3102	NGC4649_S313  	190.778044	+11.551642	1295	 12	  8.14	[FAB2017] NGC4649 S313
    3103	NGC4649_S314  	191.000724	+11.552512	 637	 13	  4.95	[FAB2017] NGC4649 S314
    3104	NGC4649_S315  	191.015916	+11.555071	 786	  7	  5.84	[FAB2017] NGC4649 S315
    3105	NGC4649_S316  	191.040079	+11.556607	 994	 11	  7.26	[FAB2017] NGC4649 S316
    3106	NGC4649_S317  	190.801076	+11.562528	1088	  7	  6.81	[FAB2017] NGC4649 S317
    3107	NGC4649_S318  	190.919548	+11.564285	 675	 55	  0.72	[FAB2017] NGC4649 S318
    3108	NGC4649_S319  	190.745316	+11.564458	1396	 55	 10.09	[FAB2017] NGC4649 S319
    3109	NGC4649_S320  	191.051198	+11.565872	1275	 12	  7.95	[FAB2017] NGC4649 S320
    3110	NGC4649_S321  	190.767372	+11.566071	1053	  9	  8.81	[FAB2017] NGC4649 S321
    3111	NGC4649_S322  	190.825696	+11.566230	 702	  8	  5.40	[FAB2017] NGC4649 S322
    3112	NGC4649_S323  	190.815019	+11.568224	1046	 13	  6.04	[FAB2017] NGC4649 S323
    3113	NGC4649_S324  	190.868555	+11.568845	 577	  5	  2.98	[FAB2017] NGC4649 S324
    3114	NGC4649_S325  	190.805793	+11.570399	 974	 19	  6.60	[FAB2017] NGC4649 S325
    3115	NGC4649_S326  	190.731495	+11.569970	1110	 40	 10.93	[FAB2017] NGC4649 S326
    3116	NGC4649_S327  	190.782570	+11.570894	1117	  8	  7.95	[FAB2017] NGC4649 S327
    3117	NGC4649_S328  	190.809384	+11.572253	1424	  8	  6.41	[FAB2017] NGC4649 S328
    3118	NGC4649_S329  	191.027147	+11.572204	1123	 12	  6.60	[FAB2017] NGC4649 S329
    3119	NGC4649_S330  	190.773923	+11.573046	1374	  6	  8.47	[FAB2017] NGC4649 S330
    3120	NGC4649_S331  	191.042168	+11.573495	 658	  8	  7.49	[FAB2017] NGC4649 S331
    3121	NGC4649_S332  	190.995437	+11.579127	1245	 23	  4.90	[FAB2017] NGC4649 S332
    3122	NGC4649_S333  	191.007079	+11.581354	 993	 15	  5.59	[FAB2017] NGC4649 S333
    3123	NGC4649_S334  	190.997005	+11.581776	1428	 13	  5.04	[FAB2017] NGC4649 S334
    3124	NGC4649_S335  	190.853979	+11.586290	 834	 12	  4.19	[FAB2017] NGC4649 S335
    3125	NGC4649_S336  	190.846720	+11.589362	1134	 11	  4.66	[FAB2017] NGC4649 S336
    3126	NGC4649_S337  	190.822644	+11.591377	 821	  5	  5.99	[FAB2017] NGC4649 S337
    3127	NGC4649_S338  	190.773301	+11.592527	1252	 15	  8.75	[FAB2017] NGC4649 S338
    3128	NGC4649_S339  	191.017807	+11.593969	 913	  9	  6.45	[FAB2017] NGC4649 S339
    3129	NGC4649_S340  	190.840115	+11.597274	1075	 10	  5.23	[FAB2017] NGC4649 S340
    3130	NGC4649_S341  	190.735398	+11.596725	 843	 28	 10.97	[FAB2017] NGC4649 S341
    3131	NGC4649_S342  	190.761333	+11.602902	1452	 25	  9.61	[FAB2017] NGC4649 S342
    3132	NGC4649_S343  	190.816504	+11.604104	 948	 18	  6.64	[FAB2017] NGC4649 S343
    3133	NGC4649_S344  	190.976729	+11.605806	1295	 17	  4.76	[FAB2017] NGC4649 S344
    3134	NGC4649_S345  	190.832938	+11.605376	1038	 50	  5.84	[FAB2017] NGC4649 S345
    3135	NGC4649_S346  	190.834720	+11.607428	 877	 18	  5.82	[FAB2017] NGC4649 S346
    3136	NGC4649_S347  	191.013156	+11.610243	 771	 14	  6.65	[FAB2017] NGC4649 S347
    3137	NGC4649_S348  	190.796322	+11.612566	1413	 11	  7.93	[FAB2017] NGC4649 S348
