#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T06:06:54 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T06:06:54	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/ApJS/219/4/galaxies&-out=Name,PA,e_PA,Ell,e_Ell,Flag,_RA,_DE&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22190004
#Name: J/ApJS/219/4
#Title: S4G pipeline 4: multi-component decompositions (Salo+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	creator=Salo H.	    First author or institution
#INFO	cites=bibcode:2015ApJS..219....4S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/219/4	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22190004	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-06-28	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_ApJS_219_4_galaxies:
#Name: J/ApJS/219/4/galaxies
#Title: Parameters of the galaxies;  center, outer orientation, sky background; and 1-component Sersic fits
#Column	Name	(a10)	Galaxy name (IDE)	[ucd=meta.id;meta.main]
#Column	PA	(F5.1)	[0.2/180]? Outer isophote position angle	[ucd=pos.posAng]
#Column	e_PA	(F4.1)	[0/63]? Standard deviation in PA	[ucd=stat.error]
#Column	Ell	(F6.3)	[0.008/1]? Outer isophote ellipticity	[ucd=src.ellipticity]
#Column	e_Ell	(F6.3)	[0/0.3]? Standard deviation in Ell	[ucd=stat.error]
#Column	Flag	(A2)	[ok uz] Uncertainty flag (1)	[ucd=meta.code.error]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
Name	PA	e_PA	Ell	e_Ell	Flag	_RA	_DE
NGC3629   	 25.1	 3.9	 0.222	 0.041	ok	170.13257	+26.96341
NGC3631   	112.9	 8.2	 0.161	 0.024	ok	170.26227	+53.16943
NGC3633   	 71.6	 0.3	 0.627	 0.009	ok	170.10922	+03.58549
NGC3637   	138.1	 4.0	 0.109	 0.007	ok	170.16489	-10.25736
NGC3642   	 98.0	29.1	 0.094	 0.053	ok	170.57506	+59.07424
NGC3648   	 63.8	 2.7	 0.256	 0.011	ok	170.63120	+39.87697
NGC3652   	152.4	 1.2	 0.605	 0.017	ok	170.66273	+37.76504
NGC3654   	 27.7	 4.0	 0.393	 0.013	ok	171.04469	+69.41309
NGC3655   	 79.7	23.0	 0.083	 0.044	ok	170.72752	+16.59017
NGC3659   	 55.3	 2.0	 0.399	 0.025	ok	170.93957	+17.81857
NGC3664   	 87.1	 3.2	 0.222	 0.029	ok	171.10107	+03.32499
NGC3666   	 97.5	 0.5	 0.699	 0.007	ok	171.10867	+11.34201
NGC3669   	154.9	 0.3	 0.877	 0.008	z 	171.36172	+57.72116
NGC3672   	  7.8	 1.8	 0.612	 0.014	ok	171.26032	-09.79540
NGC3673   	 76.7	 4.4	 0.393	 0.025	ok	171.30212	-26.73667
NGC3675   	  0.5	 0.6	 0.567	 0.008	u 	171.53577	+43.58592
NGC3681   	123.5	 9.3	 0.105	 0.071	ok	171.62417	+16.86322
NGC3682   	 91.9	 1.4	 0.355	 0.022	ok	171.92166	+66.58978
NGC3683   	127.5	 0.2	 0.761	 0.012	u 	171.88287	+56.87671
NGC3683A  	 64.7	 5.6	 0.328	 0.028	ok	172.29886	+57.13218
NGC3684   	120.1	 3.7	 0.322	 0.018	ok	171.79655	+17.03031
NGC3686   	 19.5	14.9	 0.183	 0.057	ok	171.93309	+17.22406
NGC3687   	 42.0	57.3	 0.049	 0.040	ok	172.00237	+29.51104
NGC3689   	 90.9	 3.0	 0.381	 0.015	ok	172.04585	+25.66104
NGC3691   	 21.6	 4.4	 0.243	 0.032	ok	172.03923	+16.92047
NGC3692   	 93.9	 0.4	 0.751	 0.005	u 	172.10022	+09.40775
NGC3701   	142.8	 0.8	 0.489	 0.020	ok	172.37042	+24.09350
NGC3705   	118.5	 1.2	 0.473	 0.025	ok	172.53107	+09.27663
NGC3712   	156.8	 0.6	 0.801	 0.010	u 	172.78875	+28.56667
NGC3715   	138.0	16.3	 0.170	 0.067	ok	172.88472	-14.23132
NGC3718   	  7.6	 1.3	 0.615	 0.009	ok	173.14558	+53.06783
NGC3726   	 18.1	 0.6	 0.371	 0.006	ok	173.33822	+47.02909
NGC3729   	172.3	 2.2	 0.289	 0.007	ok	173.45550	+53.12550
NGC3730   	 79.2	10.5	 0.091	 0.027	ok	173.65637	-09.64655
NGC3733   	169.4	 2.0	 0.682	 0.014	ok	173.75659	+54.85052
NGC3735   	129.2	 0.6	 0.770	 0.006	u 	173.98886	+70.53559
NGC3738   	158.0	 4.0	 0.239	 0.017	ok	173.94625	+54.52556
NGC3752   	154.6	 1.2	 0.393	 0.033	ok	173.13415	+74.62756
NGC3755   	129.3	 0.4	 0.636	 0.005	ok	174.13901	+36.41030
NGC3756   	179.1	 0.7	 0.488	 0.008	ok	174.19989	+54.29368
NGC3757   	143.2	 4.8	 0.182	 0.026	ok	174.26177	+58.41565
NGC3769   	149.4	 0.1	 0.682	 0.003	ok	174.43377	+47.89309
NGC3773   	168.3	 3.3	 0.187	 0.023	ok	174.55403	+12.11192
NGC3779   	 94.3	 1.1	 0.620	 0.013	u 	174.71312	-10.58389
NGC3780   	 81.9	 1.7	 0.232	 0.011	ok	174.84322	+56.27072
NGC3782   	  2.0	 9.1	 0.173	 0.075	ok	174.83617	+46.51339
NGC3786   	 70.9	 0.5	 0.453	 0.027	ok	174.92697	+31.90936
NGC3788   	175.8	 1.2	 0.762	 0.010	ok	174.93582	+31.93131
NGC3794   	124.8	19.5	 0.415	 0.047	ok	175.22607	+56.20225
NGC3795   	 54.4	 0.3	 0.721	 0.006	ok	175.02850	+58.61316
NGC3795A  	 76.2	 5.8	 0.177	 0.045	ok	174.83979	+58.26844
NGC3810   	 25.7	 4.7	 0.259	 0.021	ok	175.24474	+11.47113
NGC3813   	 83.1	 1.6	 0.628	 0.022	ok	175.32773	+36.54670
NGC3835   	 58.5	 0.4	 0.661	 0.009	ok	176.02031	+60.11968
NGC3846A  	 38.4	 2.8	 0.354	 0.025	u 	176.06155	+55.03505
NGC3850   	122.7	 1.5	 0.534	 0.031	ok	176.39750	+55.88664
NGC3870   	 22.9	 1.5	 0.280	 0.005	ok	176.48597	+50.19991
NGC3876   	100.8	 3.4	 0.407	 0.025	ok	176.36099	+09.16074
NGC3877   	 34.7	 0.3	 0.793	 0.001	ok	176.53242	+47.49450
NGC3879   	130.8	 0.9	 0.701	 0.023	ok	176.70585	+69.38366
NGC3885   	120.4	 1.6	 0.567	 0.032	ok	176.69379	-27.92218
NGC3887   	 21.9	10.1	 0.161	 0.045	ok	176.76901	-16.85464
NGC3888   	121.2	 5.9	 0.254	 0.020	ok	176.89305	+55.96726
NGC3892   	 99.7	16.2	 0.041	 0.020	ok	177.00417	-10.96200
NGC3893   	171.7	 3.9	 0.368	 0.016	ok	177.15920	+48.71079
NGC3896   	121.5	 4.8	 0.290	 0.033	ok	177.23492	+48.67466
NGC3898   	108.0	 0.2	 0.432	 0.009	u 	177.31404	+56.08435
NGC3900   	  2.2	 0.9	 0.462	 0.015	u 	177.28931	+27.02207
NGC3901   	164.5	 3.5	 0.498	 0.021	ok	175.70758	+77.37257
NGC3904   	 40.3	 6.1	 0.137	 0.027	ok	177.30502	-29.27669
NGC3906   	 28.1	 1.9	 0.131	 0.010	ok	177.41873	+48.42596
NGC3912   	  5.0	 2.0	 0.502	 0.026	ok	177.51854	+26.47900
NGC3913   	 76.9	27.9	 0.088	 0.041	ok	177.66220	+55.35387
NGC3917   	 77.5	 0.6	 0.723	 0.008	ok	177.68953	+51.82421
NGC3922   	 40.1	 0.5	 0.613	 0.008	ok	177.80611	+50.15675
NGC3928   	 30.9	 7.2	 0.100	 0.032	ok	177.94868	+48.68314
NGC3930   	 33.8	 1.6	 0.389	 0.023	ok	177.94177	+38.01513
NGC3931   	161.5	 8.3	 0.184	 0.038	ok	177.80586	+52.00091
NGC3936   	 64.2	 0.5	 0.839	 0.001	ok	178.08580	-26.90589
NGC3938   	 26.0	 5.4	 0.066	 0.014	ok	178.20605	+44.12073
NGC3941   	  8.5	 0.3	 0.368	 0.003	ok	178.23067	+36.98638
NGC3949   	121.8	 1.2	 0.397	 0.006	ok	178.42395	+47.85878
NGC3952   	 81.1	 0.7	 0.647	 0.008	ok	178.41934	-03.99652
NGC3953   	 14.0	 0.4	 0.475	 0.002	ok	178.45428	+52.32654
NGC3955   	166.2	 0.8	 0.654	 0.002	ok	178.48808	-23.16427
NGC3956   	 63.6	 1.1	 0.686	 0.016	ok	178.50287	-20.56733
NGC3962   	178.5	 2.7	 0.197	 0.116	ok	178.66710	-13.97499
NGC3972   	116.7	 0.7	 0.705	 0.005	ok	178.93799	+55.32067
NGC3976   	 57.6	 1.4	 0.682	 0.025	ok	178.98874	+06.74944
NGC3981   	 14.8	 1.0	 0.593	 0.072	u 	179.03102	-19.89618
NGC3982   	 22.8	14.5	 0.121	 0.040	ok	179.11737	+55.12536
NGC3985   	 75.2	 4.2	 0.224	 0.038	ok	179.17545	+48.33396
NGC3992   	 70.1	 3.4	 0.428	 0.025	ok	179.39993	+53.37452
NGC3998   	135.0	 2.7	 0.191	 0.019	ok	179.48389	+55.45359
NGC4010   	 66.7	 0.2	 0.902	 0.007	z 	179.65830	+47.26131
NGC4013   	 65.1	 0.0	 0.818	 0.002	z 	179.63090	+43.94702
NGC4020   	 22.1	 1.0	 0.545	 0.009	ok	179.73723	+30.41362
NGC4027   	170.8	 2.3	 0.190	 0.014	ok	179.87570	-19.26517
NGC4030   	 29.6	 7.9	 0.223	 0.028	ok	180.09851	-01.09996
NGC4032   	 31.5	42.8	 0.042	 0.023	ok	180.13673	+20.07390
NGC4034   	 16.2	24.3	 0.302	 0.087	ok	180.37347	+69.32392
NGC4035   	 26.0	 4.5	 0.132	 0.038	ok	180.12172	-15.94844
NGC4037   	161.8	 5.5	 0.146	 0.024	ok	180.34870	+13.40115
NGC4038   	147.0	12.6	 0.151	 0.000	u 	180.47084	-18.86759
NGC4039   	 92.2	 1.8	 0.215	 0.013	u 	180.47375	-18.88556
NGC4041   	 41.3	25.9	 0.082	 0.033	ok	180.55072	+62.13729
NGC4045   	 87.9	 2.5	 0.336	 0.021	ok	180.67609	+01.97677
NGC4049   	 45.6	 9.1	 0.328	 0.023	ok	180.72607	+18.75136
NGC4050   	 91.6	 2.0	 0.339	 0.013	ok	180.72482	-16.37360
NGC4051   	122.3	 2.3	 0.138	 0.009	ok	180.79036	+44.53126
NGC4062   	 99.2	 0.5	 0.603	 0.006	ok	181.01597	+31.89581
NGC4064   	148.9	 0.9	 0.530	 0.010	ok	181.04663	+18.44345
NGC4067   	 44.2	 3.7	 0.256	 0.019	ok	181.04816	+10.85435
NGC4068   	 34.2	 3.1	 0.340	 0.043	u 	181.00937	+52.58861
NGC4080   	120.0	 0.4	 0.484	 0.007	ok	181.21585	+26.99262
NGC4081   	133.0	 0.5	 0.780	 0.004	z 	181.14139	+64.43678
NGC4085   	 75.3	 0.3	 0.742	 0.006	ok	181.34460	+50.35275
NGC4088   	 53.2	 0.4	 0.640	 0.005	ok	181.39245	+50.53903
NGC4094   	 63.9	 0.9	 0.624	 0.010	ok	181.47487	-14.52646
NGC4096   	 19.7	 0.2	 0.725	 0.009	ok	181.50484	+47.47836
NGC4100   	164.3	 1.4	 0.672	 0.006	ok	181.53584	+49.58231
NGC4102   	 39.7	 1.2	 0.450	 0.022	ok	181.59631	+52.71095
NGC4105   	150.4	 6.2	 0.206	 0.021	ok	181.66986	-29.76018
NGC4106   	101.1	 0.0	 0.194	 0.000	u 	181.68625	-29.76833
NGC4108   	 94.7	 4.8	 0.173	 0.032	ok	181.68587	+67.16322
NGC4108B  	152.0	15.8	 0.147	 0.011	ok	181.79765	+67.23517
NGC4111   	150.4	 0.2	 0.769	 0.003	z 	181.76303	+43.06539
NGC4116   	144.9	 3.1	 0.443	 0.020	ok	181.90482	+02.69044
NGC4117   	 21.4	 0.8	 0.547	 0.004	u 	181.94203	+43.12646
NGC4120   	168.0	 0.2	 0.707	 0.013	ok	182.12918	+69.54485
NGC4123   	122.7	 3.7	 0.317	 0.023	ok	182.04617	+02.87831
NGC4127   	139.6	 2.4	 0.481	 0.020	ok	182.10988	+76.80400
NGC4129   	 92.5	 0.2	 0.790	 0.005	ok	182.22166	-09.03647
NGC4133   	134.3	 2.2	 0.353	 0.024	ok	182.20801	+74.90429
NGC4136   	 44.6	 0.8	 0.111	 0.000	ok	182.32376	+29.92759
NGC4138   	149.7	 1.5	 0.436	 0.020	ok	182.37412	+43.68532
NGC4141   	 75.6	 5.0	 0.257	 0.083	ok	182.44710	+58.84927
NGC4142   	176.2	 1.2	 0.428	 0.039	ok	182.37633	+53.10422
NGC4144   	102.3	 0.4	 0.769	 0.011	u 	182.49417	+46.45718
NGC4145   	 97.0	 0.9	 0.419	 0.021	ok	182.50635	+39.88386
NGC4151   	143.7	 1.3	 0.250	 0.011	ok	182.63572	+39.40580
NGC4152   	123.9	 3.9	 0.230	 0.016	ok	182.65630	+16.03293
NGC4157   	 62.6	 0.4	 0.875	 0.001	ok	182.76819	+50.48468
NGC4158   	 67.5	 1.1	 0.239	 0.016	ok	182.79236	+20.17577
NGC4159   	 33.6	 0.8	 0.654	 0.005	ok	182.72348	+76.12583
NGC4162   	169.3	 2.6	 0.364	 0.024	ok	182.96861	+24.12368
NGC4163   	 10.6	 2.6	 0.296	 0.034	ok	183.03762	+36.16808
NGC4165   	169.8	 2.9	 0.335	 0.037	ok	183.04922	+13.24645
NGC4173   	134.4	 1.9	 0.867	 0.015	z 	183.08479	+29.21158
NGC4178   	 31.9	 0.6	 0.719	 0.002	ok	183.19351	+10.86600
NGC4180   	 22.8	 0.3	 0.609	 0.006	ok	183.26272	+07.03879
NGC4183   	166.1	 0.1	 0.850	 0.003	z 	183.32025	+43.69827
NGC4189   	 71.7	 2.8	 0.219	 0.017	ok	183.44699	+13.42485
NGC4190   	 81.3	 3.9	 0.247	 0.055	ok	183.43399	+36.63127
NGC4192   	156.3	 0.7	 0.691	 0.022	ok	183.45122	+14.90047
NGC4193   	 88.8	 0.5	 0.542	 0.008	ok	183.47328	+13.17291
NGC4194   	178.5	 3.7	 0.209	 0.034	u 	183.53989	+54.52667
NGC4197   	 37.5	 1.9	 0.669	 0.029	u 	183.66043	+05.80572
NGC4203   	177.9	13.2	 0.110	 0.018	ok	183.77093	+33.19724
NGC4204   	173.6	26.0	 0.091	 0.061	ok	183.80983	+20.65908
NGC4205   	 30.0	 0.1	 0.827	 0.012	z 	183.73160	+63.78276
NGC4206   	  1.2	 0.1	 0.806	 0.002	z 	183.82031	+13.02384
NGC4207   	121.3	 0.0	 0.772	 0.004	z 	183.87682	+09.58494
NGC4210   	 93.1	 4.5	 0.256	 0.033	ok	183.81619	+65.98544
NGC4212   	 74.8	 1.8	 0.346	 0.010	ok	183.91406	+13.90147
NGC4214   	132.6	 7.6	 0.077	 0.034	u 	183.91322	+36.32689
NGC4216   	 20.4	 0.2	 0.819	 0.008	ok	183.97685	+13.14940
NGC4217   	 49.0	 0.0	 0.854	 0.004	z 	183.96208	+47.09179
NGC4220   	139.3	 0.7	 0.697	 0.008	ok	184.04889	+47.88335
NGC4222   	 57.2	 0.0	 0.881	 0.001	z 	184.09384	+13.30707
NGC4224   	 54.7	 0.6	 0.595	 0.015	ok	184.14067	+07.46212
NGC4234   	 50.6	 5.3	 0.195	 0.031	ok	184.28754	+03.68236
NGC4235   	 48.8	 1.4	 0.691	 0.023	u 	184.29130	+07.19166
NGC4236   	161.5	 0.6	 0.719	 0.005	ok	184.17549	+69.46257
NGC4237   	105.6	 1.2	 0.379	 0.010	ok	184.29756	+15.32395
NGC4238   	 35.4	 0.7	 0.678	 0.011	ok	184.23237	+63.40996
NGC4242   	 29.4	 2.4	 0.302	 0.013	ok	184.37572	+45.61929
NGC4244   	 46.5	 0.2	 0.843	 0.007	z 	184.37358	+37.80711
NGC4245   	  0.2	 2.5	 0.164	 0.009	ok	184.40326	+29.60800
NGC4248   	110.3	 0.5	 0.532	 0.037	ok	184.45793	+47.40916
NGC4250   	 99.0	42.2	 0.123	 0.139	ok	184.35959	+70.80261
NGC4252   	 48.4	 2.7	 0.635	 0.059	z 	184.62889	+05.55957
NGC4254   	 76.6	 5.9	 0.203	 0.015	ok	184.70677	+14.41649
NGC4256   	 41.6	 0.1	 0.821	 0.005	ok	184.67932	+65.89808
NGC4258   	140.5	 0.6	 0.747	 0.008	u 	184.74008	+47.30372
NGC4260   	 57.5	 1.5	 0.613	 0.063	ok	184.84270	+06.09880
NGC4262   	158.1	 4.3	 0.090	 0.011	ok	184.87742	+14.87772
NGC4267   	118.5	52.2	 0.021	 0.024	ok	184.93867	+12.79836
NGC4268   	 44.2	 0.9	 0.514	 0.007	u 	184.94676	+05.28365
NGC4273   	  7.1	 3.0	 0.388	 0.018	ok	184.98360	+05.34337
NGC4274   	101.2	 0.1	 0.661	 0.005	ok	184.96110	+29.61470
NGC4276   	 12.2	 3.8	 0.186	 0.022	ok	185.03123	+07.69199
NGC4278   	 41.9	 5.0	 0.159	 0.028	ok	185.02844	+29.28075
NGC4283   	 80.7	23.6	 0.073	 0.024	ok	185.08661	+29.31090
NGC4286   	152.7	 3.2	 0.382	 0.036	ok	185.17538	+29.34596
NGC4287   	 74.7	 1.1	 0.617	 0.008	ok	185.20189	+05.63971
NGC4288   	138.7	 4.5	 0.161	 0.016	ok	185.15883	+46.29102
NGC4289   	  0.7	 1.0	 0.741	 0.012	z 	185.25960	+03.72196
NGC4293   	 64.0	 0.5	 0.532	 0.010	ok	185.30371	+18.38240
NGC4294   	154.6	 0.6	 0.561	 0.006	ok	185.32411	+11.51111
NGC4298   	131.1	 1.6	 0.424	 0.007	ok	185.38662	+14.60605
NGC4299   	 87.8	 9.2	 0.058	 0.027	ok	185.41750	+11.50269
NGC4302   	178.9	 0.1	 0.888	 0.002	z 	185.42699	+14.59776
NGC4303   	143.6	 1.8	 0.109	 0.019	ok	185.47896	+04.47359
NGC4303A  	 12.5	 3.8	 0.226	 0.039	ok	185.61352	+04.56630
NGC4307   	 23.2	 0.1	 0.828	 0.002	z 	185.52344	+09.04355
NGC4309   	 93.0	 1.2	 0.456	 0.021	ok	185.55145	+07.14439
NGC4310   	158.0	 0.3	 0.543	 0.009	u 	185.60950	+29.20867
NGC4312   	170.2	 0.1	 0.732	 0.002	ok	185.63066	+15.53792
NGC4313   	141.3	 0.1	 0.768	 0.004	ok	185.66058	+11.80087
NGC4314   	 51.6	 4.3	 0.063	 0.000	ok	185.63324	+29.89530
NGC4316   	111.6	 0.1	 0.854	 0.004	z 	185.67592	+09.33281
NGC4319   	150.3	 5.3	 0.214	 0.014	u 	185.43269	+75.32262
NGC4321   	158.2	 4.5	 0.177	 0.011	ok	185.72875	+15.82238
NGC4324   	 55.5	 0.9	 0.564	 0.002	ok	185.77572	+05.25049
NGC4330   	 59.2	 0.2	 0.869	 0.002	z 	185.82187	+11.36798
NGC4331   	178.0	 0.7	 0.796	 0.006	ok	185.64933	+76.17331
NGC4336   	162.4	 1.6	 0.410	 0.014	ok	185.87430	+19.42703
NGC4343   	130.0	 0.6	 0.650	 0.003	u 	185.91121	+06.95394
NGC4344   	 56.6	 6.0	 0.121	 0.041	ok	185.90646	+17.54067
NGC4346   	 99.0	 0.3	 0.622	 0.001	ok	185.86642	+46.99388
NGC4348   	 35.8	 0.3	 0.771	 0.008	u 	185.97484	-03.44291
NGC4351   	 61.8	 2.0	 0.328	 0.012	ok	186.00650	+12.20502
NGC4353   	 68.6	 0.7	 0.372	 0.016	ok	186.00071	+07.78503
NGC4355   	 62.5	 0.6	 0.498	 0.012	ok	186.72762	-00.87764
NGC4356   	 39.9	 0.1	 0.865	 0.002	z 	186.06056	+08.53580
NGC4359   	110.2	 0.2	 0.793	 0.006	z 	186.04608	+31.52161
NGC4369   	101.2	28.9	 0.025	 0.009	ok	186.15085	+39.38298
NGC4370   	 78.5	 1.3	 0.389	 0.010	u 	186.22888	+07.44457
NGC4371   	 88.1	 0.5	 0.484	 0.011	ok	186.23096	+11.70429
NGC4374   	140.9	10.1	 0.045	 0.018	u 	186.26560	+12.88698
NGC4376   	157.7	 2.7	 0.331	 0.066	ok	186.32525	+05.74114
NGC4378   	170.8	 5.0	 0.155	 0.045	ok	186.32532	+04.92502
NGC4380   	157.2	 0.7	 0.450	 0.007	ok	186.34241	+10.01671
NGC4383   	  8.3	 0.3	 0.286	 0.007	ok	186.35632	+16.47001
NGC4384   	 82.6	 5.2	 0.217	 0.073	ok	186.30005	+54.50613
NGC4385   	 77.5	 3.0	 0.410	 0.023	ok	186.42839	+00.57259
NGC4388   	 91.0	 0.3	 0.723	 0.006	u 	186.44508	+12.66207
NGC4389   	 96.3	 1.6	 0.356	 0.011	ok	186.39419	+45.68523
NGC4390   	 87.4	 6.7	 0.236	 0.064	ok	186.46121	+10.45898
NGC4393   	 20.2	 6.0	 0.471	 0.074	ok	186.46417	+27.56111
NGC4394   	109.8	 3.7	 0.137	 0.000	ok	186.48177	+18.21392
NGC4395   	135.2	 1.4	 0.216	 0.013	ok	186.45384	+33.54675
NGC4396   	126.1	 0.9	 0.741	 0.005	u 	186.49501	+15.67147
NGC4402   	 87.9	 0.0	 0.854	 0.003	u 	186.53152	+13.11279
NGC4405   	 18.9	 1.8	 0.239	 0.010	ok	186.52965	+16.18085
NGC4406   	119.3	 2.8	 0.256	 0.013	u 	186.54922	+12.94597
NGC4409   	  9.4	 1.4	 0.513	 0.032	ok	186.74365	+02.49436
NGC4411A  	115.2	29.0	 0.156	 0.075	ok	186.62558	+08.87164
NGC4411B  	 77.0	10.0	 0.170	 0.034	ok	186.69673	+08.88457
NGC4412   	 57.4	39.6	 0.044	 0.034	ok	186.65042	+03.96464
NGC4413   	 69.3	 2.5	 0.288	 0.022	ok	186.63442	+12.61086
NGC4414   	159.6	 1.2	 0.458	 0.011	ok	186.61287	+31.22354
NGC4416   	 88.3	 4.5	 0.138	 0.040	ok	186.69467	+07.91883
NGC4419   	131.8	 0.4	 0.679	 0.001	ok	186.73514	+15.04742
NGC4423   	 19.0	 0.5	 0.780	 0.009	z 	186.78738	+05.88022
NGC4424   	 85.2	 0.8	 0.446	 0.001	ok	186.79826	+09.42052
NGC4428   	 74.9	 1.8	 0.438	 0.012	ok	186.86793	-08.16789
NGC4430   	 74.1	13.1	 0.149	 0.057	ok	186.85992	+06.26264
NGC4434   	 54.0	13.3	 0.058	 0.009	ok	186.90283	+08.15431
NGC4437   	 82.4	 0.1	 0.885	 0.001	z 	188.18994	+00.11504
NGC4438   	 25.6	 1.0	 0.636	 0.024	u 	186.94022	+13.00859
NGC4442   	 85.5	 0.7	 0.604	 0.011	ok	187.01622	+09.80362
NGC4445   	104.1	 0.0	 0.822	 0.001	z 	187.06640	+09.43630
NGC4448   	 92.0	 0.2	 0.678	 0.007	ok	187.06428	+28.62030
NGC4449   	 71.0	 5.7	 0.294	 0.018	ok	187.04632	+44.09356
NGC4450   	173.5	 0.5	 0.304	 0.008	ok	187.12347	+17.08495
NGC4451   	160.5	 3.3	 0.298	 0.035	ok	187.16899	+09.25892
NGC4454   	 25.9	25.2	 0.047	 0.022	ok	187.21144	-01.93914
NGC4455   	 16.1	 0.6	 0.609	 0.010	ok	187.18383	+22.82150
NGC4457   	 66.4	 2.6	 0.071	 0.007	ok	187.24588	+03.57061
NGC4460   	 39.5	 0.2	 0.726	 0.006	ok	187.18982	+44.86424
NGC4461   	  9.1	 0.2	 0.628	 0.005	ok	187.26254	+13.18386
NGC4462   	120.0	 1.2	 0.551	 0.022	ok	187.33790	-23.16662
NGC4470   	  0.7	 2.1	 0.301	 0.021	ok	187.40750	+07.82406
NGC4472   	153.2	 1.2	 0.286	 0.017	ok	187.44499	+08.00041
NGC4480   	176.1	 0.6	 0.480	 0.010	ok	187.61159	+04.24647
NGC4485   	165.7	 3.6	 0.288	 0.025	ok	187.62964	+41.70117
NGC4487   	 75.3	 0.9	 0.375	 0.011	ok	187.76858	-08.05391
NGC4488   	  0.2	 1.3	 0.716	 0.018	u 	187.71416	+08.36013
NGC4489   	153.4	17.4	 0.091	 0.029	ok	187.71767	+16.75870
NGC4490   	120.8	 2.6	 0.539	 0.019	u 	187.65153	+41.64363
NGC4491   	146.1	 0.7	 0.485	 0.012	ok	187.73805	+11.48355
NGC4492   	 27.9	 8.1	 0.100	 0.021	ok	187.74896	+08.07791
NGC4494   	178.5	20.8	 0.076	 0.028	ok	187.85014	+25.77498
NGC4496A  	 62.4	 2.7	 0.126	 0.011	ok	187.91336	+03.93947
NGC4498   	138.2	 1.6	 0.387	 0.038	ok	187.91485	+16.85282
NGC4501   	142.6	 0.5	 0.494	 0.001	ok	187.99673	+14.42041
NGC4502   	 40.0	 1.8	 0.460	 0.015	ok	188.01397	+16.68771
NGC4503   	  4.2	 0.6	 0.546	 0.028	ok	188.02580	+11.17643
NGC4504   	141.7	 2.0	 0.395	 0.008	ok	188.07272	-07.56343
NGC4506   	104.4	 5.6	 0.224	 0.025	ok	188.04369	+13.41966
NGC4517A  	 23.8	 3.9	 0.361	 0.018	ok	188.11717	+00.38975
NGC4519   	146.8	 2.6	 0.222	 0.020	ok	188.37616	+08.65446
NGC4522   	 34.2	 1.0	 0.738	 0.005	ok	188.41524	+09.17487
NGC4523   	 28.6	19.7	 0.149	 0.042	ok	188.44997	+15.16830
NGC4525   	 53.2	 2.2	 0.452	 0.021	ok	188.46330	+30.27752
NGC4527   	 66.9	 0.8	 0.725	 0.004	u 	188.53540	+02.65381
NGC4528   	  6.0	 0.4	 0.421	 0.007	ok	188.52502	+11.32192
NGC4531   	154.5	 1.2	 0.334	 0.025	ok	188.56602	+13.07553
NGC4532   	156.6	 0.1	 0.505	 0.009	ok	188.58054	+06.46770
NGC4533   	161.6	 0.6	 0.743	 0.004	z 	188.59175	+02.32533
NGC4534   	113.8	 5.7	 0.189	 0.019	ok	188.52255	+35.51835
NGC4535   	 22.8	30.4	 0.098	 0.045	ok	188.58462	+08.19776
NGC4536   	125.5	 0.8	 0.565	 0.013	ok	188.61304	+02.18788
NGC4539   	 93.1	 1.4	 0.615	 0.015	ok	188.64484	+18.20258
NGC4540   	 56.0	33.4	 0.049	 0.031	ok	188.71195	+15.55145
NGC4544   	163.6	 0.2	 0.772	 0.002	z 	188.90252	+03.03453
NGC4545   	  7.6	 1.3	 0.417	 0.017	ok	188.64256	+63.52506
NGC4546   	 83.3	 1.7	 0.426	 0.013	u 	188.87294	-03.79323
NGC4548   	149.2	 0.6	 0.223	 0.004	ok	188.86012	+14.49632
NGC4550   	178.5	 1.0	 0.595	 0.007	z 	188.87755	+12.22096
NGC4559   	143.2	 2.4	 0.547	 0.014	ok	188.99037	+27.95976
