#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T11:47:57 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T11:47:57	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/ApJ/834/57/table1&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18340057
#Name: J/ApJ/834/57
#Title: Milky Way molecular clouds from ^12^CO (Miville-Deschenes+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/apj/834/57	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/834/57	    IVOID of underlying data collection
#INFO	creator=Miville-Deschenes M.-A.	    First author or institution
#INFO	cites=bibcode:2017ApJ...834...57M	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/834/57	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18340057	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-08-29	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	J_ApJ_834_57_table1:
#Name: J/ApJ/834/57/table1
#Title: The molecular clouds catalog
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Cloud	(I4)	[1/8107] Cloud number	[ucd=meta.id;meta.main]
#Column	Ncomp	(I3)	[5/600] Number of Gaussian components	[ucd=meta.number]
#Column	Npix	(I3)	[5/444] Number of pixels on the sky	[ucd=meta.number]
#Column	Area	(D12.5)	[0.07/7] Angular area	[ucd=phys.angArea]
#Column	GLON	(F10.6)	[-179/180] Baricentric Galactic longitude	[ucd=pos.galactic.lon]
#Column	Sigb	(D12.5)	[0.1/1.5] Standard deviation in GLON ({sigma}_l_)	[ucd=phys.angSize;src]
#Column	GLAT	(F10.6)	[-5.2/5] Baricentric Galactic latitude	[ucd=pos.galactic.lat]
#Column	Sigl	(D12.5)	[0.1/1.2] Standard deviation in GLAT ({sigma}_b_)	[ucd=phys.angSize]
#Column	theta	(D12.5)	? Angle with respect to b=0	[ucd=pos.posAng]
#Column	WCO	(D12.5)	[2/13929] Integrated CO emission	[ucd=phot.flux]
#Column	NH2	(D12.5)	Average column density	[ucd=meta.number]
#Column	Sigma	(D12.5)	[1.8/739] Surface density	[ucd=phot.flux.density.sb]
#Column	Vcent	(D12.5)	[-188/185] Centroid velocity	[ucd=spect.dopplerVeloc]
#Column	SigV	(D12.5)	[0.09/17] Velocity standard deviation ({sigma}_V_)	[ucd=phys.veloc.dispersion]
#Column	Rmax	(D12.5)	[0.1/3] Largest eigenvalue of the inertia matrix	[ucd=phys.angSize]
#Column	Rmin	(D12.5)	[0.1/1.5] Smallest eigenvalue of the inertia matrix	[ucd=phys.angSize;src]
#Column	Rang	(D12.5)	[0.1/1.7] Angular radius (1)	[ucd=phys.angSize]
#Column	Rgal	(D12.5)	[0.003/97] Galacto-centric radius	[ucd=phys.size.radius]
#Column	INF	(I1)	Near or far distance flag (0=near; 1=far) (2)	[ucd=meta.code]
#Column	Dnear	(D12.5)	[0.001/88.5] Near kinematic distance	[ucd=pos.distance;pos.heliocentric]
#Column	Dfar	(D12.5)	[0.01/88.5] Far kinematic distance	[ucd=pos.distance;pos.heliocentric]
#Column	znear	(D12.5)	[-2.8/1.6] Near distance to Galactic mid-plane	[ucd=pos.distance;pos.galactocentric]
#Column	zfar	(D12.5)	[-2.8/1.6] Far distance to Galactic mid-plane	[ucd=pos.distance;pos.galactocentric]
#Column	Snear	(D12.5)	[/744960] Near derived physical area	[ucd=phys.area]
#Column	Sfar	(D12.5)	[0.003/744960] Far derived physical area	[ucd=phys.area]
#Column	Rnear	(D12.5)	[0.008/470] Near derived physical size	[ucd=phys.angSize]
#Column	Rfar	(D12.5)	[0.03/470] Far derived physical size	[ucd=phys.angSize]
#Column	Mnear	(D12.5)	[0.0003/] Near derived mass	[ucd=phys.mass]
#Column	Mfar	(D12.5)	[0.01/] Far derived mass	[ucd=phys.mass]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA.icrs	(F10.6)	Right ascension (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F10.6)	Declination (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
recno	Cloud	Ncomp	Npix	Area	GLON	Sigb	GLAT	Sigl	theta	WCO	NH2	Sigma	Vcent	SigV	Rmax	Rmin	Rang	Rgal	INF	Dnear	Dfar	znear	zfar	Snear	Sfar	Rnear	Rfar	Mnear	Mfar	Simbad	_RA.icrs	_DE.icrs
    6325	6325	  5	  5	 7.81250e-02	341.713470	 2.20983e-01	+02.373535	 1.25000e-01	 8.79969e+00	 1.51050e+01	 6.04202e+20	 1.31743e+01	-1.66282e+01	 9.19501e+00	 4.47936e-01	 1.52438e-01	 2.18340e-01	 6.89576e+00	0	 1.71310e+00	 1.44422e+01	 7.09464e-02	 5.98114e-01	 6.98409e+01	 4.96382e+03	 6.52822e+00	 5.50361e+01	 9.20106e+02	 6.53949e+04	Simbad	250.796466	-42.399940
    6326	6326	  6	  6	 9.37500e-02	159.932600	 1.25000e-01	+02.539254	 1.25000e-01	-2.49248e+01	 6.58135e+00	 2.19378e+20	 4.78343e+00	-1.65743e+01	 9.57910e-01	 1.89999e-01	 1.25000e-01	 1.43722e-01	 1.11680e+01	0	 2.79924e+00	 2.79924e+00	 1.24017e-01	 1.24017e-01	 2.23773e+02	 2.23773e+02	 7.02170e+00	 7.02170e+00	 1.07040e+03	 1.07040e+03	Simbad	074.511984	+46.909339
    6327	6327	 12	 12	 1.87500e-01	076.722340	 1.52930e-01	+02.674226	 1.79204e-01	-1.43192e+01	 9.25828e+00	 1.54305e+20	 3.36453e+00	-1.70752e+01	 2.89800e+00	 3.74940e-01	 2.85352e-01	 3.12542e-01	 9.40967e+00	0	 6.44284e+00	 6.44284e+00	 3.00604e-01	 3.00604e-01	 2.37089e+03	 2.37089e+03	 3.51453e+01	 3.51453e+01	 7.97695e+03	 7.97695e+03	Simbad	303.643288	+39.531024
    6328	6328	  5	  5	 7.81250e-02	356.435929	 2.64888e-01	+02.840478	 1.25000e-01	 8.78411e+00	 7.44454e+00	 2.97782e+20	 6.49298e+00	-1.56326e+01	 4.70846e+00	 5.36607e-01	 1.49900e-01	 2.29308e-01	 3.90698e+00	0	 4.61815e+00	 1.23698e+01	 2.28854e-01	 6.12993e-01	 5.07553e+02	 3.64145e+03	 1.84827e+01	 4.95066e+01	 3.29553e+03	 2.36439e+04	Simbad	261.439869	-30.403623
    6329	6329	  7	  7	 1.09375e-01	296.573410	 2.42206e-01	+03.452394	 1.64493e-01	-2.42208e+01	 9.34348e+00	 2.66957e+20	 5.82085e+00	-1.67209e+01	 3.21335e+00	 5.42663e-01	 2.20009e-01	 2.97260e-01	 7.92966e+00	0	 1.54959e+00	 6.06909e+00	 9.33150e-02	 3.65475e-01	 8.00032e+01	 1.22721e+03	 8.03960e+00	 3.14877e+01	 4.65687e+02	 7.14344e+03	Simbad	180.534277	-58.809374
    6330	6330	  5	  5	 7.81250e-02	089.564350	 1.25000e-01	+04.742631	 1.25000e-01	-1.50332e+01	 6.51788e+00	 2.60715e+20	 5.68476e+00	-1.62170e+01	 1.09908e+00	 2.70198e-01	 2.07182e-01	 2.26358e-01	 9.34419e+00	0	 3.95995e+00	 3.95995e+00	 3.27409e-01	 3.27409e-01	 3.73186e+02	 3.73186e+02	 1.56446e+01	 1.56446e+01	 2.12147e+03	 2.12147e+03	Simbad	312.027158	+51.117755
    6331	6331	 17	 17	 2.65625e-01	322.042890	 3.28434e-01	-04.594135	 2.10446e-01	-2.76734e+00	 2.99770e+01	 3.52670e+20	 7.68979e+00	-1.52530e+01	 1.86036e+00	 6.58159e-01	 4.18869e-01	 4.86963e-01	 7.72550e+00	0	 1.01754e+00	 1.24297e+01	-8.15020e-02	-9.95578e-01	 8.37781e+01	 1.25010e+04	 8.64842e+00	 1.05644e+02	 6.44236e+02	 9.61301e+04	Simbad	235.196673	-61.016407
    6332	6332	  6	  6	 9.37500e-02	124.947200	 1.95073e-01	-04.409392	 1.62730e-01	 1.06009e+01	 2.47592e+01	 8.25308e+20	 1.79954e+01	-1.30014e+01	 2.68746e+00	 4.07154e-01	 3.03914e-01	 3.35033e-01	 9.32765e+00	0	 1.33675e+00	 1.33675e+00	-1.02772e-01	-1.02772e-01	 5.10299e+01	 5.10299e+01	 7.81660e+00	 7.81660e+00	 9.18304e+02	 9.18304e+02	Simbad	016.696484	+58.402288
    6333	6333	  5	  5	 7.81250e-02	030.093060	 1.25000e-01	-04.622245	 1.25000e-01	 1.82516e+00	 5.45173e+00	 2.18069e+20	 4.75489e+00	-1.26173e+01	 3.76276e+00	 1.79634e-01	 1.42540e-01	 1.53964e-01	 9.78963e+00	0	 1.62203e+01	 1.62203e+01	-1.30713e+00	-1.30713e+00	 6.26126e+03	 6.26126e+03	 4.35870e+01	 4.35870e+01	 2.97716e+04	 2.97716e+04	Simbad	285.689400	-04.627716
    6334	6334	 10	  9	 1.40625e-01	336.977510	 2.21776e-01	-03.150144	 1.81799e-01	-1.42840e+01	 1.68901e+01	 3.75335e+20	 8.18398e+00	-1.35526e+01	 6.39350e-01	 4.73344e-01	 3.23864e-01	 3.67537e-01	 7.41370e+00	0	 1.19817e+00	 1.44715e+01	-6.58430e-02	-7.95246e-01	 6.14978e+01	 8.97107e+03	 7.68607e+00	 9.28318e+01	 5.03297e+02	 7.34191e+04	Simbad	252.430561	-49.586055
    6335	6335	 37	 37	 5.78125e-01	122.214200	 2.70691e-01	-02.856123	 2.09332e-01	 2.54063e+01	 5.41914e+01	 2.92927e+20	 6.38711e+00	-1.19619e+01	 1.52526e+00	 6.20764e-01	 2.88141e-01	 3.72145e-01	 9.24780e+00	0	 1.28447e+00	 1.28447e+00	-6.40026e-02	-6.40026e-02	 2.90553e+02	 2.90553e+02	 8.34294e+00	 8.34294e+00	 1.85579e+03	 1.85579e+03	Simbad	011.425385	+60.007631
    6336	6336	  7	  7	 1.09375e-01	110.305600	 1.60242e-01	-02.284357	 1.25000e-01	-1.21044e+01	 5.94421e+00	 1.69834e+20	 3.70315e+00	-1.58583e+01	 4.98918e-01	 3.29563e-01	 1.43161e-01	 1.89029e-01	 9.37933e+00	0	 1.99378e+00	 1.99378e+00	-7.94703e-02	-7.94703e-02	 1.32444e+02	 1.32444e+02	 6.57789e+00	 6.57789e+00	 4.90459e+02	 4.90459e+02	Simbad	348.395648	+58.168168
    6337	6337	  6	  6	 9.37500e-02	042.680680	 1.57506e-01	-01.491954	 2.06506e-01	-4.09220e+01	 1.17418e+01	 3.91393e+20	 8.53412e+00	-1.25411e+01	 7.00743e+00	 4.77528e-01	 2.04396e-01	 2.71215e-01	 9.45673e+00	0	 1.37518e+01	 1.37518e+01	-3.58050e-01	-3.58050e-01	 5.40065e+03	 5.40065e+03	 6.50961e+01	 6.50961e+01	 4.60898e+04	 4.60898e+04	Simbad	288.675679	+07.977068
    6338	6338	  6	  6	 9.37500e-02	164.969300	 1.25000e-01	-01.390623	 1.25000e-01	 4.71283e+01	 5.09237e+00	 1.69746e+20	 3.70121e+00	-1.38101e+01	 1.12164e+00	 2.83002e-01	 1.25000e-01	 1.64136e-01	 1.15153e+01	0	 3.09405e+00	 3.09405e+00	-7.50882e-02	-7.50882e-02	 2.73390e+02	 2.73390e+02	 8.86358e+00	 8.86358e+00	 1.01187e+03	 1.01187e+03	Simbad	074.578240	+40.522047
    6339	6339	  5	  5	 7.81250e-02	050.097170	 1.25000e-01	-00.861446	 1.25000e-01	-1.09616e+01	 7.09760e+00	 2.83904e+20	 6.19038e+00	-1.44673e+01	 3.90415e+00	 1.96406e-01	 1.61818e-01	 1.72611e-01	 9.47451e+00	0	 1.23277e+01	 1.23277e+01	-1.85341e-01	-1.85341e-01	 3.61670e+03	 3.61670e+03	 3.71391e+01	 3.71391e+01	 2.23888e+04	 2.23888e+04	Simbad	291.662016	+14.819560
    6340	6340	 15	 15	 2.34375e-01	023.440600	 2.06794e-01	-00.625060	 1.52611e-01	-1.67295e+01	 2.48073e+01	 3.30765e+20	 7.21215e+00	-1.35216e+01	 2.90641e+00	 4.43406e-01	 2.60013e-01	 3.10644e-01	 1.02780e+01	0	 1.75054e+01	 1.75054e+01	-1.90969e-01	-1.90969e-01	 2.18782e+04	 2.18782e+04	 9.49111e+01	 9.49111e+01	 1.57789e+05	 1.57789e+05	Simbad	279.061180	-08.726793
    6341	6341	 13	 13	 2.03125e-01	095.895590	 1.44084e-01	-00.692672	 1.36127e-01	 1.64487e+00	 1.05447e+01	 1.62227e+20	 3.53727e+00	-1.45928e+01	 2.40986e+00	 2.89202e-01	 2.71153e-01	 2.77041e-01	 9.27351e+00	0	 2.93636e+00	 2.93636e+00	-3.54980e-02	-3.54980e-02	 5.33506e+02	 5.33506e+02	 1.41982e+01	 1.41982e+01	 1.88715e+03	 1.88715e+03	Simbad	325.386185	+51.920754
    6342	6342	  9	  9	 1.40625e-01	055.878630	 1.62708e-01	-00.774522	 1.32394e-01	 3.15203e+00	 1.03214e+01	 2.29364e+20	 5.00116e+00	-1.67271e+01	 3.66619e+00	 3.26836e-01	 2.63033e-01	 2.82781e-01	 9.54099e+00	0	 1.12123e+01	 1.12123e+01	-1.51562e-01	-1.51562e-01	 5.38526e+03	 5.38526e+03	 5.53382e+01	 5.53382e+01	 2.69325e+04	 2.69325e+04	Simbad	294.506110	+19.924919
    6343	6343	  5	  5	 7.81250e-02	023.934830	 1.25000e-01	-00.879229	 1.49494e-01	-1.92277e+01	 5.25936e+00	 2.10374e+20	 4.58711e+00	-1.52341e+01	 3.68071e+00	 2.99653e-01	 1.25000e-01	 1.67294e-01	 1.04866e+01	0	 1.76745e+01	 1.76745e+01	-2.71212e-01	-2.71212e-01	 7.43430e+03	 7.43430e+03	 5.16066e+01	 5.16066e+01	 3.41019e+04	 3.41019e+04	Simbad	279.519001	-08.404501
    6344	6344	108	106	 1.65625e+00	097.983260	 4.15845e-01	+00.138816	 3.93977e-01	 2.37207e+01	 1.11344e+02	 2.10084e+20	 4.58077e+00	-1.17091e+01	 2.77674e+00	 9.80961e-01	 5.91859e-01	 7.00427e-01	 9.14162e+00	0	 2.38500e+00	 2.38500e+00	 5.77839e-03	 5.77839e-03	 2.86985e+03	 2.86985e+03	 2.91575e+01	 2.91575e+01	 1.31461e+04	 1.31461e+04	Simbad	327.135447	+53.905091
    6345	6345	  7	  7	 1.09375e-01	021.897640	 1.47350e-01	-00.440978	 1.25000e-01	 2.38747e+00	 1.79709e+01	 5.13456e+20	 1.11956e+01	-1.12728e+01	 3.38338e+00	 2.95341e-01	 2.28339e-01	 2.48787e-01	 1.00659e+01	0	 1.74409e+01	 1.74409e+01	-1.34233e-01	-1.34233e-01	 1.01348e+04	 1.01348e+04	 7.57318e+01	 7.57318e+01	 1.13465e+05	 1.13465e+05	Simbad	278.175219	-10.011438
    6346	6346	125	121	 1.89062e+00	071.681290	 5.34598e-01	+00.310678	 4.65174e-01	-1.73760e+01	 2.08079e+02	 3.43932e+20	 7.49926e+00	-1.01937e+01	 2.62460e+00	 1.17817e+00	 7.87811e-01	 9.00915e-01	 9.09225e+00	0	 6.86169e+00	 6.86169e+00	 3.72063e-02	 3.72063e-02	 2.71159e+04	 2.71159e+04	 1.07902e+02	 1.07902e+02	 2.03349e+05	 2.03349e+05	Simbad	302.646669	+34.022687
    6347	6347	  7	  7	 1.09375e-01	049.241720	 2.18276e-01	-00.162261	 1.25000e-01	 1.48038e+00	 9.71245e+00	 2.77499e+20	 6.05071e+00	-1.46402e+01	 3.07971e+00	 4.36719e-01	 1.55310e-01	 2.19214e-01	 9.49765e+00	0	 1.25316e+01	 1.25316e+01	-3.54894e-02	-3.54894e-02	 5.23226e+03	 5.23226e+03	 4.79462e+01	 4.79462e+01	 3.16589e+04	 3.16589e+04	Simbad	290.606993	+14.397275
    6348	6348	 10	 10	 1.56250e-01	303.448300	 1.35571e-01	+00.015750	 2.31249e-01	-1.41209e+01	 2.26085e+01	 4.52169e+20	 9.85932e+00	-1.20114e+01	 6.21953e+00	 4.65082e-01	 2.66687e-01	 3.21005e-01	 8.07993e+00	1	 8.14006e-01	 8.55613e+00	 2.23764e-04	 2.35201e-03	 3.15378e+01	 3.48442e+03	 4.56059e+00	 4.79370e+01	 3.10942e+02	 3.43540e+04	Simbad	193.991214	-62.851460
    6349	6349	 12	 12	 1.87500e-01	092.431280	 1.25000e-01	+00.238668	 1.25000e-01	-6.15984e+00	 1.54380e+01	 2.57300e+20	 5.61029e+00	-1.33284e+01	 1.70000e+00	 2.11457e-01	 1.86686e-01	 1.94602e-01	 9.21145e+00	0	 3.20747e+00	 3.20747e+00	 1.33608e-02	 1.33608e-02	 5.87599e+02	 5.87599e+02	 1.08940e+01	 1.08940e+01	 3.29660e+03	 3.29660e+03	Simbad	320.339851	+50.239749
    6350	6350	  5	  5	 7.81250e-02	042.561110	 1.57607e-01	+00.498085	 1.32307e-01	-2.75072e+01	 1.03199e+01	 4.12797e+20	 9.00082e+00	-1.45925e+01	 6.97882e+00	 3.72114e-01	 1.75816e-01	 2.25734e-01	 9.60956e+00	0	 1.39613e+01	 1.39613e+01	 1.21367e-01	 1.21367e-01	 4.63870e+03	 4.63870e+03	 5.50050e+01	 5.50050e+01	 4.17521e+04	 4.17521e+04	Simbad	286.836014	+08.790824
    6351	6351	  6	  6	 9.37500e-02	032.597210	 2.77700e-01	+00.349986	 1.47350e-01	 1.68363e+01	 1.63138e+01	 5.43792e+20	 1.18571e+01	-1.26062e+01	 7.35965e+00	 5.85275e-01	 2.29719e-01	 3.13751e-01	 9.70245e+00	0	 1.57152e+01	 1.57152e+01	 9.59943e-02	 9.59943e-02	 7.05290e+03	 7.05290e+03	 8.60571e+01	 8.60571e+01	 8.36271e+04	 8.36271e+04	Simbad	282.395376	-00.138292
    6352	6352	 54	 54	 8.43750e-01	154.422000	 2.10959e-01	+01.492401	 3.02472e-01	-1.84084e+01	 5.50668e+01	 2.03951e+20	 4.44705e+00	-1.38259e+01	 1.05904e+00	 6.18930e-01	 4.01119e-01	 4.63514e-01	 1.01655e+01	0	 1.81365e+00	 1.81365e+00	 4.72353e-02	 4.72353e-02	 8.45426e+02	 8.45426e+02	 1.46724e+01	 1.46724e+01	 3.75965e+03	 3.75965e+03	Simbad	067.867562	+50.402265
    6353	6353	 26	 26	 4.06250e-01	343.247210	 2.12883e-01	+01.115470	 2.13960e-01	-2.81804e+01	 4.77694e+01	 3.67457e+20	 8.01222e+00	-1.08895e+01	 2.53820e+00	 5.28508e-01	 2.91672e-01	 3.55588e-01	 7.31881e+00	0	 1.24295e+00	 1.50386e+01	 2.41969e-02	 2.92763e-01	 1.91185e+02	 2.79876e+04	 7.71404e+00	 9.33335e+01	 1.53182e+03	 2.24242e+05	Simbad	253.429061	-42.036713
    6354	6354	  8	  8	 1.25000e-01	311.959950	 1.25000e-01	+01.092453	 1.25000e-01	-2.43209e+00	 8.19721e+00	 2.04930e+20	 4.46840e+00	-1.34207e+01	 2.24811e+00	 2.03569e-01	 1.77454e-01	 1.85764e-01	 7.95106e+00	0	 8.59647e-01	 1.05088e+01	 1.63898e-02	 2.00358e-01	 2.81389e+01	 4.20507e+03	 2.78715e+00	 3.40716e+01	 1.25736e+02	 1.87899e+04	Simbad	211.421115	-60.471330
    6355	6355	  8	  8	 1.25000e-01	032.770210	 2.12753e-01	+01.443049	 1.50276e-01	-2.88419e+01	 8.23525e+00	 2.05881e+20	 4.48914e+00	-1.41023e+01	 2.58590e+00	 4.95212e-01	 1.61715e-01	 2.34836e-01	 9.84026e+00	0	 1.58507e+01	 1.58507e+01	 3.99173e-01	 3.99173e-01	 9.56672e+03	 9.56672e+03	 6.49670e+01	 6.49670e+01	 4.29463e+04	 4.29463e+04	Simbad	281.501426	+00.514072
    6356	6356	 45	 44	 6.87500e-01	342.637320	 2.39056e-01	+01.748381	 2.48389e-01	-1.23861e+01	 8.03973e+01	 3.65442e+20	 7.96828e+00	-1.07724e+01	 5.33031e+00	 5.37316e-01	 4.32054e-01	 4.64625e-01	 7.36909e+00	0	 1.19448e+00	 1.50385e+01	 3.64440e-02	 4.58828e-01	 2.98806e+02	 4.73627e+04	 9.68656e+00	 1.21953e+02	 2.38097e+03	 3.77399e+05	Simbad	252.248614	-42.103495
    6357	6357	  6	  6	 9.37500e-02	076.996730	 1.25000e-01	+02.311901	 1.64272e-01	 4.26382e+01	 6.59426e+00	 2.19809e+20	 4.79281e+00	-1.57808e+01	 2.06312e+00	 3.43838e-01	 1.48331e-01	 1.96308e-01	 9.34519e+00	0	 6.24667e+00	 6.24667e+00	 2.51987e-01	 2.51987e-01	 1.11436e+03	 1.11436e+03	 2.14026e+01	 2.14026e+01	 5.34091e+03	 5.34091e+03	Simbad	304.231479	+39.557459
    6358	6358	  5	  5	 7.81250e-02	347.318130	 2.52319e-01	+02.336863	 1.25000e-01	-2.33690e+00	 6.60080e+00	 2.64032e+20	 5.75708e+00	-1.29377e+01	 2.46941e+00	 5.05117e-01	 1.78422e-01	 2.52404e-01	 6.74314e+00	0	 1.81435e+00	 1.47847e+01	 7.39796e-02	 6.02842e-01	 7.83411e+01	 5.20202e+03	 7.99279e+00	 6.51313e+01	 4.51016e+02	 2.99485e+04	Simbad	255.485184	-38.090143
    6359	6359	  9	  8	 1.25000e-01	340.531370	 1.63825e-01	+02.753008	 2.03252e-01	-8.44940e+00	 1.87878e+01	 4.69694e+20	 1.02414e+01	-1.37871e+01	 4.49632e+00	 4.11519e-01	 3.21328e-01	 3.48950e-01	 7.21545e+00	0	 1.37956e+00	 1.46670e+01	 6.62610e-02	 7.04463e-01	 7.24680e+01	 8.19119e+03	 8.40205e+00	 8.93277e+01	 7.42176e+02	 8.38896e+04	Simbad	249.344552	-43.032927
    6360	6360	 35	 34	 5.31250e-01	330.614700	 3.41024e-01	+03.670582	 4.36886e-01	-2.20822e+01	 6.30583e+01	 3.70931e+20	 8.08796e+00	-1.29977e+01	 1.33353e+00	 9.24596e-01	 6.11383e-01	 7.01767e-01	 7.66953e+00	0	 9.72052e-01	 1.38712e+01	 6.22307e-02	 8.88031e-01	 1.52910e+02	 3.11373e+04	 1.19064e+01	 1.69905e+02	 1.23673e+03	 2.51838e+05	Simbad	238.088118	-49.227211
    6361	6361	  8	  8	 1.25000e-01	303.968470	 1.86231e-01	+03.665445	 2.28888e-01	 5.56337e+00	 9.14648e+00	 2.28662e+20	 4.98586e+00	-1.54858e+01	 9.53149e-01	 4.60487e-01	 3.69104e-01	 3.97348e-01	 7.93062e+00	0	 1.11833e+00	 8.39966e+00	 7.14954e-02	 5.36994e-01	 4.76219e+01	 2.68652e+03	 7.75579e+00	 5.82529e+01	 2.37436e+02	 1.33946e+04	Simbad	194.879405	-59.190041
    6362	6362	  6	  6	 9.37500e-02	118.562300	 1.25000e-01	+03.801431	 1.25000e-01	 1.59206e+01	 5.65826e+00	 1.88609e+20	 4.11252e+00	-1.44541e+01	 1.20844e+00	 2.43935e-01	 1.25000e-01	 1.56206e-01	 9.35656e+00	0	 1.57963e+00	 1.57963e+00	 1.04727e-01	 1.04727e-01	 7.12584e+01	 7.12584e+01	 4.30656e+00	 4.30656e+00	 2.93051e+02	 2.93051e+02	Simbad	001.956049	+66.302465
    6363	6363	 10	 10	 1.56250e-01	287.931280	 3.46973e-01	+04.523946	 1.83040e-01	-1.97179e+01	 1.87129e+01	 3.74257e+20	 8.16049e+00	-1.28956e+01	 4.83881e+00	 7.43444e-01	 2.50736e-01	 3.60214e-01	 8.11175e+00	0	 1.99152e+00	 3.25873e+00	 1.57083e-01	 2.57035e-01	 1.88776e+02	 5.05444e+02	 1.25207e+01	 2.04876e+01	 1.54050e+03	 4.12467e+03	Simbad	165.990336	-55.186582
    6364	6364	  7	  7	 1.09375e-01	307.515750	 1.82796e-01	+04.737473	 1.63751e-01	 1.47255e+01	 1.10559e+01	 3.15883e+20	 6.88767e+00	-1.44091e+01	 1.96461e+00	 3.97471e-01	 2.87979e-01	 3.20634e-01	 7.94900e+00	0	 9.68818e-01	 9.41933e+00	 8.00150e-02	 7.77945e-01	 3.12722e+01	 2.95606e+03	 5.42167e+00	 5.27121e+01	 2.15393e+02	 2.03604e+04	Simbad	201.461872	-57.827704
    6365	6365	  7	  6	 9.37500e-02	158.162200	 1.72328e-01	-05.035667	 1.25000e-01	 2.60049e+01	 1.54616e+01	 5.15386e+20	 1.12377e+01	-1.01240e+01	 3.88921e-01	 3.92011e-01	 1.50087e-01	 2.06694e-01	 9.89685e+00	0	 1.49391e+00	 1.49391e+00	-1.31129e-01	-1.31129e-01	 6.37348e+01	 6.37348e+01	 5.38930e+00	 5.38930e+00	 7.16234e+02	 7.16234e+02	Simbad	064.847617	+43.168612
    6366	6366	 11	 11	 1.71875e-01	150.632000	 2.33944e-01	-04.517406	 2.80730e-01	-1.67733e+01	 4.03109e+01	 7.32925e+20	 1.59811e+01	-1.02748e+01	 1.78353e+00	 5.90566e-01	 4.30568e-01	 4.78392e-01	 9.57503e+00	0	 1.21613e+00	 1.21613e+00	-9.57849e-02	-9.57849e-02	 7.74338e+01	 7.74338e+01	 1.01544e+01	 1.01544e+01	 1.23747e+03	 1.23747e+03	Simbad	057.298238	+48.558085
    6367	6367	 18	 18	 2.81250e-01	146.263400	 4.32103e-01	-04.410158	 2.28510e-01	-7.01440e+00	 5.77750e+01	 6.41944e+20	 1.39973e+01	-1.02737e+01	 1.24719e+00	 8.72993e-01	 4.40005e-01	 5.52894e-01	 9.45431e+00	0	 1.12614e+00	 1.12614e+00	-8.65956e-02	-8.65956e-02	 1.08651e+02	 1.08651e+02	 1.08674e+01	 1.08674e+01	 1.52082e+03	 1.52082e+03	Simbad	051.959622	+51.235851
    6368	6368	 15	 15	 2.34375e-01	144.186300	 3.08946e-01	-03.914522	 2.41543e-01	-1.61637e+01	 4.75413e+01	 6.33884e+20	 1.38215e+01	-9.13963e+00	 2.09802e+00	 6.63942e-01	 4.17544e-01	 4.87354e-01	 9.31664e+00	0	 9.87341e-01	 9.87341e-01	-6.74040e-02	-6.74040e-02	 6.95988e+01	 6.95988e+01	 8.39847e+00	 8.39847e+00	 9.61961e+02	 9.61961e+02	Simbad	049.586356	+52.786453
    6369	6369	 10	 10	 1.56250e-01	079.035110	 1.25000e-01	-03.471116	 1.25000e-01	-1.00168e+00	 1.48568e+01	 2.97137e+20	 6.47892e+00	-1.04237e+01	 1.65078e+00	 2.49325e-01	 2.16947e-01	 2.27243e-01	 9.08594e+00	0	 5.22054e+00	 5.22054e+00	-3.16079e-01	-3.16079e-01	 1.29720e+03	 1.29720e+03	 2.07055e+01	 2.07055e+01	 8.40445e+03	 8.40445e+03	Simbad	311.747111	+37.772812
