#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T03:04:39 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T03:04:39	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/AJ/160/271/table1&-out.max=unlimited&-out=AGC,Flag,RAJ2000,DEJ2000,RVel,Dist,e_Dist,b/a,e_b/a,imag	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51600271
#Name: J/AJ/160/271
#Title: A catalog of ~30000 galaxies with ALFALFA-SDSS (Durbala+, 2020)
#INFO	ivoid=ivo://cds.vizier/j/aj/160/271	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/160/271	    IVOID of underlying data collection
#INFO	creator=Durbala A.	    First author or institution
#INFO	cites=bibcode:2020AJ....160..271D	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2020	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/160/271	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51600271	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-12-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_160_271_table1:
#Name: J/AJ/160/271/table1
#Title: Basic optical properties of cross-listed objects in the ALFALFA-SDSS catalog
#Column	AGC	(I6)	[1/749512] AGC catalog identifier	[ucd=meta.id;meta.main]
#Column	Flag	(I1)	[0/3] Photometry flag (1)	[ucd=meta.code.error]
#Column	RAJ2000	(F10.6)	[0.003/360] Right Ascension (J2000) (2)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	[-0.21/36.4] Declination (J2000) (2)	[ucd=pos.eq.dec;meta.main]
#Column	RVel	(I5)	[-430/17823] HI profile midpoint heliocentric radial velocity	[ucd=spect.dopplerVeloc;spect.line;pos.heliocentric]
#Column	Dist	(F5.1)	[0.3/260] Distance from Haynes+, 2018, J/ApJ/861/49	[ucd=pos.distance]
#Column	e_Dist	(F4.1)	[0/30.9] Uncertainty in Dist	[ucd=stat.error]
#Column	b/a	(F5.2)	[0.05/1]? Axial ratio b/a from SDSS r band	[ucd=phys.angSize;arith.ratio]
#Column	e_b/a	(F6.2)	[0.01/865]? Uncertainty in b/a (4)	[ucd=stat.error]
#Column	imag	(F5.2)	[9.58/30.89]? SDSS i band cmodel magnitude	[ucd=phot.mag;em.opt.I]
AGC	Flag	RAJ2000	DEJ2000	RVel	Dist	e_Dist	b/a	e_b/a	imag
716565	1	242.909150	+04.85306	11920	171.6	 2.5	 0.88	  0.01	15.43
716572	1	243.104580	+06.12556	12119	174.4	 2.3	 0.84	  0.04	17.33
716597	1	244.054150	+07.50556	 9986	143.8	 2.3	 0.46	  0.01	16.25
716602	1	245.037920	+06.59389	 8671	125.0	 2.3	 0.58	  0.01	15.65
716603	1	245.091250	+06.26722	11305	162.6	 2.1	 0.80	  0.01	15.20
716608	1	116.775830	+17.23500	12458	180.9	 2.4	 0.86	  0.01	14.46
716621	1	119.106670	+17.97389	12452	180.9	 2.1	 0.94	  0.02	16.51
716634	1	121.437080	+16.08417	13288	193.1	 2.3	 0.22	  0.01	16.51
716636	1	121.533750	+16.50917	13535	196.6	 2.3	 0.38	  0.01	15.31
716649	1	122.821260	+16.93917	 4758	 69.8	 2.3	 0.57	  0.01	15.13
716651	1	122.914990	+16.38972	 8604	126.3	 2.2	 0.25	  0.01	17.03
716660	1	123.140420	+16.77417	12685	184.6	 2.3	 0.37	  0.01	15.72
716666	1	123.227490	+16.87417	13629	198.1	 2.3	 0.51	  0.01	16.70
716679	1	123.916250	+16.65444	13301	193.4	 2.2	 0.24	  0.01	17.07
716680	1	124.014570	+16.90083	 2875	 43.3	 2.1	 0.67	  0.01	16.77
716685	1	124.206250	+16.42805	13239	192.6	 2.3	 0.22	  0.01	17.19
716686	1	124.213330	+16.45111	13155	191.4	 2.3	 0.35	  0.01	16.65
716690	1	124.309590	+16.27833	13155	191.4	 2.4	 0.71	  0.01	16.48
716691	1	124.311680	+16.78028	 8459	124.3	 2.2	 0.78	  0.02	16.58
716694	1	124.496670	+16.26667	 7018	103.7	 2.3	 0.55	  0.01	15.74
716695	1	124.514580	+16.90333	16152	234.2	 2.2	 0.31	  0.01	17.44
716701	1	125.055830	+16.21167	13271	193.1	 2.3	 0.37	  0.01	17.00
716707	1	125.272920	+17.81972	11494	167.7	 2.2	 0.56	  0.01	16.38
716710	1	125.335840	+16.30083	 8508	125.0	 2.3	 0.54	  0.01	15.98
716718	1	125.605000	+17.84694	 8093	119.1	 2.4	 0.62	  0.02	16.52
716722	1	125.697490	+17.33083	 6395	 94.8	 2.3	 0.64	  0.01	15.72
716723	1	125.750410	+17.09556	16311	236.5	 2.2	 0.71	  0.01	15.19
716725	1	125.789580	+17.05222	 7420	109.5	 2.4	 0.57	  0.01	16.60
716730	1	125.949580	+17.99056	 4625	 68.0	 2.4	 0.76	  0.01	15.43
716735	1	126.119570	+16.20861	 6693	 99.2	 2.5	 0.26	  0.01	15.56
716770	1	126.868330	+16.85472	13429	195.4	 2.3	 0.37	  0.01	16.21
716781	1	126.985830	+17.70111	 8101	119.3	 2.2	 0.76	  0.02	16.54
716786	1	127.048330	+17.37444	 6240	 92.7	 2.3	 0.69	  0.01	15.86
716796	1	127.152070	+16.44056	13480	196.2	 2.3	 0.92	  0.02	16.26
716813	1	127.889160	+16.31889	12733	185.5	 2.3	 0.81	  0.02	16.49
716815	1	127.925830	+16.99444	14107	205.2	 2.2	 0.68	  0.01	15.92
716835	1	128.380000	+17.23195	 9336	137.0	 2.3	 0.33	  0.01	16.49
716875	1	129.584990	+17.80417	14406	209.5	 2.4	 0.72	  0.02	17.50
716881	3	129.985410	+19.64528	 9805	143.7	 2.1	     	      	
716887	1	130.252090	+18.98056	 4623	 68.1	 2.2	 0.59	  0.01	15.31
716891	1	130.331670	+16.90583	 9215	135.4	 2.4	 0.20	  0.01	15.24
716905	1	130.759160	+19.59528	10968	160.4	 2.2	 0.67	  0.01	15.38
716920	1	131.269170	+17.95972	14097	205.2	 2.3	 0.18	  0.01	16.19
716927	1	131.427920	+19.72556	16379	237.7	 2.3	 0.95	  0.01	14.69
716937	1	131.542910	+18.58445	 6312	 93.9	 2.3	 0.77	  0.01	14.92
716940	1	131.676250	+18.09694	 6205	 92.4	 2.2	 0.26	  0.01	16.79
716941	1	131.681660	+17.99528	 4246	 62.9	 2.2	 0.51	  0.01	16.84
716942	1	131.691650	+19.70528	 9401	138.0	 2.2	 0.22	  0.01	16.86
716949	1	131.863340	+16.38694	 5866	 87.7	 2.2	 0.29	  0.01	16.85
716951	1	131.887510	+18.02889	13692	199.4	 2.4	 0.61	  0.02	16.92
716959	1	131.977940	+18.51500	 6361	 94.7	 2.2	 0.30	  0.01	17.34
716965	1	132.111250	+18.92333	11821	172.7	 2.5	 0.46	  0.01	16.11
716966	1	132.117510	+19.50750	 4542	 66.9	 2.4	 0.59	  0.01	16.13
716984	1	132.462490	+19.29944	 4412	 65.1	 2.3	 0.49	  0.01	16.02
717002	1	132.854580	+17.94500	13954	203.2	 2.1	 0.98	  0.01	15.64
717011	1	133.015840	+19.20056	16315	236.9	 2.2	 0.56	  0.01	15.07
717019	1	133.154590	+19.33139	11105	162.5	 2.3	 0.44	  0.01	14.67
717026	1	133.235840	+18.27778	14696	213.8	 2.3	 0.32	  0.01	15.11
717029	1	133.258330	+18.16389	14604	212.5	 2.2	 0.77	  0.01	14.70
717031	1	133.268750	+16.07500	 8920	131.4	 2.3	 0.78	  0.03	16.90
717033	1	133.285830	+16.62639	 8391	123.8	 2.3	 0.56	  0.02	16.90
717043	1	133.407910	+18.34306	11430	167.2	 2.3	 0.79	  0.02	17.15
717045	1	133.420000	+17.94305	14685	213.7	 2.2	 0.25	  0.01	15.91
717059	1	133.659580	+19.28917	14770	214.9	 2.3	 0.68	  0.01	16.17
717070	1	133.875000	+19.37750	 3945	 58.6	 2.3	 0.20	  0.01	15.44
717074	1	133.920430	+18.75917	10232	150.1	 2.3	 0.59	  0.01	16.65
717084	1	134.163330	+18.98944	 9183	135.1	 2.2	 0.23	  0.01	15.84
717094	1	134.309570	+17.55972	 9528	140.1	 2.2	 0.71	  0.02	17.15
717096	1	134.316240	+16.65000	 6194	 92.5	 2.2	 0.92	  0.01	16.88
717101	1	134.356250	+17.91861	16339	237.4	 2.3	 0.76	  0.01	14.74
717103	1	134.366240	+20.12889	 9401	138.2	 2.1	 0.56	  0.01	15.45
717126	1	134.648740	+18.10167	 9516	139.9	 2.3	 0.47	  0.01	16.06
717216	1	136.106670	+16.51917	 6122	 91.5	 2.3	 0.79	  0.02	17.39
717228	1	136.231260	+16.55250	14666	213.6	 2.3	 0.51	  0.01	16.73
717260	1	136.565840	+17.75722	 8496	125.4	 2.2	 0.92	  0.02	16.26
717263	1	136.581680	+17.16389	13895	202.6	 2.3	 0.35	  0.01	16.79
717272	1	136.728760	+18.09556	 8507	125.6	 2.3	 0.69	  0.01	16.46
717273	1	136.743740	+17.96361	 8595	126.8	 2.3	 0.65	  0.01	14.32
717278	1	136.806670	+17.91556	 8296	122.6	 2.3	 0.46	  0.01	15.20
717300	1	137.100830	+19.96944	 9622	141.4	 2.4	 0.72	  0.02	16.24
717301	1	137.177920	+17.70722	 8568	126.5	 2.3	 0.67	  0.01	15.13
717307	1	137.224150	+19.76472	14427	210.1	 2.4	 0.85	  0.01	15.92
717319	1	137.276250	+18.77472	 8355	123.4	 2.2	 0.46	  0.03	17.64
717323	1	137.315410	+18.85500	 8399	124.0	 2.2	 0.53	  0.01	14.76
717327	1	137.339570	+18.87528	 8347	123.3	 2.3	 0.20	  0.01	15.41
717337	1	137.438320	+19.58528	 8609	127.0	 2.3	 0.78	  0.01	15.22
717342	1	137.489170	+16.59361	13509	197.1	 2.3	 0.33	  0.01	15.72
717344	1	137.508760	+17.57556	 8534	126.0	 2.4	 0.78	  0.01	16.32
717354	1	137.558760	+17.26194	14265	207.9	 2.3	 0.39	  0.01	16.42
717361	1	137.700420	+18.77833	12589	183.9	 2.2	 0.34	  0.01	15.43
717367	1	137.837510	+17.25000	 8368	123.7	 2.1	 0.97	  0.01	15.77
717372	1	137.944990	+22.89833	10705	156.8	 2.3	 0.75	  0.02	16.68
717374	1	138.059160	+16.82972	 7329	108.8	 2.4	 0.64	  0.02	16.64
717394	1	138.345000	+22.86556	10888	159.5	 2.4	 0.79	  0.01	14.38
717398	1	138.365400	+18.42833	 8451	124.8	 2.3	 0.91	  0.03	16.95
717399	1	138.392490	+23.54806	14032	204.4	 2.2	 0.17	  0.01	16.67
717404	1	138.421660	+17.51694	15165	220.8	 2.4	 0.85	  0.02	16.82
717412	1	138.474150	+20.84083	 9103	134.1	 2.2	 0.91	  0.02	16.17
717419	1	138.530840	+17.58139	15170	220.9	 2.3	 0.26	  0.01	17.48
717430	1	138.691250	+20.12778	 9724	143.0	 2.2	 0.92	  0.01	13.85
717431	1	138.719590	+23.45972	10493	153.8	 2.3	 0.56	  0.01	14.84
717435	1	138.760410	+18.74778	 9740	143.2	 2.3	 0.23	  0.01	17.06
717436	1	138.761670	+23.90556	11862	173.4	 2.2	 0.63	  0.01	16.08
717440	1	138.823750	+22.60945	10675	156.5	 2.3	 0.34	  0.01	15.15
717442	1	138.840000	+20.19305	 8759	129.2	 2.2	 0.47	  0.02	16.71
717443	1	138.845000	+19.07583	 8567	126.5	 2.2	 0.76	  0.05	17.69
717449	1	138.918750	+20.86417	 9148	134.7	 2.1	 0.21	  0.01	16.61
717451	1	138.955410	+18.94333	 4127	 61.3	 2.2	 0.65	  0.01	16.24
717454	1	138.966660	+18.62583	 9788	143.9	 2.3	 0.36	  0.01	17.18
717468	1	139.116240	+16.27500	 8248	122.0	 2.3	 0.58	  0.02	17.33
717474	1	139.147080	+17.58000	 9198	135.6	 2.3	 0.73	  0.01	16.15
717493	1	139.322920	+16.51944	 8054	119.3	 2.3	 0.38	  0.01	16.06
717499	1	139.352920	+16.80250	 8239	121.9	 2.3	 0.94	  0.01	15.60
717502	1	139.362500	+23.24444	10764	157.7	 2.2	 0.23	  0.01	15.37
717503	1	139.382080	+19.08917	14640	213.3	 2.3	 0.36	  0.01	17.00
717509	1	139.440000	+16.31889	 9738	143.3	 2.5	 0.58	  0.02	17.20
717512	1	139.456250	+23.95222	10389	152.3	 2.4	 0.35	  0.01	15.35
717529	1	139.612090	+20.18861	16234	236.0	 2.3	 0.28	  0.01	17.46
717535	1	139.690410	+20.73833	 9058	133.5	 2.3	 0.47	  0.01	14.95
717539	1	139.804580	+19.70222	 8125	120.2	 2.2	 0.81	  0.01	15.58
717540	1	139.815000	+17.84694	 4282	 63.6	 2.3	 0.52	  0.02	17.68
717543	1	139.859160	+22.02083	10046	147.5	 2.3	 0.44	  0.01	16.94
717544	1	139.883330	+19.61111	10264	150.7	 2.3	 0.34	  0.01	15.09
717546	1	139.929990	+20.11861	10011	147.1	 2.2	 0.87	  0.01	15.89
717549	1	139.962080	+20.24083	 5952	 89.1	 2.1	 0.66	  0.02	17.87
717553	2	139.972500	+20.00917	10035	147.5	 2.2	 0.64	  0.04	17.44
717558	1	140.005830	+16.55333	11916	174.5	 2.3	 0.48	  0.03	17.61
717578	1	140.166240	+16.20250	 8476	125.3	 2.3	 0.53	  0.01	15.74
717579	1	140.168730	+19.33750	 4207	 62.4	 2.3	 0.32	  0.01	16.12
717580	1	140.176670	+18.19083	 8839	130.5	 2.2	 0.52	  0.02	17.67
717585	1	140.208330	+19.47472	 8941	131.9	 2.2	 0.57	  0.01	15.60
717589	1	140.246250	+17.20611	11279	165.4	 2.2	 0.68	  0.01	15.28
717597	1	140.375000	+21.52750	 9417	138.6	 2.2	 0.46	  0.01	16.81
717600	1	140.403340	+21.17139	 4370	 64.6	 2.3	 0.54	  0.01	16.78
717607	1	140.465840	+22.14639	10249	150.5	 2.3	 0.28	  0.01	16.40
717614	1	140.515430	+20.05389	 8304	122.8	 2.1	 0.71	  0.01	16.39
717622	1	140.651250	+16.84861	11516	168.8	 2.3	 0.56	  0.01	14.64
717623	1	140.681240	+23.41750	 9575	140.8	 2.3	 0.80	  0.01	15.43
717626	1	140.700000	+23.27278	 9590	141.0	 2.4	 0.53	  0.01	15.41
717634	1	140.770420	+23.46083	 9549	140.4	 2.1	 0.84	  0.01	15.65
717635	1	140.777080	+19.90222	 4159	 61.7	 2.3	 0.75	  0.01	15.70
717642	1	140.852080	+17.09750	10448	153.5	 2.3	 0.65	  0.01	16.18
717646	1	140.889160	+22.52361	 7845	116.1	 2.4	 0.34	  0.01	16.73
717649	1	140.896670	+22.17361	10161	149.2	 2.3	 0.63	  0.01	16.43
717655	1	140.930420	+23.13389	 9650	141.9	 2.4	 0.76	  0.03	17.43
717656	1	140.938320	+18.92250	11552	169.2	 2.3	 0.84	  0.01	15.96
717663	1	141.045000	+23.17361	 6234	 93.1	 2.3	 0.37	  0.01	15.53
717669	1	141.128330	+18.59167	14321	208.8	 2.3	 0.64	  0.01	16.48
717673	1	141.145400	+17.98694	 8472	125.3	 2.3	 0.87	  0.01	15.60
717679	1	141.212490	+17.93750	 8530	126.1	 2.4	 0.53	  0.01	14.96
717682	1	141.232500	+19.14000	 8518	125.9	 2.4	 0.92	  0.01	14.74
717685	1	141.247910	+20.37500	 5978	 89.5	 2.3	 0.36	  0.01	16.64
717686	1	141.253340	+16.31500	15225	221.8	 2.4	 0.32	  0.01	16.43
717687	1	141.255840	+21.87444	11126	163.0	 2.2	 0.61	  0.01	16.13
717688	1	141.264160	+23.44806	 9472	139.3	 2.2	 0.34	  0.01	17.39
717689	1	141.273760	+20.14583	 8551	126.3	 2.3	 0.36	  0.01	14.82
717691	1	141.284160	+20.19305	 6018	 90.1	 2.2	 0.50	  0.01	17.62
717696	1	141.316250	+16.94222	11656	170.8	 2.3	 0.21	  0.01	15.44
717698	1	141.329590	+17.92611	14668	213.8	 2.3	 0.49	  0.01	15.78
717705	1	141.391660	+16.20861	 8503	125.8	 2.4	 0.31	  0.01	15.41
717707	1	141.398740	+16.28583	11610	170.2	 2.3	 0.70	  0.01	15.93
717710	1	141.422090	+23.36139	 9436	138.8	 2.3	 0.66	  0.01	13.23
717714	1	141.452090	+22.48389	 7759	114.9	 2.4	 0.26	  0.01	16.35
717721	1	141.590000	+23.29278	 9566	140.7	 2.4	 0.88	  0.02	16.39
717723	1	141.621250	+21.75833	11112	162.8	 2.1	 0.79	  0.01	14.88
717727	1	141.637500	+21.31833	11674	170.9	 2.2	 0.70	  0.01	15.70
717735	1	141.712510	+23.51028	 9345	137.5	 2.3	 0.73	  0.01	15.24
717737	1	141.725010	+20.83667	 8072	119.5	 2.3	 0.52	  0.01	15.45
717743	1	141.791670	+23.07139	 8820	130.1	 2.3	 0.42	  0.01	15.20
717744	1	141.795840	+18.45611	16169	235.2	 2.2	 0.42	  0.01	17.22
717757	1	141.890000	+21.51805	10907	159.9	 2.3	 0.38	  0.01	14.13
717770	1	142.032910	+18.18611	15294	222.7	 2.4	 0.28	  0.01	15.44
717780	1	142.158740	+16.12056	 6553	 97.9	 2.2	 0.65	  0.01	17.43
717790	1	142.317500	+21.59222	10349	152.0	 2.3	 0.40	  0.01	16.45
717794	1	142.380000	+23.89333	 5495	 80.3	 2.2	 0.85	  0.02	15.58
717801	1	142.466670	+20.07195	14724	214.5	 2.3	 0.94	  0.01	15.60
717802	1	142.500410	+21.39305	10197	149.8	 2.3	 0.95	  0.01	15.10
717804	1	142.528340	+18.70028	 5948	 89.2	 2.2	 0.29	  0.01	16.59
717808	1	142.572910	+22.75444	 6142	 91.8	 2.5	 0.24	  0.01	16.88
717811	1	142.596660	+20.45556	 7894	117.0	 2.2	 0.61	  0.03	17.46
717831	1	142.833330	+16.29583	15121	220.4	 2.2	 0.62	  0.01	14.99
717856	1	143.275010	+23.31333	 7751	114.8	 2.2	 0.94	  0.03	17.71
717860	1	143.314590	+16.38806	14834	216.3	 2.4	 0.62	  0.02	17.42
717863	1	143.335830	+20.92861	10265	150.8	 2.5	 0.61	  0.01	14.45
717864	1	143.347500	+23.79361	14944	217.6	 2.4	 0.21	  0.01	17.53
717883	1	143.625000	+16.55833	 8347	123.6	 2.3	 0.76	  0.01	14.78
717887	1	143.742080	+18.90833	 8225	121.8	 2.3	 0.43	  0.01	16.31
717889	1	143.764570	+18.49417	 2490	 38.1	 2.4	 0.64	  0.01	15.39
717891	1	143.768340	+23.92861	15866	230.7	 2.3	 0.68	  0.02	16.93
717897	1	143.844160	+21.58278	14965	218.0	 2.1	 0.68	  0.02	17.23
717899	1	143.860000	+23.60611	 7717	114.3	 2.2	 0.47	  0.01	16.95
717909	1	143.983730	+21.28139	14895	217.0	 2.3	 0.93	  0.03	17.17
717911	1	143.985820	+20.21611	14353	209.3	 2.2	 0.60	  0.01	15.24
717923	1	144.114180	+23.31889	 8518	125.8	 2.3	 0.42	  0.01	16.47
717937	1	144.317080	+23.93583	 6091	 91.1	 2.3	 0.16	  0.01	16.31
717939	1	144.325420	+19.76833	 7746	114.9	 2.3	 0.82	  0.03	17.41
717941	1	144.338750	+21.07833	11572	169.5	 2.3	 0.44	  0.01	16.91
717945	1	144.400010	+21.39056	10265	150.9	 2.3	 0.70	  0.01	15.28
717946	1	144.403340	+20.84500	11152	163.6	 2.2	 0.83	  0.01	15.69
717947	1	144.402080	+19.71417	 7959	118.0	 2.4	 0.39	  0.01	13.75
717949	1	144.416670	+17.28917	15183	221.3	 2.1	 0.36	  0.01	16.55
717950	1	144.425000	+21.29222	10366	152.3	 2.4	 0.75	  0.01	14.82
717952	1	144.435420	+21.08056	 6056	 90.7	 2.2	 0.22	  0.01	15.61
717953	1	144.439180	+22.59417	 8620	127.3	 2.2	 0.93	  0.01	14.97
717966	1	144.613340	+20.15583	13542	197.7	 2.4	 0.89	  0.01	15.60
717967	1	144.634990	+20.73889	13425	196.0	 2.3	 0.15	  0.01	16.62
717968	1	144.644580	+22.17555	 8627	127.4	 2.2	 0.79	  0.01	16.17
717970	1	144.662080	+18.86917	 8429	124.7	 2.3	 0.31	  0.01	15.22
717981	1	144.807500	+20.50389	13467	196.7	 2.3	 0.71	  0.01	16.02
717983	1	144.837490	+23.57417	 5524	 80.8	 2.3	 0.59	  0.01	15.60
717985	1	144.884160	+20.77667	10951	160.7	 2.2	 0.61	  0.04	17.63
717998	1	145.061260	+20.09750	13532	197.6	 2.1	 0.58	  0.02	17.22
717999	1	145.061260	+23.14778	 7498	111.3	 2.4	 0.55	  0.02	16.70
718003	1	145.139160	+20.58583	 7680	114.0	 2.3	 0.36	  0.01	17.19
718005	1	145.170840	+18.18833	13192	192.8	 2.1	 0.75	  0.01	15.82
718010	1	145.190000	+17.93333	 6884	102.7	 2.3	 0.63	  0.01	17.01
718012	1	145.242510	+21.13000	 6624	 98.9	 2.3	 0.39	  0.01	16.46
718018	1	145.287490	+19.64528	 4570	 67.6	 2.4	 0.29	  0.01	16.40
718019	1	145.289170	+20.68444	11345	166.3	 2.2	 0.59	  0.01	16.03
718023	1	145.397510	+19.06667	 8030	119.1	 2.2	 0.24	  0.01	17.44
718026	1	145.422070	+20.42722	 6983	104.0	 2.3	 0.51	  0.01	16.45
718027	1	145.427920	+17.74889	12873	188.3	 2.2	 0.59	  0.01	15.78
718028	1	145.446260	+18.20917	15003	218.7	 2.2	 0.51	  0.01	17.04
718030	1	145.486660	+16.86000	15275	222.6	 2.4	 0.28	  0.01	17.26
718036	1	145.596650	+23.62695	 6644	 99.1	 2.3	 0.41	  0.02	18.20
718038	1	145.604580	+18.88222	 8557	126.6	 2.2	 0.93	  0.01	16.01
718044	1	145.705000	+19.68278	13541	197.8	 2.3	 0.37	  0.01	17.27
718054	1	146.125000	+20.99944	11048	162.1	 2.1	 0.40	  0.01	16.22
718055	1	146.134990	+19.11917	13417	196.0	 2.3	 0.77	  0.01	16.04
718061	1	146.225850	+21.54444	 8576	126.8	 2.2	 0.20	  0.01	16.70
718073	1	146.403340	+17.00722	13716	200.4	 2.3	 0.44	  0.01	16.02
718076	1	146.444990	+18.56083	 8208	121.7	 2.2	 0.65	  0.01	15.29
718085	1	146.601670	+17.74083	13866	202.5	 2.4	 0.90	  0.02	17.30
718092	1	146.705830	+17.03722	 4478	 66.4	 2.4	 0.88	  0.02	15.91
718096	1	146.778350	+19.18889	10200	150.1	 2.4	 0.47	  0.01	16.10
718097	1	146.778760	+18.90306	 7891	117.1	 2.3	 0.47	  0.01	14.55
718098	1	146.783340	+18.30611	14206	207.4	 2.5	 0.80	  0.02	16.40
718106	1	146.847500	+20.24167	 4760	 70.2	 2.4	 0.51	  0.01	15.50
718111	1	146.905000	+20.26750	 8497	125.7	 2.3	 0.93	  0.01	15.94
718114	1	146.934590	+21.66833	 7452	110.7	 2.3	 0.29	  0.01	13.90
718117	1	146.983340	+20.37222	11989	175.6	 2.3	 0.43	  0.01	15.06
718121	1	147.012510	+21.63111	 7559	112.3	 2.3	 0.83	  0.01	14.82
718127	1	147.094180	+23.63028	 5682	 83.0	 2.3	 0.95	  0.01	15.33
718129	1	147.124180	+23.10806	10355	152.2	 2.3	 0.43	  0.01	16.20
718134	1	147.239580	+17.12889	12932	189.2	 2.3	 0.26	  0.01	16.80
718136	1	147.324580	+17.84583	14919	217.6	 2.4	 0.78	  0.01	14.95
718138	1	147.432920	+21.34083	 3958	 58.9	 2.2	 0.86	  0.01	15.16
718141	1	147.512080	+18.59222	 8164	121.1	 2.3	 0.90	  0.01	15.26
718154	1	147.875410	+17.25917	 8554	126.7	 2.2	 0.36	  0.01	15.09
718155	1	147.928330	+22.93167	 6298	 94.2	 2.3	 0.32	  0.01	16.69
718156	1	147.968340	+17.84278	14861	216.8	 2.3	 0.78	  0.01	16.38
718158	1	148.017090	+17.83222	15035	219.3	 2.2	 0.73	  0.01	15.49
718161	1	148.052920	+17.59333	 8455	125.3	 2.5	 0.87	  0.01	14.94
718168	1	148.190410	+18.93750	12568	184.0	 2.4	 0.64	  0.01	15.15
718169	1	148.194990	+17.89639	13461	196.8	 2.2	 0.20	  0.01	17.25
718170	1	148.209580	+17.31556	10765	158.3	 2.4	 0.90	  0.01	15.96
718179	1	148.281680	+19.79111	 7670	114.0	 2.4	 0.58	  0.01	15.47
718188	1	148.398330	+21.18056	 7294	108.6	 2.3	 0.83	  0.02	17.07
718192	1	148.462080	+18.71556	 8456	125.3	 2.2	 0.14	  0.01	17.06
718195	1	148.491670	+18.22611	10274	151.2	 2.2	 0.62	  0.01	15.67
718204	1	148.562910	+18.28806	11805	173.1	 2.2	 0.67	  0.01	15.01
718205	1	148.614990	+20.79000	 7356	109.5	 2.2	 0.84	  0.01	16.48
718206	1	148.625820	+18.20833	11804	173.1	 2.2	 0.61	  0.01	15.85
718211	1	148.699160	+23.78333	 6361	 95.1	 2.4	 0.71	  0.01	16.40
718220	1	149.020830	+19.85556	 7503	111.6	 2.2	 0.82	  0.01	15.52
718225	1	149.117920	+21.37778	 7183	107.0	 2.3	 0.63	  0.03	17.43
718229	1	149.163330	+17.57472	10705	157.4	 2.4	 0.38	  0.01	15.36
718233	1	149.270830	+20.46222	 7600	113.0	 2.3	 0.44	  0.01	15.68
718235	1	149.299990	+23.11833	 8633	127.6	 2.3	 0.20	  0.01	16.57
718237	1	149.377500	+23.60945	 5475	 80.1	 2.2	 0.69	  0.01	15.06
718242	1	149.522080	+18.07445	16056	233.9	 2.3	 0.88	  0.01	15.91
718245	1	149.567500	+21.08889	  651	  9.5	 2.2	 0.78	  0.02	15.65
718246	1	149.619570	+18.40222	11605	170.3	 2.2	 0.63	  0.01	15.99
718250	1	149.724580	+18.61889	 7554	112.4	 2.3	 0.55	  0.01	15.25
718251	1	149.735410	+21.84333	 7118	106.0	 2.1	 0.50	  0.01	15.86
718255	1	149.805420	+17.81055	 7802	116.0	 2.4	 0.29	  0.01	16.32
718256	1	149.821260	+17.74389	 7397	110.2	 2.3	 0.52	  0.01	16.59
718257	1	149.858750	+18.18833	12125	177.7	 2.2	 0.27	  0.01	17.18
718260	1	149.940000	+20.66333	 8017	118.9	 2.5	 0.83	  0.01	15.07
718261	1	149.948350	+19.59417	 4968	 73.2	 2.2	 0.56	  0.01	16.61
718263	1	149.965840	+22.28305	 7977	118.3	 2.2	 0.80	  0.02	16.96
718264	1	149.972500	+18.59694	16513	240.4	 2.3	 0.87	  0.01	15.30
718268	1	150.130830	+21.00194	 8955	132.3	 2.3	 0.54	  0.01	14.90
718269	1	150.157090	+21.60250	 7132	106.3	 2.2	 0.37	  0.01	15.85
718278	1	150.394580	+19.96667	 4938	 72.8	 2.3	 0.15	  0.01	16.36
718280	1	150.433330	+17.96861	 7860	116.8	 2.3	 0.14	  0.01	16.63
718289	1	150.567930	+19.21556	 4993	 73.6	 2.4	 0.68	  0.01	14.29
718293	1	150.689590	+21.67917	 8545	126.5	 2.3	 0.44	  0.01	14.19
718302	1	150.880420	+21.16861	13603	198.7	 2.3	 0.23	  0.01	16.19
718304	1	150.943330	+23.52861	13495	197.1	 2.4	 0.46	  0.01	14.47
718307	1	150.973750	+22.19278	13496	197.2	 2.4	 0.71	  0.01	15.33
718309	1	150.980000	+23.25139	 6808	101.6	 2.3	 0.56	  0.01	15.97
718324	1	151.312910	+20.04444	 7246	108.0	 2.2	 0.18	  0.01	16.21
