#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-06-05T23:06:22 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-06-05T23:06:22	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/199/26&-out=RAJ2000,DEJ2000,cz,Ktmag&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_21990026
#Name: J/ApJS/199/26
#Title: The 2MASS Redshift Survey (2MRS) (Huchra+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/apjs/199/26	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/199/26	    IVOID of underlying data collection
#INFO	creator=Huchra J.P.	    First author or institution
#INFO	cites=bibcode:2012ApJS..199...26H	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/199/26	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21990026	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-09-19	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_199_26_table3:
#Name: J/ApJS/199/26/table3
#Title: 2MRS catalog
#Column	RAJ2000	(F9.5)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	cz	(I5)	? Redshift, corrected to solar system barycenter reference frame	[ucd=phys.veloc;pos.heliocentric]
#Column	Ktmag	(F6.3)	Extinction-corrected total extrapolated Ks mag	[ucd=phot.mag;em.IR.K]
RAJ2000	DEJ2000	cz	Ktmag
322.21326	-01.07005	15452	11.558
326.65594	+33.73637	12885	11.625
327.42520	-59.08907	17435	11.651
328.78137	+21.45712	21785	11.280
337.50595	-65.17986	18952	11.571
339.31464	+40.49586	17397	11.661
353.95502	+16.82466	20554	11.480
355.60959	+51.31567	13521	11.533
358.93829	-01.25547	 9523	11.208
000.68832	-32.22675	 8041	11.623
001.85809	-37.45020	 8529	11.595
002.84041	+52.52882	31275	11.387
013.80832	-11.25931	16478	11.402
023.64479	-03.34319	 5656	11.645
033.22931	+35.09008	14022	11.541
033.54103	-68.15992	18779	11.621
036.48610	-04.31587	 5519	11.422
052.80097	-52.59907	16980	11.524
061.52058	+07.06032	 5549	11.404
064.67319	-52.65599	13911	11.574
070.50813	-09.76856	25125	11.354
082.40746	-28.99270	17649	11.633
086.27058	-25.79452	10730	11.663
099.70826	-38.66269	16828	11.620
100.91727	-37.41108	16606	11.381
117.06826	-01.46661	 3520	11.658
121.39215	+10.39341	10183	11.153
125.56525	+56.29356	13494	11.647
134.05922	+11.78503	19745	11.620
138.71855	+79.19623	 1957	11.481
147.36093	+46.99860	 9886	11.605
153.16168	-02.83360	13041	11.645
155.11116	+46.80461	 9111	11.626
159.33879	-11.36966	15482	11.642
167.73672	+27.09704	10733	11.619
172.19301	+52.24850	14530	11.659
172.42064	+65.21692	11571	11.657
184.54146	+62.80202	14895	11.514
188.20830	-15.46663	18254	11.627
190.66234	+48.53597	11874	11.609
199.39053	-22.85188	12500	11.514
208.29669	+35.57927	11915	11.642
212.86966	-42.84799	15868	11.573
224.63997	+47.49754	25620	11.259
226.50806	-79.98231	20314	11.677
227.22173	+75.17749	 7283	11.630
231.81279	+28.78896	10299	11.543
232.29808	-71.15884	19330	11.587
233.30415	+31.30502	16170	11.492
240.06885	+16.14549	10117	11.664
248.49576	-03.40226	 6892	11.656
249.60013	-20.25262	16099	11.607
254.25395	-06.84946	 8495	11.542
261.17004	+69.82834	11696	11.665
264.74106	+35.30329	13233	11.376
274.27008	+19.60644	16883	11.628
282.99585	+78.93357	12527	11.676
287.29974	-23.32089	12421	11.628
290.64166	-23.30896	19388	11.399
300.52509	-34.82919	11978	11.629
304.30219	-52.11621	 5728	11.648
316.30548	-10.60475	 8356	11.683
318.33673	-47.95339	 9607	11.563
319.15271	-07.53717	 8218	11.653
329.13150	+41.24862	19949	11.629
331.70889	-47.28339	17395	11.480
333.08408	-58.44595	20541	11.356
338.76544	+01.84861	18126	11.436
340.89053	-21.06396	 9894	11.548
359.90646	+41.82038	16727	11.593
000.18737	+08.15806	11766	11.646
004.10768	-27.11793	16789	11.557
004.49932	+24.56304	 5794	11.551
016.72526	+01.94554	 4708	11.647
022.85354	-03.93264	17082	11.571
026.77782	+23.64328	11833	11.525
032.57468	+31.52658	14268	11.606
035.12519	+48.44747	 7232	11.677
035.35736	+18.67354	21147	11.395
039.49355	+34.24118	 3677	11.193
039.59628	-11.73926	 8063	11.573
044.02131	+49.37280	10446	11.575
045.91432	+27.44694	10804	11.510
054.73890	-16.72438	11220	11.364
055.31079	+39.45383	12808	11.622
057.32220	-53.40568	21001	11.524
063.42714	-79.42619	16693	11.273
064.11713	+00.68637	21982	11.396
070.64693	-47.49872	14138	11.564
080.24200	-22.31607	 9741	11.661
081.80927	-41.42377	14063	11.598
082.11565	+63.21067	20795	11.520
089.40916	-18.59363	10451	11.374
094.36006	-36.96931	 9425	11.439
105.88660	-66.11055	12364	11.526
125.96621	-15.02250	 4674	11.609
126.29025	-02.56898	11824	11.631
131.45036	-69.19137	 7243	11.653
166.01715	-14.44329	19774	11.395
167.71420	+10.08811	20691	11.637
173.39458	-02.27993	12097	11.652
173.53885	-01.59511	 6763	11.489
174.27531	+11.87717	10731	11.675
176.58206	+35.00370	 9842	11.614
182.48375	-41.67383	18764	11.506
183.25093	-52.54401	 8299	11.660
188.95306	+29.19407	19039	11.595
191.13550	-32.82583	16042	11.547
195.70576	+43.21481	14019	11.489
208.25798	+39.58057	 2501	11.170
214.25337	+17.08858	11586	11.595
214.96513	+17.83681	 5545	11.607
218.14914	-36.07495	16338	11.615
225.16472	-44.43233	10043	11.547
228.79794	-12.23078	 6157	11.515
244.94165	+52.55370	19015	11.587
258.26505	+40.47812	 9645	11.303
273.80878	+23.01426	 6023	11.423
275.63498	+39.26358	15985	11.620
288.22955	-40.00414	 5405	11.537
299.15350	-32.03819	 6085	11.617
313.67529	-52.12783	13112	11.668
330.41101	+09.98190	 7792	11.538
352.00345	+47.39956	 7298	11.595
352.08371	+35.30208	10030	11.614
004.55345	+08.56227	19725	11.518
008.18505	+30.75069	 6120	11.325
009.53057	-25.06754	19952	11.607
010.34441	+08.31750	12656	11.606
010.78388	-46.36511	14663	11.590
015.07547	-17.09235	 9130	11.562
029.12704	+37.33559	 5497	11.433
030.97933	-16.60629	15744	11.685
032.05032	+27.93005	 8418	11.695
032.55117	-46.07359	13308	11.567
036.39127	+42.13448	 4451	11.602
047.79708	-11.24265	 9126	11.558
054.70766	+09.82503	10060	11.499
059.50352	-51.56777	10902	11.635
064.48685	-13.99040	 9391	11.615
065.91374	-31.19578	17557	11.556
069.13971	-30.64030	14611	11.483
071.05961	-62.61229	 5242	11.488
079.22816	-63.60937	18050	11.562
084.74064	-47.98137	10335	11.398
110.68633	-59.54138	11901	11.583
115.38399	+51.68835	20236	11.600
123.14240	-06.92650	13010	11.524
125.51499	+08.75265	 4144	11.477
134.10684	-24.77518	 9761	11.657
143.31953	+33.90569	 8075	11.582
143.37236	+00.65911	15293	11.495
151.80374	+47.67482	15459	11.653
157.54013	+44.12245	 8721	11.619
167.08449	-11.80332	16507	11.619
172.11830	-20.08274	19139	11.480
181.24573	+32.39112	16205	11.602
202.67516	-31.57458	15215	11.375
203.68645	+33.89040	 6955	11.593
212.70987	+19.05517	19900	11.522
217.41058	+10.58415	10176	11.535
218.85994	-40.34225	15478	11.661
220.66914	-41.20797	16181	11.463
224.90941	+13.21499	12744	11.480
227.80441	-45.30128	 9802	11.651
232.66269	+03.49398	25936	11.180
235.19218	+55.14082	15458	11.650
237.25211	+71.23830	 7442	11.548
237.71196	+28.26455	22468	11.399
265.59457	+38.91734	12867	11.662
272.64429	-45.88451	19550	11.605
299.95026	+60.97115	12094	11.615
302.86237	-38.19755	 5613	11.547
307.65103	+55.31617	 2847	11.648
312.86557	-39.61575	12598	11.638
324.11069	+40.25306	 9623	11.692
326.25238	+36.43710	 8045	11.678
333.66055	-29.09454	18037	11.578
341.77493	-77.70598	17219	11.629
346.64655	-31.92788	18213	11.407
351.68509	+47.31240	 7262	11.666
008.82722	-44.08049	 7413	11.319
011.77520	+38.08017	10843	11.570
023.01816	-33.80290	20488	11.482
031.52255	+07.77913	14917	11.592
031.56821	-41.52309	 5299	11.283
045.55144	+27.16614	11083	11.646
056.00271	-35.59135	18293	11.615
066.58913	-06.21629	18287	11.431
067.97689	-11.83438	14678	11.622
088.76827	-31.62636	 9203	11.447
098.63820	-59.24918	16691	11.235
099.75192	+57.38270	 7963	11.665
100.61836	-31.48863	13382	11.522
100.91491	-40.99960	11002	11.668
105.51893	+37.77063	 8304	11.566
107.99384	+23.90321	18813	11.406
110.74830	+48.90471	14795	11.394
112.03352	+28.93035	10431	11.595
125.78473	-13.23667	17553	11.529
131.82759	+02.76228	 8536	11.245
132.11008	-18.80057	17236	11.613
140.28548	-24.63655	10009	11.394
143.91501	-26.09702	15586	11.678
147.76552	+47.16775	 7680	11.567
149.86395	-64.73097	 1728	11.738
151.59349	+52.81333	13555	11.423
160.34000	-70.79863	17072	11.545
163.93748	+45.40037	19117	11.445
170.26993	+31.25222	 7113	11.513
170.58810	+46.43052	 9674	11.576
179.33972	-15.29475	10924	11.642
180.64122	+20.81556	 6672	11.616
181.35376	-21.39920	 9575	11.597
181.73860	+10.28390	15447	11.551
186.40735	-50.86657	12245	11.597
189.91014	-74.14240	18073	11.457
202.82901	-29.34847	15910	11.262
211.73929	-21.92531	 6332	11.689
220.19209	+03.09881	 7549	11.677
221.12245	-40.03144	19820	11.577
221.91251	-17.41602	14460	11.638
227.64986	+54.38736	11497	11.547
227.92012	-02.97636	11099	11.622
243.25417	+44.35999	19555	11.688
274.20654	+41.46085	16936	11.627
274.29221	+70.39863	26098	11.428
292.87061	-40.33971	22718	11.505
301.51022	+06.21808	15348	11.653
311.45349	-56.83447	12500	11.636
325.94846	-08.77176	15278	11.567
347.84085	+20.01061	11114	11.498
001.97806	+20.41091	 7865	11.740
022.09343	-65.27087	 1645	11.552
022.69563	-42.46196	 7341	11.647
024.22327	-05.01269	11691	11.596
042.24080	-02.50167	12970	11.461
045.32541	+44.39368	10262	11.635
054.64936	-26.51983	12647	11.568
056.15270	-11.80076	 9366	11.532
078.72106	+06.25118	 8954	11.526
098.14474	+40.20798	 6377	11.648
116.30884	+11.06332	 4897	11.505
117.46838	+50.77125	 6358	11.533
124.19468	-10.79174	13487	11.619
124.21850	+37.34140	24667	11.431
125.99454	-06.89500	 6503	11.577
128.52678	-18.43542	10335	11.632
164.56345	+01.61605	11789	11.444
167.45155	+03.40225	12138	11.571
173.32710	-32.07804	 8973	11.475
187.82437	-08.31100	10171	11.649
193.44841	-48.22219	11941	11.599
195.68326	-26.94103	 4813	11.663
198.35652	-47.51007	15186	11.550
199.78238	-37.23466	14984	11.516
203.11870	+18.04540	 6788	11.421
219.54384	-33.45427	11691	11.571
229.41776	+07.16552	10920	11.677
236.40628	-16.90582	11470	11.648
238.26065	+12.00533	10474	11.580
260.22211	-13.70093	11134	11.552
269.12836	+15.54892	10410	11.592
295.80676	+71.99571	23278	11.500
310.38779	-41.70735	11133	11.609
314.35361	-77.65475	21487	11.674
316.47107	-26.12182	12124	11.639
317.05695	+27.23561	14575	11.505
317.52710	+12.05616	 9047	11.303
325.75894	-72.65977	13692	11.528
330.16946	+19.66795	 7423	11.555
331.50583	-22.70415	17429	11.518
333.18613	-38.17140	11038	11.620
334.41367	+49.22457	10514	11.477
334.63245	+29.24407	 6412	11.167
339.08484	-24.27789	10392	11.633
352.41385	+85.86072	11092	11.547
356.84225	+30.26780	 9588	11.652
359.96432	+73.46849	11995	11.623
002.57922	-45.44998	12431	11.473
012.20195	-13.10738	 8724	11.589
014.68233	-76.79662	11667	11.550
018.41456	+38.17245	 8682	11.631
043.58970	+51.89219	17178	11.483
044.43122	+05.86569	 8309	11.609
046.40281	+04.99440	 8603	11.473
050.90663	+09.31632	11329	11.448
055.80330	-16.66368	11067	11.641
061.30353	-74.22482	18170	11.542
064.24187	-12.15061	 8879	11.596
083.71021	-58.05172	11276	11.656
096.58231	+23.33819	 4545	11.192
097.38168	+65.06116	 6235	11.641
100.30713	-21.05078	16594	11.695
109.12766	-56.12930	18332	11.602
128.14536	-05.65520	 5931	11.605
131.86215	+19.53673	16445	11.341
138.68105	+49.78631	 8735	11.640
145.20735	+11.55287	 6711	11.586
160.72517	+28.43302	16506	11.441
161.22992	-46.75257	13801	11.694
164.12163	-48.60942	 4833	11.319
173.25226	-16.35081	 6663	11.559
180.30980	-03.67804	 5840	11.658
186.79192	+26.95744	 7670	11.646
192.30022	-41.54456	 2864	11.521
194.69479	+32.19212	15654	11.536
196.12614	-28.38986	 5317	11.395
211.64142	-33.58730	15772	11.273
218.54440	+12.69221	 9287	11.627
221.60883	+23.85272	14376	11.539
223.24060	+16.69711	13189	11.443
243.56998	+27.20982	13877	11.620
273.96805	+66.26839	14655	11.689
289.45685	-16.31108	12230	11.651
302.34457	-33.93514	25531	11.393
311.68582	-01.36884	 7593	11.624
312.06900	-55.94246	10777	11.656
312.84000	+18.97801	 8621	11.639
314.15244	-51.56124	14582	11.599
320.68906	-22.28794	16398	11.585
327.35687	-60.81762	 8446	11.453
331.31430	-01.12596	 9493	11.350
332.93011	-28.80159	17918	11.345
354.40717	+09.16599	12155	11.547
007.53378	-36.88003	 7442	11.558
016.88524	+18.92943	19566	11.493
017.25510	-72.48489	19080	11.409
021.17048	-21.56888	 8751	11.703
021.31824	-08.87368	14745	11.552
050.15018	+08.02546	14598	11.561
065.79170	-07.21482	 9309	11.663
069.43817	-29.70115	13175	11.672
075.57496	+07.63618	11317	11.489
076.00681	+08.75391	14041	11.597
094.05811	-51.93614	10529	11.450
101.61631	-21.54692	 7830	11.451
114.27396	+07.98976	 9704	11.651
119.39911	-01.55186	15933	11.447
135.03903	-07.23311	 9230	11.684
147.29510	-20.36473	 4709	11.623
163.94897	+09.72436	 9802	11.658
171.04819	+34.04695	13020	11.442
172.16080	+27.39698	 9563	11.403
172.23145	+03.40914	15365	11.546
172.46326	-12.37223	 6574	11.660
174.50534	+02.76954	14160	11.522
181.82701	+20.58376	 7334	11.660
189.21344	+45.65123	 9097	11.648
202.09253	-27.56512	12991	11.569
204.48630	-24.12563	 9115	11.252
207.38153	+28.00043	22903	11.394
221.66641	+85.13798	14492	11.507
221.66968	+10.16515	15823	11.607
231.39053	+05.91899	12631	11.609
236.53682	+08.79296	11544	11.396
247.94064	-61.75906	16090	11.679
252.71304	+39.59822	10190	11.557
254.72980	+36.52207	 9634	11.585
254.93382	+42.53956	 8240	11.407
257.35934	-21.27901	 6471	11.468
258.99869	+43.89769	 8399	11.653
259.21838	+38.67302	10772	11.657
264.98657	+35.43581	13037	11.603
266.38303	+40.49773	12739	11.545
268.03806	+13.23437	 9965	11.215
281.01001	+45.55825	27491	11.640
304.93466	-44.80225	16663	11.604
309.60236	+20.65642	 6970	11.669
310.84976	+16.98732	 5919	11.458
315.81262	+35.95647	 8007	11.418
324.33295	+19.79155	 5047	11.631
326.93100	-26.13860	 9110	11.576
001.29856	+04.11290	12156	11.638
005.48277	-15.98408	 8068	11.583
022.17229	-33.82617	 9039	11.387
029.69903	+45.98705	 6538	11.646
029.80238	-21.63512	11491	11.663
030.67461	+19.12580	20103	11.317
036.04314	+45.05389	15725	11.576
036.58150	+46.25180	 9306	11.431
038.79195	+32.65228	 9770	11.673
044.01102	-16.48768	 9551	11.563
048.02138	+32.27672	11796	11.653
049.11975	-55.57039	21526	11.281
050.82295	+07.68389	 8340	11.541
054.98836	+15.43682	 8297	11.624
058.41877	-26.58991	 9897	11.572
063.88168	-52.71165	11303	11.531
066.87962	+74.98465	18753	11.496
070.25593	+23.06610	18134	11.315
075.91160	-29.61197	18414	11.588
076.84564	+19.33142	 7510	11.600
077.20666	+17.19705	 5198	11.593
080.53773	+17.81359	 5892	11.656
084.78432	-26.34528	12152	11.635
106.85780	-49.21408	13013	11.562
113.98617	+17.78437	15731	11.693
115.07542	+28.46442	 6659	11.563
120.84048	+06.99883	10093	11.657
121.31157	+37.47256	 9862	11.581
133.36969	-20.62796	 3199	11.582
136.27051	-71.08850	11512	11.623
137.23726	+52.26339	18443	11.547
138.40717	-19.37878	13438	11.674
139.60101	+33.86748	 6607	11.435
143.30093	-18.00615	16085	11.669
149.43701	-15.02608	 9386	11.701
153.92560	+07.32801	 3752	11.580
155.68965	+19.78820	11696	11.591
158.72577	-35.53316	12877	11.640
162.19508	+26.77005	 6452	11.672
172.29056	-01.71163	13511	11.563
177.23335	+15.89024	17082	11.624
178.92091	+64.50006	12325	11.635
180.82227	-07.96301	19159	11.642
181.82182	-11.08807	14438	11.547
181.86198	+06.35413	 9249	11.712
193.97995	-30.72140	16713	11.593
195.20811	+27.40574	 6618	11.444
197.40746	+59.29409	 9640	11.532
205.70265	+29.70578	13150	11.573
208.37616	+69.29442	 9282	11.647
209.05096	+36.78221	18767	11.450
215.01541	-49.59509	27407	11.585
217.66673	-26.43245	23140	11.389
223.73915	+78.10999	20325	11.583
235.34479	-19.17167	 6956	11.687
241.45647	+18.53550	11139	11.632
247.00931	-10.13680	 8402	11.622
250.15994	+33.93111	11264	11.634
283.79504	+72.96893	16695	11.539
288.92148	-62.32995	 3655	11.462
299.55331	-55.68126	 5141	11.554
307.65195	-84.49028	14910	11.632
356.08093	+28.49776	 9121	11.584
358.11374	+50.32598	13077	11.688
002.98006	-28.73065	19925	11.673
004.27962	-34.51676	15387	11.700
013.71931	-04.61759	20668	11.567
018.55980	+16.03469	18325	11.444
022.27794	-07.64167	17016	11.585
030.25637	-05.63504	 5635	11.602
032.84086	-25.01942	 9724	11.612
046.14959	-13.50943	14456	11.327
059.68427	+16.40368	15794	11.587
067.27125	-34.57257	14008	11.663
075.76700	+23.00033	19184	11.571
122.23297	-82.67463	19892	11.618
127.37412	+26.54999	16990	11.279
134.29347	+42.75643	 8426	11.618
149.25250	+59.96884	 9293	11.457
159.65773	+11.21761	16123	11.682
177.92804	-31.26870	16262	11.588
192.34309	+09.81770	13572	11.619
207.76239	-34.93978	15045	11.541
208.03322	-30.45165	 4691	11.623
208.31918	-37.35505	10766	11.624
216.89850	+02.95446	 7097	11.630
227.30984	-31.63613	 6281	11.541
228.86412	+03.93927	23932	11.612
241.38289	+28.41613	10277	11.630
242.82156	+81.30800	 7945	11.609
266.56204	+66.85260	12392	11.523
276.67874	+34.33164	 8005	11.713
296.45142	+46.07553	 8187	11.664
304.08954	-31.69207	12019	11.468
309.29694	+23.44080	10444	11.654
315.18268	-41.07356	14956	11.658
318.64780	-43.44456	14084	11.561
324.57025	-27.55787	 8991	11.438
327.00009	-17.51732	10366	11.665
328.34036	-68.95364	 8200	11.543
334.29077	-81.24596	11768	11.653
335.75580	+30.92480	 6705	11.372
346.76984	-50.41949	14289	11.561
348.51331	+08.99250	 4538	11.370
356.46875	-23.73155	10004	11.671
001.78222	-41.47708	13564	11.673
006.29676	+42.06498	20423	11.621
011.14342	-08.34683	 5995	11.512
012.18638	-64.98723	11287	11.673
023.04767	+46.44764	12363	11.691
036.25259	+19.70251	10593	11.593
046.83091	-60.48821	20143	11.525
063.86782	-68.12747	18943	11.625
066.09141	-09.08471	17469	11.513
080.00419	-01.64760	10165	11.639
084.09518	-61.57455	14949	11.595
088.30542	-39.51972	12228	11.426
099.90259	+20.74260	 5374	11.575
103.16196	+28.22251	10720	11.620
117.66116	+07.86452	17667	11.459
143.80975	+00.40916	 7638	11.525
157.09502	+78.17800	10912	11.622
158.63347	+10.32166	 9829	11.638
161.38179	-40.49532	23582	11.382
178.90364	+01.23731	 1885	11.234
181.55615	+45.33372	22993	11.615
183.21909	-25.51790	23792	11.475
189.98259	-13.37456	 8019	11.683
201.11571	-46.47960	17341	11.317
208.00150	-13.77801	17600	11.609
213.29025	+27.37039	16560	11.542
232.34613	+07.61745	12905	11.628
243.90352	-28.84656	19924	11.575
246.57819	+43.40751	 9450	11.642
247.88879	+05.08446	11636	11.614
251.72069	+34.40994	 9290	11.682
253.59222	-16.81025	 8336	11.650
254.12248	-65.49314	17028	11.388
259.04874	+44.06574	 8921	11.627
261.16422	+45.49239	 9001	11.484
273.53360	-51.34422	23019	11.624
280.85785	-65.15070	 6124	11.699
292.67960	+62.80753	25270	11.560
317.33063	-14.08334	 8362	11.571
317.85559	+14.24167	 8836	11.617
323.72028	-46.69249	 6600	11.671
341.36685	+22.44164	 7813	11.669
345.42993	-31.44351	 9606	11.666
357.52063	-35.74733	12853	11.491
358.23865	-33.94368	17356	11.628
359.20731	-34.71358	14857	11.635
022.39054	+17.29812	13065	11.542
048.88990	-15.87932	24977	11.606
050.56858	-20.76783	10472	11.625
084.99031	-26.46578	11835	11.620
090.52465	+63.14840	12889	11.557
095.31850	+63.07862	12365	11.697
102.04697	-47.45330	12045	11.592
103.55031	+28.32825	18823	11.587
104.33378	+73.49283	12351	11.676
118.14515	-05.77682	16250	11.331
136.36981	+22.60224	10838	11.588
152.83472	-30.75199	 9039	11.616
159.50505	-27.45120	 5231	11.690
160.29918	-29.15308	 3751	11.611
162.07957	-03.58848	 6625	11.660
173.52805	+25.55973	21180	11.221
188.53423	-09.79768	 5189	11.669
189.18867	+43.64357	21664	11.461
190.86955	+29.46675	 9357	11.616
193.41267	-38.44880	 8184	11.664
204.40208	-20.01844	12905	11.553
208.85112	+25.29158	11039	11.659
218.86472	+32.14825	10288	11.582
234.13455	+41.79932	12410	11.526
239.62395	-05.14306	 9081	11.673
244.51457	-34.18231	14960	11.686
246.50053	-60.59296	 5557	11.632
255.24847	+29.41884	 9548	11.481
255.94366	-74.42854	21004	11.211
273.42328	+18.80005	 3301	11.546
293.98462	-56.01070	12126	11.613
294.46509	-49.76601	12176	11.639
297.85089	-50.41000	19806	11.624
298.83560	-05.86275	13526	11.634
308.14517	-02.42719	 8834	11.620
312.28604	-53.05079	13741	11.663
316.25726	+15.83332	 8579	11.235
332.42673	+18.70501	 7368	11.685
356.27380	-26.67994	15649	11.665
006.35524	+09.71732	11712	11.663
014.21620	+00.00588	13437	11.607
019.75813	+43.51169	15777	11.655
032.62322	+10.24950	18443	11.321
032.70252	+34.98452	13293	11.325
036.37660	+38.17157	10302	11.582
042.16392	+13.25946	 9012	11.679
043.03293	+41.57983	 4573	11.653
043.60989	+32.49021	10236	11.661
046.41367	+36.04029	17193	11.537
050.74338	+24.86877	11245	11.562
053.47675	-06.58161	12819	11.693
053.69635	+38.28208	22675	11.533
055.07487	-09.69654	 9787	11.604
055.24536	+39.40297	 6189	11.537
055.50570	-39.33230	12583	11.678
068.96682	-13.32976	10301	11.521
074.26321	-32.17127	12233	11.681
074.98477	-64.37730	17162	11.613
090.83097	+09.67187	12309	11.328
100.99647	-29.09263	12479	11.679
112.55661	+24.49166	 9601	11.393
123.19173	+39.35650	20350	11.585
143.08083	+00.31601	 3752	11.535
148.98347	+53.69365	12978	11.610
152.45723	-84.50851	12224	11.337
153.82964	+28.46002	 6278	11.606
162.95892	+77.57195	10595	11.618
162.96526	+69.85110	12016	11.661
165.68240	+05.38119	18217	11.511
169.91588	-03.30529	 7845	11.602
172.76414	+25.19832	 9585	11.707
177.22705	-33.34479	 8613	11.675
178.87764	-01.26141	 5779	11.657
182.08113	-46.31226	10192	11.440
182.47446	+00.92845	 5899	11.681
185.17003	+19.10676	13543	11.535
190.49954	-39.81705	15713	11.278
194.89131	-19.40028	 6242	11.499
198.37357	-32.99432	15874	11.668
202.65874	+40.89868	16448	11.673
203.68166	-00.89825	25580	11.345
207.86055	-38.33431	10246	11.650
214.65756	-35.14198	11651	11.572
216.97264	-45.70332	22421	11.517
222.25810	-09.54202	 7774	11.583
225.48689	+15.07342	 7783	11.670
234.36749	+13.16920	 8266	11.660
265.99097	+19.58592	25183	11.550
269.56830	+14.97811	10516	11.384
284.24884	+30.15412	24060	11.193
284.45334	+37.99915	17757	11.655
295.76227	-81.26636	16622	11.654
296.97699	+49.75209	10414	11.561
306.09076	+12.57766	 4528	11.549
306.56198	+19.39816	 5673	11.665
325.36844	-59.69574	19264	11.645
331.79654	-12.20439	12526	11.606
338.08353	-80.05536	11078	11.509
340.02420	-06.59276	21721	11.617
344.46161	+16.76292	10900	11.702
349.45325	+16.71143	11562	11.482
351.85358	-12.28516	18958	11.514
353.00412	+44.70885	 4734	11.510
010.81363	-56.32720	 8810	11.692
012.18856	+28.05520	 5075	11.596
014.34163	-12.29125	16166	11.637
015.93812	-08.96206	11535	11.632
020.47099	-37.31152	 9645	11.662
020.72118	+33.41360	 4018	11.404
027.42411	-58.63055	11274	11.580
030.99306	-02.51536	11660	11.597
033.69351	+07.45394	17698	11.533
038.37075	+40.22705	16788	11.653
044.67640	-03.01648	15557	11.654
046.21740	+76.25733	27769	11.587
046.24179	-22.31225	13766	11.689
050.85858	+39.10992	12321	11.642
063.29779	+06.55838	 8170	11.533
063.75698	-60.99615	16755	11.399
068.82238	-01.73122	 9824	11.615
070.01408	-51.14585	11065	11.649
075.40936	-34.11009	19716	11.501
080.66653	+07.54632	 8861	11.672
081.22091	+73.79542	 4650	11.655
081.86346	+07.48126	 5584	11.638
090.18025	-68.66952	11305	11.672
096.28477	-49.11475	14432	11.270
103.98843	+16.47015	 7611	11.589
111.24093	-27.53244	 7302	11.665
112.78374	-62.83449	10800	11.630
116.43918	-02.00170	15956	11.641
128.74432	+69.01254	11649	11.560
131.34854	-57.09456	17886	11.628
132.72107	+55.41898	 9140	11.532
135.34363	-01.85397	 5760	11.639
139.57111	+55.68247	14220	11.635
146.10323	+74.07046	10731	11.617
147.78400	+26.28666	15438	11.545
163.69804	-10.02024	 8552	11.685
167.77122	+57.14225	13994	11.423
170.40926	+61.08691	13893	11.657
171.37173	+57.02042	16751	11.261
197.29407	-40.90831	 2538	11.622
200.36035	-08.19120	14500	11.581
206.95805	-33.18356	10513	11.716
212.21034	-30.25859	 7148	11.657
220.55739	+08.67674	10208	11.643
226.49765	+27.32437	24496	11.394
229.33229	+20.53732	20673	11.586
238.07024	-09.28731	17547	11.626
238.68698	+45.33836	11818	11.265
239.79271	+05.22450	16102	11.665
241.53044	+17.46085	10699	11.467
244.67183	-15.70335	13225	11.524
271.04266	+10.19757	10706	11.411
282.00601	-63.18988	 4043	11.523
303.42920	-16.91287	20672	11.255
307.40652	-43.84107	 6714	11.512
311.87256	-30.17072	11851	11.679
328.75043	-75.75224	13357	11.676
343.64288	+44.10013	19496	11.639
350.45499	-16.71916	 5904	11.513
353.97937	-40.72563	15758	11.362
359.57190	-30.11146	 8981	11.494
003.04525	-19.49407	16018	11.601
004.08229	+23.58935	18356	11.314
008.56739	+01.67024	17948	11.680
018.15953	+20.42750	22137	11.623
020.07513	+21.48746	18714	11.360
022.34817	+16.57362	13135	11.583
022.56802	+20.59990	14389	11.693
023.61856	-50.56851	22600	11.564
030.70024	+26.58134	14595	11.321
037.01996	+41.20480	18902	11.680
044.97600	+44.48203	10270	11.678
045.11018	+44.63590	16358	11.396
045.77295	-22.21713	19915	11.510
049.27781	-06.50222	 4008	11.630
052.88061	-27.47970	20232	11.515
062.98154	-59.16563	14331	11.503
