#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-07-16T12:34:24 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-07-16T12:34:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/416/2840/catalog&-out.max=999999&-out=Name&-out=Ksmag&-out=Vcmb&-out=c11.5&-out=c12.5&-out=M1&-out=M2&-out=Ref&-out=_RA&-out=_DE	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74162840
#Name: J/MNRAS/416/2840
#Title: The 2M++ galaxy redshift catalogue (Lavaux+, 2011)
#INFO	ivoid=ivo://cds.vizier/j/mnras/416/2840	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/416/2840	    IVOID of underlying data collection
#INFO	creator=Lavaux G.	    First author or institution
#INFO	cites=bibcode:2011MNRAS.416.2840L	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2011	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/416/2840	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74162840	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-07-15	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_416_2840_catalog:
#Name: J/MNRAS/416/2840/catalog
#Title: *The 2M++ catalogue
#Column	Name	(A16)	Name of the galaxy as given in the 2MASS-XSC database (Cat. VII/233), or ZOA fake galaxy	[ucd=meta.id;meta.main]
#Column	Ksmag	(F5.2)	Apparent magnitude in band K_S as defined in Section 2.2.	[ucd=phot.mag;em.IR.K]
#Column	Vcmb	(I5)	Total apparent velocity in CMB rest frame (G1)	[ucd=phys.veloc;pos.cmb]
#Column	c11.5	(F5.2)	Redshift incompleteness at magnitude K2M++<=11.5	[ucd=stat.fit.param]
#Column	c12.5	(F5.2)	? Redshift incompleteness at magnitude KM2++<=12.5 (2)	[ucd=stat.fit.param]
#Column	M1	(I1)	[0/1] Flag to indicate whether this galaxy lies in the non-exclusion region covered by the SDSS	[ucd=meta.code]
#Column	M2	(I1)	[0/1] Flag to indicate whether this galaxy lies in the non-exclusion region covered by the 6dFGRS	[ucd=meta.code]
#Column	Ref	(A19)	Reference bibcode ("zoa" for fake galaxies in the Zone of Avoidance)	[ucd=meta.bib.bibcode]
#Column	_RA	(F9.5)	Simbad column added by the CDS	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Simbad column added by the CDS	[ucd=pos.eq.dec;meta.main]
Name	Ksmag	Vcmb	c11.5	c12.5	M1	M2	Ref	_RA	_DE
ZOA0001467      	11.21	17936	 1.00	 0.79	0	1	zoa                	280.02000	-42.17000
ZOA0001468      	12.48	13017	 1.00	 0.78	0	1	zoa                	284.05000	-41.98000
ZOA0001469      	12.32	 9963	 1.00	 0.79	0	1	zoa                	279.34000	-41.80000
ZOA0001470      	10.38	 5694	 1.00	 0.80	0	1	zoa                	280.28000	-41.80000
ZOA0001471      	12.16	19149	 1.00	 0.70	0	1	zoa                	283.65000	-41.79000
ZOA0001472      	10.67	 5659	 1.00	 0.75	0	1	zoa                	284.91000	-41.76000
ZOA0001473      	10.42	 5868	 1.00	 0.75	0	1	zoa                	281.85000	-41.72000
ZOA0001474      	12.32	 9895	 1.00	 1.00	0	1	zoa                	277.65000	-41.70000
ZOA0001475      	 9.16	 5904	 1.00	 0.83	0	1	zoa                	280.17000	-41.57000
ZOA0001476      	11.65	 6028	 1.00	 1.00	0	1	zoa                	278.19000	-41.52000
ZOA0001477      	 9.57	 5828	 1.00	 1.00	0	1	zoa                	278.20000	-41.51000
ZOA0001478      	12.47	 5782	 1.00	 0.67	0	1	zoa                	283.28000	-41.50000
ZOA0001479      	10.39	 5646	 1.00	 1.00	0	1	zoa                	278.25000	-41.49000
ZOA0001480      	10.96	 5751	 1.00	 0.80	0	1	zoa                	279.99000	-41.47000
ZOA0001481      	10.75	 5780	 1.00	 0.85	0	1	zoa                	280.55000	-41.44000
ZOA0001482      	12.21	 7746	 1.00	 0.78	0	1	zoa                	281.51000	-41.43000
ZOA0001483      	11.45	 7746	 1.00	 0.78	0	1	zoa                	281.50000	-41.43000
ZOA0001484      	10.79	 5704	 1.00	 0.82	0	1	zoa                	280.81000	-41.41000
ZOA0001485      	10.44	 7508	 1.00	 0.78	0	1	zoa                	281.55000	-41.41000
ZOA0001486      	12.27	 9910	 1.00	 0.88	0	1	zoa                	279.50000	-41.39000
ZOA0001487      	11.84	 7658	 1.00	 0.75	0	1	zoa                	281.62000	-41.37000
ZOA0001488      	12.09	12319	 1.00	 0.80	0	1	zoa                	279.97000	-41.36000
ZOA0001489      	11.64	 6614	 1.00	 1.00	0	1	zoa                	276.59000	-41.26000
ZOA0001490      	12.41	17612	 1.00	 0.88	0	1	zoa                	280.44000	-41.25000
ZOA0001491      	12.22	14368	 1.00	 0.67	0	1	zoa                	275.00000	-41.24000
ZOA0001492      	11.66	 5431	 1.00	 0.77	0	1	zoa                	282.08000	-41.22000
ZOA0001493      	12.43	20751	 1.00	 0.60	0	1	zoa                	273.53000	-41.20000
ZOA0001494      	11.76	14561	 1.00	 1.00	0	1	zoa                	285.88000	-41.20000
ZOA0001495      	 9.43	 4803	 1.00	 0.75	0	1	zoa                	284.08000	-40.98000
ZOA0001496      	12.41	17871	 1.00	 0.50	0	1	zoa                	273.34000	-40.95000
ZOA0001497      	12.40	18636	 1.00	 0.82	0	1	zoa                	281.84000	-40.94000
ZOA0001498      	12.36	18546	 1.00	 0.89	0	1	zoa                	280.32000	-40.91000
ZOA0001499      	11.25	12058	 1.00	 0.91	0	1	zoa                	279.05000	-40.74000
ZOA0001500      	12.36	 8558	 1.00	 0.83	0	1	zoa                	282.05000	-40.65000
ZOA0001501      	11.63	 6975	 1.00	 0.75	0	1	zoa                	275.86000	-40.27000
ZOA0001502      	12.33	22157	 1.00	 0.73	0	1	zoa                	283.13000	-40.21000
ZOA0001503      	12.15	17779	 1.00	 1.00	0	1	zoa                	287.00000	-40.10000
ZOA0001504      	12.20	18477	 1.00	 0.86	0	1	zoa                	279.92000	-40.03000
ZOA0001505      	11.61	 7618	 1.00	 0.78	0	1	zoa                	283.40000	-40.02000
ZOA0001506      	11.99	19147	 1.00	 0.85	0	1	zoa                	282.87000	-39.99000
ZOA0001507      	11.98	15398	 1.00	 0.88	0	1	zoa                	283.90000	-39.97000
ZOA0001508      	12.40	21918	 1.00	 0.82	0	1	zoa                	283.01000	-39.95000
ZOA0001509      	12.41	21184	 1.00	 0.71	0	1	zoa                	280.36000	-39.92000
ZOA0001510      	12.39	13670	 1.00	 1.00	0	1	zoa                	287.24000	-39.91000
ZOA0001511      	10.84	 7005	 1.00	 0.86	0	1	zoa                	275.70000	-39.85000
ZOA0001512      	12.04	17817	 1.00	 1.00	0	1	zoa                	285.38000	-39.73000
ZOA0001513      	12.08	 7505	 1.00	 0.92	0	1	zoa                	279.09000	-39.69000
ZOA0001514      	11.95	21971	 1.00	 0.77	0	1	zoa                	282.69000	-39.65000
ZOA0001515      	11.94	19625	 1.00	 0.80	0	1	zoa                	283.70000	-39.50000
ZOA0001516      	12.39	11547	 1.00	 0.80	0	1	zoa                	281.70000	-39.48000
ZOA0001517      	12.04	17784	 1.00	 1.00	0	1	zoa                	286.09000	-39.46000
ZOA0001518      	12.27	13714	 1.00	 0.92	0	1	zoa                	279.15000	-39.46000
ZOA0001519      	11.83	13852	 1.00	 0.91	0	1	zoa                	278.17000	-39.46000
ZOA0001520      	11.73	13852	 1.00	 0.91	0	1	zoa                	278.27000	-39.44000
ZOA0001521      	12.40	21615	 1.00	 1.00	0	1	zoa                	286.96000	-39.39000
ZOA0001522      	10.14	 4718	 1.00	 0.82	0	1	zoa                	281.92000	-39.32000
ZOA0001523      	12.35	14098	 1.00	 1.00	0	1	zoa                	278.31000	-39.27000
ZOA0001524      	12.03	 7106	 1.00	 0.89	0	1	zoa                	276.32000	-39.27000
ZOA0001525      	12.40	20168	 1.00	 1.00	0	1	zoa                	285.58000	-39.24000
ZOA0001526      	10.34	 7152	 1.00	 0.83	0	1	zoa                	275.29000	-39.24000
ZOA0001527      	11.59	16858	 1.00	 1.00	0	1	zoa                	284.85000	-39.19000
ZOA0001528      	11.48	17126	 1.00	 1.00	0	1	zoa                	285.38000	-39.19000
ZOA0001529      	10.17	 4817	 1.00	 0.75	0	1	zoa                	281.37000	-39.18000
ZOA0001530      	12.35	31715	 1.00	 0.88	0	1	zoa                	276.70000	-39.15000
ZOA0001531      	11.61	 6996	 1.00	 0.83	0	1	zoa                	275.26000	-39.11000
ZOA0001532      	11.98	18517	 1.00	 0.80	0	1	zoa                	282.30000	-39.05000
ZOA0001533      	12.46	13715	 1.00	 0.91	0	1	zoa                	279.06000	-39.01000
ZOA0001534      	11.91	16843	 0.86	 1.00	0	1	zoa                	285.48000	-38.96000
ZOA0001535      	12.08	22559	 1.00	 1.00	0	1	zoa                	286.30000	-38.96000
ZOA0001536      	11.49	21481	 0.88	 1.00	0	1	zoa                	286.27000	-38.91000
ZOA0001537      	11.79	13949	 1.00	 1.00	0	1	zoa                	279.07000	-38.85000
ZOA0001538      	11.70	 5771	 1.00	 1.00	0	1	zoa                	276.85000	-38.84000
ZOA0001539      	12.43	21274	 1.00	 1.00	0	1	zoa                	287.58000	-38.84000
ZOA0001540      	12.30	18710	 1.00	 0.86	0	1	zoa                	281.33000	-38.82000
ZOA0001541      	12.42	14362	 1.00	 1.00	0	1	zoa                	279.09000	-38.82000
ZOA0001542      	11.55	18526	 1.00	 0.86	0	1	zoa                	281.25000	-38.79000
ZOA0001543      	12.30	14015	 1.00	 1.00	0	1	zoa                	278.99000	-38.79000
ZOA0001544      	11.37	17798	 0.78	 1.00	0	1	zoa                	285.90000	-38.72000
ZOA0001545      	12.08	 3690	 1.00	 1.00	0	1	zoa                	276.38000	-38.64000
ZOA0001546      	12.09	17244	 1.00	 1.00	0	1	zoa                	277.50000	-38.62000
ZOA0001547      	12.22	20530	 0.78	 1.00	0	1	zoa                	285.64000	-38.55000
ZOA0001548      	12.47	16505	 0.70	 1.00	0	1	zoa                	285.17000	-38.43000
ZOA0001549      	12.34	17859	 0.75	 0.92	0	1	zoa                	286.09000	-38.36000
ZOA0001550      	12.34	18907	 1.00	 1.00	0	1	zoa                	279.36000	-38.36000
ZOA0001551      	10.35	 4031	 1.00	 1.00	0	1	zoa                	277.26000	-38.34000
ZOA0001552      	12.21	22228	 1.00	 1.00	0	1	zoa                	287.79000	-38.28000
ZOA0001553      	12.42	21124	 1.00	 1.00	0	1	zoa                	288.11000	-38.24000
ZOA0001554      	12.47	20589	 1.00	 0.86	0	1	zoa                	282.75000	-38.11000
ZOA0001555      	12.33	13656	 0.73	 0.93	0	1	zoa                	285.06000	-38.08000
ZOA0001556      	12.19	21151	 0.70	 1.00	0	1	zoa                	284.51000	-38.05000
ZOA0001557      	11.42	 3534	 1.00	 1.00	0	1	zoa                	277.27000	-38.02000
ZOA0001558      	11.27	 9301	 0.75	 0.82	0	1	zoa                	285.66000	-37.98000
ZOA0001559      	12.36	21644	 0.67	 1.00	0	1	zoa                	284.09000	-37.98000
ZOA0001560      	12.41	17571	 1.00	 0.82	0	1	zoa                	288.00000	-37.98000
ZOA0001561      	12.23	21192	 0.67	 0.83	0	1	zoa                	283.66000	-37.95000
ZOA0001562      	 9.80	 4296	 1.00	 1.00	0	1	zoa                	279.03000	-37.95000
ZOA0001563      	11.50	15028	 0.75	 0.75	0	1	zoa                	285.60000	-37.94000
ZOA0001564      	12.38	18544	 1.00	 0.75	0	1	zoa                	282.04000	-37.90000
ZOA0001565      	12.45	18318	 0.83	 0.67	0	1	zoa                	287.10000	-37.82000
ZOA0001566      	12.48	19015	 1.00	 1.00	0	1	zoa                	278.47000	-37.80000
ZOA0001567      	11.49	16758	 1.00	 0.80	0	1	zoa                	275.80000	-37.73000
ZOA0001568      	11.80	15112	 0.71	 0.83	0	1	zoa                	283.09000	-37.70000
ZOA0001569      	11.34	 5915	 1.00	 0.56	0	1	zoa                	274.77000	-37.68000
ZOA0001570      	12.36	17145	 1.00	 0.75	0	1	zoa                	275.73000	-37.57000
ZOA0001571      	12.42	13614	 0.80	 0.67	0	1	zoa                	287.95000	-37.43000
ZOA0001572      	11.74	 7703	 0.73	 0.60	0	1	zoa                	285.10000	-37.28000
ZOA0001573      	10.09	 7629	 0.73	 0.60	0	1	zoa                	285.10000	-37.21000
ZOA0001574      	11.92	 7659	 0.73	 0.60	0	1	zoa                	285.09000	-37.20000
ZOA0001575      	11.60	 7462	 0.73	 0.64	0	1	zoa                	284.92000	-37.20000
ZOA0001576      	11.39	13783	 0.78	 0.60	0	1	zoa                	287.74000	-37.05000
ZOA0001577      	11.94	19595	 1.00	 1.00	0	1	zoa                	278.66000	-37.01000
ZOA0001578      	 9.95	 5272	 0.75	 0.00	0	1	zoa                	286.72000	-36.96000
ZOA0001579      	10.74	 7736	 1.00	 1.00	0	1	zoa                	277.02000	-36.72000
ZOA0001580      	11.49	 7447	 1.00	 1.00	0	1	zoa                	277.12000	-36.71000
ZOA0001581      	12.32	24148	 1.00	 1.00	0	1	zoa                	281.11000	-36.53000
ZOA0001582      	11.65	14344	 1.00	 1.00	0	1	zoa                	279.54000	-36.44000
ZOA0001583      	 9.70	 5163	 0.73	 0.50	0	1	zoa                	285.65000	-36.37000
ZOA0001584      	12.10	19550	 1.00	 1.00	0	1	zoa                	276.42000	-36.30000
ZOA0001585      	12.27	 5181	 0.83	 1.00	0	1	zoa                	282.69000	-36.21000
ZOA0001586      	11.48	15682	 1.00	 1.00	0	1	zoa                	288.25000	-35.96000
ZOA0001587      	12.10	20432	 1.00	 1.00	0	1	zoa                	279.92000	-35.81000
ZOA0001588      	12.12	13371	 1.00	 0.67	0	1	zoa                	276.07000	-35.74000
ZOA0001589      	12.26	13848	 1.00	 1.00	0	1	zoa                	278.61000	-35.74000
ZOA0001590      	12.41	14637	 1.00	 1.00	0	1	zoa                	279.59000	-35.73000
ZOA0001591      	12.31	13689	 1.00	 1.00	0	1	zoa                	279.90000	-35.69000
ZOA0001592      	12.24	13371	 1.00	 0.67	0	1	zoa                	276.08000	-35.68000
ZOA0001593      	12.43	13896	 1.00	 1.00	0	1	zoa                	279.14000	-35.67000
ZOA0001594      	12.15	 5580	 1.00	 0.67	0	1	zoa                	275.77000	-35.62000
ZOA0001595      	11.32	 7969	 1.00	 1.00	0	1	zoa                	277.41000	-35.53000
ZOA0001596      	11.91	 7596	 0.73	 1.00	0	1	zoa                	286.50000	-35.53000
ZOA0001597      	11.73	 5630	 1.00	 1.00	0	1	zoa                	277.49000	-35.51000
ZOA0001598      	12.31	13486	 1.00	 1.00	0	1	zoa                	277.71000	-35.51000
ZOA0001599      	12.34	22378	 1.00	 1.00	0	1	zoa                	281.44000	-35.51000
ZOA0001600      	12.20	 9516	 1.00	 0.83	0	1	zoa                	276.27000	-35.44000
ZOA0001601      	11.77	13486	 1.00	 1.00	0	1	zoa                	277.68000	-35.44000
ZOA0001602      	11.95	 7846	 1.00	 1.00	0	1	zoa                	277.45000	-35.42000
ZOA0001603      	11.85	20546	 1.00	 1.00	0	1	zoa                	281.00000	-35.38000
ZOA0001604      	12.47	23674	 1.00	 0.80	0	1	zoa                	287.52000	-35.29000
ZOA0001605      	11.35	 5947	 0.70	 1.00	0	1	zoa                	284.58000	-35.22000
ZOA0001606      	11.93	13855	 1.00	 0.92	0	1	zoa                	276.79000	-35.05000
ZOA0001607      	11.52	13943	 0.80	 0.91	0	1	zoa                	278.56000	-34.99000
ZOA0001608      	11.33	 5836	 0.88	 1.00	0	1	zoa                	284.29000	-34.95000
ZOA0001609      	11.33	 5694	 1.00	 1.00	0	1	zoa                	282.17000	-34.94000
ZOA0001610      	11.82	 5801	 0.86	 1.00	0	1	zoa                	283.98000	-34.78000
ZOA0001611      	12.30	13305	 1.00	 0.91	0	1	zoa                	276.94000	-34.74000
ZOA0001612      	11.19	 5704	 1.00	 1.00	0	1	zoa                	283.91000	-34.72000
ZOA0001613      	12.46	19577	 1.00	 0.80	0	1	zoa                	286.67000	-34.65000
ZOA0001614      	 9.92	 5783	 1.00	 0.83	0	1	zoa                	283.59000	-34.61000
ZOA0001615      	12.49	26027	 0.86	 0.86	0	1	zoa                	278.52000	-34.32000
ZOA0001616      	12.47	 9276	 1.00	 1.00	0	1	zoa                	288.21000	-34.31000
ZOA0001617      	12.35	 9301	 1.00	 0.83	0	1	zoa                	288.04000	-34.28000
ZOA0001618      	11.72	13678	 0.71	 0.91	0	1	zoa                	277.60000	-34.27000
ZOA0001619      	 9.42	 5486	 0.75	 0.89	0	1	zoa                	278.17000	-34.19000
ZOA0001620      	12.07	15101	 1.00	 1.00	0	1	zoa                	289.27000	-34.07000
ZOA0001621      	12.18	19709	 1.00	 0.88	0	1	zoa                	287.05000	-34.07000
ZOA0001622      	11.87	15101	 1.00	 1.00	0	1	zoa                	289.31000	-34.00000
ZOA0001623      	11.32	 5731	 1.00	 0.75	0	1	zoa                	285.81000	-33.92000
ZOA0001624      	12.02	14226	 0.78	 0.82	0	1	zoa                	278.46000	-33.92000
ZOA0001625      	11.74	20620	 0.67	 0.71	0	1	zoa                	279.51000	-33.72000
ZOA0001626      	11.62	13459	 0.80	 0.80	0	1	zoa                	278.09000	-33.67000
ZOA0001627      	11.39	13545	 0.78	 0.70	0	1	zoa                	277.48000	-33.47000
ZOA0001628      	11.26	 5682	 1.00	 1.00	0	1	zoa                	287.25000	-33.38000
ZOA0001629      	12.30	18038	 1.00	 0.50	0	1	zoa                	282.34000	-33.38000
ZOA0001630      	11.93	 5783	 0.70	 0.64	0	1	zoa                	277.82000	-33.36000
ZOA0001631      	10.80	 5640	 1.00	 1.00	0	1	zoa                	287.39000	-33.35000
ZOA0001632      	11.87	 8521	 0.71	 0.75	0	1	zoa                	279.24000	-33.32000
ZOA0001633      	11.93	14610	 1.00	 0.80	0	1	zoa                	289.04000	-33.24000
ZOA0001634      	12.24	15038	 1.00	 0.71	0	1	zoa                	290.35000	-33.24000
ZOA0001635      	10.42	 5990	 0.71	 0.71	0	1	zoa                	279.82000	-33.14000
ZOA0001636      	11.53	 8849	 0.60	 0.83	0	1	zoa                	280.07000	-32.76000
ZOA0001637      	11.62	15200	 1.00	 0.67	0	1	zoa                	289.04000	-32.62000
ZOA0001638      	12.21	 5957	 1.00	 0.75	0	1	zoa                	283.52000	-32.51000
ZOA0001639      	12.22	19751	 1.00	 0.89	0	1	zoa                	287.33000	-32.46000
ZOA0001640      	12.46	 9333	 1.00	 1.00	0	1	zoa                	285.91000	-32.36000
ZOA0001641      	11.48	  783	 0.67	 0.67	0	1	zoa                	279.15000	-32.30000
ZOA0001642      	11.37	 5869	 1.00	 0.88	0	1	zoa                	287.11000	-32.22000
ZOA0001643      	11.79	 6044	 1.00	 1.00	0	1	zoa                	286.70000	-32.18000
ZOA0001644      	10.29	 5697	 1.00	 0.86	0	1	zoa                	288.04000	-32.13000
ZOA0001645      	12.23	 5769	 1.00	 1.00	0	1	zoa                	286.60000	-32.11000
ZOA0001646      	12.42	16319	 0.57	 0.80	0	1	zoa                	279.53000	-32.08000
ZOA0001647      	10.90	 5920	 1.00	 1.00	0	1	zoa                	286.70000	-32.02000
ZOA0001648      	10.77	 1842	 1.00	 0.86	0	1	zoa                	289.16000	-31.86000
ZOA0001649      	12.41	20736	 0.57	 0.80	0	1	zoa                	279.21000	-31.84000
ZOA0001650      	10.27	 5922	 0.70	 0.00	0	1	zoa                	277.98000	-31.80000
ZOA0001651      	11.09	12386	 1.00	 1.00	0	1	zoa                	288.76000	-31.34000
ZOA0001652      	12.01	18810	 1.00	 1.00	0	1	zoa                	288.35000	-31.08000
ZOA0001653      	12.39	15073	 1.00	 1.00	0	1	zoa                	288.18000	-31.03000
ZOA0001654      	10.13	 5753	 1.00	 0.83	0	1	zoa                	288.73000	-30.99000
ZOA0001655      	10.20	 5848	 1.00	 1.00	0	1	zoa                	280.06000	-30.74000
ZOA0001656      	11.64	25922	 1.00	 0.62	0	1	zoa                	289.60000	-30.51000
ZOA0001657      	10.54	 5880	 1.00	 0.62	0	1	zoa                	289.38000	-30.41000
ZOA0001658      	11.19	 5777	 1.00	 0.55	0	1	zoa                	290.53000	-30.38000
ZOA0001659      	11.56	14789	 1.00	 0.76	0	1	zoa                	288.68000	-30.30000
ZOA0001660      	12.42	13939	 0.50	 1.00	0	1	zoa                	281.75000	-30.25000
ZOA0001661      	11.99	15113	 1.00	 0.82	0	1	zoa                	287.95000	-30.21000
ZOA0001662      	12.34	 5775	 1.00	 0.62	0	1	zoa                	289.50000	-30.20000
ZOA0001663      	12.30	15017	 1.00	 0.77	0	1	zoa                	288.51000	-30.20000
ZOA0001664      	12.32	15705	 1.00	 0.80	0	1	zoa                	288.40000	-30.17000
ZOA0001665      	12.28	14874	 1.00	 0.67	0	1	zoa                	289.07000	-30.05000
ZOA0001666      	10.94	 7350	 1.00	 0.83	0	1	zoa                	291.78000	-29.91000
ZOA0001667      	11.97	14951	 1.00	 0.85	0	1	zoa                	287.72000	-29.90000
ZOA0001668      	11.71	14843	 1.00	 0.85	0	1	zoa                	287.80000	-29.88000
ZOA0001669      	11.83	12481	 0.50	 1.00	0	1	zoa                	282.01000	-29.86000
ZOA0001670      	12.20	15315	 1.00	 0.81	0	1	zoa                	287.78000	-29.81000
ZOA0001671      	11.70	14914	 1.00	 0.80	0	1	zoa                	288.52000	-29.68000
ZOA0001672      	11.55	 7280	 1.00	 0.60	0	1	zoa                	290.66000	-29.58000
ZOA0001673      	12.44	19147	 1.00	 0.78	0	1	zoa                	288.53000	-29.52000
ZOA0001674      	11.69	 7240	 1.00	 0.82	0	1	zoa                	291.98000	-29.48000
ZOA0001675      	12.44	 7240	 1.00	 0.83	0	1	zoa                	291.92000	-29.44000
ZOA0001676      	12.35	14862	 1.00	 0.92	0	1	zoa                	287.85000	-29.39000
ZOA0001677      	12.05	 6715	 1.00	 0.82	0	1	zoa                	291.92000	-29.30000
ZOA0001678      	12.02	 6728	 1.00	 0.82	0	1	zoa                	291.87000	-29.29000
ZOA0001679      	12.28	12166	 1.00	 0.90	0	1	zoa                	279.66000	-29.09000
ZOA0001680      	12.44	 6943	 1.00	 0.64	0	1	zoa                	290.65000	-29.06000
ZOA0001681      	11.31	 7299	 1.00	 0.90	0	1	zoa                	288.11000	-29.04000
ZOA0001682      	11.42	12610	 1.00	 1.00	0	1	zoa                	280.21000	-29.01000
ZOA0001683      	12.31	13219	 1.00	 1.00	0	1	zoa                	280.07000	-28.94000
ZOA0001684      	10.86	 7010	 1.00	 0.65	0	1	zoa                	290.93000	-28.94000
ZOA0001685      	10.62	12775	 1.00	 1.00	0	1	zoa                	280.09000	-28.92000
ZOA0001686      	12.13	 6207	 1.00	 0.67	0	1	zoa                	290.29000	-28.90000
ZOA0001687      	10.95	 6852	 1.00	 0.77	0	1	zoa                	291.32000	-28.90000
ZOA0001688      	12.27	13068	 1.00	 1.00	0	1	zoa                	280.43000	-28.85000
ZOA0001689      	10.99	 7088	 1.00	 0.83	0	1	zoa                	291.41000	-28.85000
ZOA0001690      	12.23	15131	 1.00	 0.67	0	1	zoa                	287.86000	-28.83000
ZOA0001691      	12.13	14996	 1.00	 0.82	0	1	zoa                	287.95000	-28.83000
ZOA0001692      	11.00	 6352	 1.00	 0.63	0	1	zoa                	289.96000	-28.81000
ZOA0001693      	12.25	13342	 1.00	 0.86	0	1	zoa                	280.12000	-28.74000
ZOA0001694      	11.94	 9452	 1.00	 1.00	0	1	zoa                	282.10000	-28.74000
ZOA0001695      	11.89	14987	 1.00	 0.61	0	1	zoa                	289.65000	-28.73000
ZOA0001696      	11.10	 7414	 1.00	 0.00	0	1	zoa                	285.61000	-28.70000
ZOA0001697      	11.20	 7189	 1.00	 0.62	0	1	zoa                	289.34000	-28.66000
ZOA0001698      	11.52	 7316	 1.00	 0.78	0	1	zoa                	291.98000	-28.41000
ZOA0001699      	10.21	 7504	 1.00	 0.81	0	1	zoa                	289.38000	-28.25000
ZOA0001700      	12.26	15225	 1.00	 0.65	0	1	zoa                	289.93000	-28.23000
ZOA0001701      	12.33	 6176	 1.00	 0.81	0	1	zoa                	289.52000	-28.21000
ZOA0001702      	12.08	 6176	 1.00	 0.81	0	1	zoa                	289.53000	-28.20000
ZOA0001703      	12.14	 7445	 1.00	 0.93	0	1	zoa                	288.81000	-28.19000
ZOA0001704      	10.73	10101	 1.00	 0.67	0	1	zoa                	284.15000	-28.12000
ZOA0001705      	12.47	17011	 1.00	 0.77	0	1	zoa                	289.87000	-27.89000
ZOA0001706      	12.29	14994	 1.00	 0.71	0	1	zoa                	292.62000	-27.85000
ZOA0001707      	12.03	12913	 1.00	 1.00	0	1	zoa                	282.11000	-27.66000
ZOA0001708      	12.33	11899	 1.00	 0.83	0	1	zoa                	292.50000	-27.66000
ZOA0001709      	10.92	 7408	 1.00	 0.90	0	1	zoa                	288.54000	-27.65000
ZOA0001710      	11.64	 7546	 1.00	 0.90	0	1	zoa                	288.54000	-27.64000
ZOA0001711      	11.95	 7663	 1.00	 1.00	0	1	zoa                	283.07000	-27.58000
ZOA0001712      	12.19	18987	 1.00	 0.90	0	1	zoa                	290.03000	-27.58000
ZOA0001713      	10.55	 7823	 1.00	 1.00	0	1	zoa                	281.25000	-27.51000
ZOA0001714      	12.42	 7918	 1.00	 0.67	0	1	zoa                	280.36000	-27.46000
ZOA0001715      	11.73	 6661	 1.00	 0.57	0	1	zoa                	284.92000	-27.43000
ZOA0001716      	11.51	 7646	 1.00	 0.67	0	1	zoa                	287.47000	-27.18000
ZOA0001717      	11.34	19080	 1.00	 0.80	0	1	zoa                	290.80000	-27.16000
ZOA0001718      	11.96	 8340	 1.00	 0.67	0	1	zoa                	291.13000	-27.11000
ZOA0001719      	12.50	 8942	 1.00	 0.80	0	1	zoa                	290.65000	-27.00000
ZOA0001720      	12.19	18908	 1.00	 0.91	0	1	zoa                	288.65000	-26.97000
ZOA0001721      	10.97	 7807	 1.00	 0.86	0	1	zoa                	281.71000	-26.89000
ZOA0001722      	12.05	 7659	 1.00	 0.83	0	1	zoa                	282.30000	-26.89000
ZOA0001723      	12.44	15279	 1.00	 0.83	0	1	zoa                	292.08000	-26.72000
ZOA0001724      	12.21	17809	 1.00	 0.91	0	1	zoa                	288.76000	-26.68000
ZOA0001725      	12.47	 8483	 1.00	 0.60	0	1	zoa                	286.36000	-26.51000
ZOA0001726      	12.16	 6170	 1.00	 0.90	0	1	zoa                	289.16000	-26.49000
ZOA0001727      	12.07	24240	 1.00	 0.80	0	1	zoa                	288.24000	-26.42000
ZOA0001728      	12.32	 8520	 1.00	 0.83	0	1	zoa                	281.36000	-26.41000
ZOA0001729      	10.58	11853	 1.00	 0.73	0	1	zoa                	287.57000	-26.34000
ZOA0001730      	11.48	12821	 1.00	 0.67	0	1	zoa                	283.48000	-26.31000
ZOA0001731      	11.81	 6133	 1.00	 0.91	0	1	zoa                	289.24000	-26.31000
ZOA0001732      	11.68	12821	 1.00	 0.67	0	1	zoa                	283.51000	-26.30000
ZOA0001733      	12.50	11999	 1.00	 0.64	0	1	zoa                	287.28000	-26.15000
ZOA0001734      	11.89	 7805	 1.00	 0.83	0	1	zoa                	281.43000	-26.11000
