name,z,sigma,sigma_err,sigma_flag,logMstar,logMstar_err,IMF,logMgas,logMdyn,re_kpc,v_over_sigma,kinematic_type,tracer,instrument,sigma_definition,rotation_removed,source_arXiv,table_or_section,notes
CANDELS_GOODSS_47,5.5745,100.6,16.1,det,9.086,0.171,Chabrier,,,,,dispersion,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=237+/-38 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [8.920,9.262], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 4 (compact dispersion-dominated)"
CANDELS_GOODSS_75,5.5666,213.6,6.4,det,8.589,0.218,Chabrier,,,,,dispersion,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=503+/-15 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [8.379,8.815], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 4 (compact dispersion-dominated)"
DEIMOS_COSMOS_274035,4.4791,113,8.1,det,9.423,0.127,Chabrier,,,,,dispersion,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=266+/-19 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.295,9.549], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 4 (compact dispersion-dominated)"
DEIMOS_COSMOS_308643,4.5253,172.4,17,det,9.766,0.149,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=406+/-40 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.576,9.874], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger); [CII] size 1.25+/-0.55 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
DEIMOS_COSMOS_351640,5.7058,56.1,5.5,det,9.673,0.144,Chabrier,,,,,dispersion,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=132+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.519,9.808], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 3 (extended dispersion-dominated); [CII] size 2.05+/-0.95 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
DEIMOS_COSMOS_357722,5.6838,56.9,5.5,det,9.628,0.151,Chabrier,,,,,dispersion,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=134+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.466,9.768], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 4 (compact dispersion-dominated)"
DEIMOS_COSMOS_372292,5.1364,122.7,5.9,det,9.44,0.138,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=289+/-14 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.320,9.595], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger); [CII] size 0.74+/-0.46 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
DEIMOS_COSMOS_378903,5.4297,65.8,5.5,det,9.119,0.153,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=155+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [8.962,9.269], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger)"
DEIMOS_COSMOS_396844,4.5424,121.9,5.5,det,9.861,0.163,Chabrier,,,,,rotation,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=287+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.670,9.996], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 1 (rotator); [CII] size 2.56+/-0.33 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
DEIMOS_COSMOS_400160,4.5404,220,8.1,det,9.655,0.159,Chabrier,,,,,dispersion,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=518+/-19 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.503,9.820], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 4 (compact dispersion-dominated)"
DEIMOS_COSMOS_403030,4.5594,71.3,5.9,det,9.68,0.163,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=168+/-14 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.499,9.825], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger); [CII] size 3.23+/-0.95 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
DEIMOS_COSMOS_416105,5.6309,85.8,5.9,det,9.452,0.136,Chabrier,,,,,rotation,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=202+/-14 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.310,9.582], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 1 (rotator)"
DEIMOS_COSMOS_417567,5.67,131.6,6.8,det,9.813,0.145,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=310+/-16 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.700,9.990], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger); [CII] size 2.07+/-0.58 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
DEIMOS_COSMOS_422677,4.4381,98.9,5.9,det,9.853,0.149,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=233+/-14 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.698,9.995], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger)"
DEIMOS_COSMOS_430951,5.6881,315.9,32.7,det,9.455,0.142,Chabrier,,,,,unclear,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=744+/-77 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); VizieR catalogue lists FWHM=745+/-77 (TeX Table tab:cii_target value used); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.308,9.593], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 5 (too faint to classify)"
DEIMOS_COSMOS_432340,4.4045,64.1,5.5,det,10.104,0.159,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=151+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.953,10.271], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger)"
DEIMOS_COSMOS_434239,4.4883,211,5.5,det,10.318,0.129,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=497+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [10.193,10.452], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger)"
DEIMOS_COSMOS_454608,4.5834,98.5,6.4,det,9.79,0.132,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=232+/-15 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.667,9.930], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger); [CII] size 2.95+/-0.72 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
DEIMOS_COSMOS_488399,5.6704,128.7,5.5,det,10.199,0.141,Chabrier,,,,,dispersion,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=303+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [10.049,10.332], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 3 (extended dispersion-dominated); [CII] size 1.32+/-0.16 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
DEIMOS_COSMOS_493583,4.5134,84.1,5.5,det,9.612,0.132,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=198+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.500,9.765], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger); [CII] size 1.89+/-0.51 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
DEIMOS_COSMOS_494057,5.5448,92.1,5.5,det,10.153,0.14,Chabrier,,,,,rotation,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=217+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [10.000,10.281], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 1 (rotator); [CII] size 2.48+/-0.25 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
DEIMOS_COSMOS_494763,5.2337,107.4,5.9,det,9.527,0.153,Chabrier,,,,,dispersion,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=253+/-14 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.368,9.674], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 3 (extended dispersion-dominated); [CII] size 1.12+/-0.36 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
DEIMOS_COSMOS_510660,4.548,229.3,33.5,det,9.473,0.161,Chabrier,,,,,unclear,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=540+/-79 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.297,9.620], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 5 (too faint to classify)"
DEIMOS_COSMOS_519281,5.5759,119.7,5.9,det,9.868,0.144,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=282+/-14 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.710,9.997], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger)"
DEIMOS_COSMOS_536534,5.6886,263.7,8.9,det,10.358,0.117,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=621+/-21 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [10.236,10.471], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger)"
DEIMOS_COSMOS_539609,5.1818,121.9,5.9,det,9.382,0.116,Chabrier,,,,,rotation,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=287+/-14 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.267,9.498], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 1 (rotator); [CII] size 1.65+/-0.43 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
DEIMOS_COSMOS_552206,5.5016,155,5.5,det,10.576,0.15,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=365+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); VizieR catalogue lists FWHM=366+/-13 (TeX Table tab:cii_target value used); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [10.418,10.717], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger)"
DEIMOS_COSMOS_627939,4.5341,107,5.5,det,9.982,0.139,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=252+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.846,10.124], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger); [CII] size 2.12+/-0.31 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
DEIMOS_COSMOS_628063,4.5327,70.9,11,det,9.864,0.146,Chabrier,,,,,unclear,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=167+/-26 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.714,10.006], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 5 (too faint to classify)"
DEIMOS_COSMOS_630594,4.4403,110.4,5.5,det,9.769,0.149,Chabrier,,,,,dispersion,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=260+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.616,9.913], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 3 (extended dispersion-dominated); [CII] size 1.70+/-0.34 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
DEIMOS_COSMOS_665509,4.5256,158,7.2,det,9.753,0.145,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=372+/-17 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.605,9.895], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger)"
DEIMOS_COSMOS_665626,4.5773,43.3,5.5,det,9.211,0.167,Chabrier,,,,,unclear,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=102+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.036,9.369], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 5 (too faint to classify)"
DEIMOS_COSMOS_680104,4.5295,80.7,6.8,det,9.234,0.148,Chabrier,,,,,unclear,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=190+/-16 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.053,9.350], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 5 (too faint to classify)"
DEIMOS_COSMOS_683613,5.542,91.7,5.5,det,10.169,0.147,Chabrier,,,,,dispersion,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=216+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [10.015,10.310], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 3 (extended dispersion-dominated); [CII] size 1.82+/-0.33 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
DEIMOS_COSMOS_709575,4.4121,107.9,6.8,det,9.68,0.15,Chabrier,,,,,rotation,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=254+/-16 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.541,9.841], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 1 (rotator)"
DEIMOS_COSMOS_722679,5.7168,140.6,9.8,det,8.396,0.183,Chabrier,,,,,unclear,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=331+/-23 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [8.244,8.609], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 5 (too faint to classify)"
DEIMOS_COSMOS_733857,4.5445,96,5.5,det,9.545,0.144,Chabrier,,,,,dispersion,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=226+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.430,9.719], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 3 (extended dispersion-dominated)"
DEIMOS_COSMOS_742174,5.636,59,5.9,det,9.564,0.139,Chabrier,,,,,unclear,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=139+/-14 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.414,9.693], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 5 (too faint to classify)"
DEIMOS_COSMOS_773957,5.6773,146.1,5.5,det,10.004,0.135,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=344+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.858,10.127], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger); [CII] size 2.68+/-0.54 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
DEIMOS_COSMOS_803480,4.5417,53.1,7.6,det,9.222,0.127,Chabrier,,,,,dispersion,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=125+/-18 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.084,9.338], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 4 (compact dispersion-dominated)"
DEIMOS_COSMOS_814483,4.581,152.9,5.9,det,9.914,0.15,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=360+/-14 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.764,10.064], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger)"
