#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T06:05:24 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T06:05:24	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/ApJ/877/12&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18770012
#Name: J/ApJ/877/12
#Title: Coma Ber and a Neighbor Stellar Group tidal tails (Tang+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/apj/877/12	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/877/12	    IVOID of underlying data collection
#INFO	creator=Tang S.-Y.	    First author or institution
#INFO	cites=bibcode:2019ApJ...877...12T	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/877/12	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18770012	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-02-23	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2015.500:	ICRS
#Table	J_ApJ_877_12_table1:
#Name: J/ApJ/877/12/table1
#Title: Coma Ber Member Candidates
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Seq	(I3)	[1/197] Coma Ber member candidate, running number	[ucd=meta.id;meta.main]
#Column	RA_ICRS	(F10.6)	Right Ascension (ICRS) at epoch 2015.5 (G1)	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F10.6)	Declination (ICRS) at epoch 2015.5 (G1)	[ucd=pos.eq.dec;meta.main]
#Column	Plx	(F5.2)	Parallax (G1)	[ucd=pos.parallax]
#Column	e_Plx	(F5.2)	Uncertainty in Plx (G1)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F6.2)	Proper motion in Right Ascension, pmRA*cosDE (G1)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F5.2)	Uncertainty in pmRA (G1)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F6.2)	Proper motion in Declination (G1)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F5.2)	Uncertainty in pmDEc (G1)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	RV	(F6.2)	? Radial Velocity (G1)	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F5.2)	? Uncertainty in RV (G1)	[ucd=stat.error]
#Column	Gmag	(F5.2)	Gaia G band magnitude (G1)	[ucd=phot.mag;em.opt]
#Column	Memb	(A1)	[bt] Membership flag (2)	[ucd=meta.code.error]
#Column	GaiaDR2	(a7)	Display the Gaia DR2 data (Gaia Collaboration, 2018, Cat. I/345)	[ucd=meta.ref.url]
#Column	SimbadName	(f)	Simbad column added by the CDS	[ucd=meta.id]
#Column	_RA.icrs	(F10.6)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F10.6)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
recno	Seq	RA_ICRS	DE_ICRS	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	RV	e_RV	Gmag	Memb	GaiaDR2	SimbadName	_RA.icrs	_DE.icrs
     160	160	226.482238	+56.603864	 9.56	 0.13	-14.83	 0.21	 -1.28	 0.26	      	     	17.29	GaiaDR2	Gaia DR2 1612930712670148608	226.482354	+56.603869
     161	161	226.553862	+57.479034	 9.35	 0.07	-14.67	 0.11	 -1.76	 0.12	      	     	16.74	GaiaDR2	Gaia DR2 1613195115152921088	226.553979	+57.479042
     162	162	227.440119	+56.862581	 8.99	 0.06	-16.09	 0.11	 -1.79	 0.10	      	     	16.09	GaiaDR2	Gaia DR2 1612918656697817344	227.440246	+56.862589
     163	163	227.492684	+58.044647	 9.40	 0.10	-15.61	 0.24	 -1.40	 0.18	      	     	17.20	GaiaDR2	Gaia DR2 1613315511675899648	227.492811	+58.044653
     164	164	228.073965	+67.081229	 8.62	 0.02	-15.84	 0.05	 -2.31	 0.04	 -7.79	 0.96	10.37	GaiaDR2	Gaia DR2 1645392732624326656	228.074140	+67.081239
     165	165	228.095942	+59.234777	10.47	 0.02	-17.44	 0.04	 -1.62	 0.04	 -6.68	 0.73	12.18	GaiaDR2	Gaia DR2 1614947358730040064	228.096089	+59.234784
     166	166	228.200606	+63.880522	 8.81	 0.07	-15.07	 0.12	 -2.61	 0.12	      	     	16.54	GaiaDR2	Gaia DR2 1620064657644993024	228.200753	+63.880533
     167	167	228.239624	+56.046031	 8.71	 0.04	-13.07	 0.06	 -1.51	 0.09	      	     	10.94	GaiaDR2	Gaia DR2 1600815335778533760	228.239725	+56.046037
     168	168	228.241172	+56.046432	 8.63	 0.04	-13.26	 0.07	 -1.28	 0.07	      	     	 7.48	GaiaDR2	Gaia DR2 1600815335778533888	228.241274	+56.046437
     169	169	228.896621	+58.120359	 9.09	 0.05	-13.42	 0.09	  0.26	 0.08	      	     	15.23	GaiaDR2	Gaia DR2 1614621662770247936	228.896730	+58.120358
     170	170	228.994989	+58.585116	 9.10	 0.04	-12.82	 0.07	  0.37	 0.07	      	     	14.54	GaiaDR2	Gaia DR2 1614670419238958592	228.995095	+58.585114
     171	171	229.033398	+55.540138	 8.48	 0.02	-15.23	 0.03	 -2.86	 0.04	 -5.71	 0.74	12.39	GaiaDR2	Gaia DR2 1600587290194879488	229.033514	+55.540150
     172	172	229.073890	+64.060992	 9.88	 0.09	-18.78	 0.19	 -2.32	 0.15	      	     	16.88	GaiaDR2	Gaia DR2 1643902928728289920	229.074075	+64.061002
     173	173	229.152594	+54.668219	 9.21	 0.03	-13.29	 0.05	 -0.47	 0.07	      	     	14.69	GaiaDR2	Gaia DR2 1600477923147759232	229.152693	+54.668221
     174	174	229.285219	+56.203604	 9.14	 0.06	-13.36	 0.11	 -0.63	 0.11	      	     	16.22	GaiaDR2	Gaia DR2 1600900204332290048	229.285322	+56.203607
     175	175	229.303092	+63.980496	 8.63	 0.02	-14.26	 0.03	 -2.33	 0.03	      	     	13.58	GaiaDR2	Gaia DR2 1643889047394003840	229.303232	+63.980506
     176	176	229.362499	+56.036877	 9.02	 0.12	-14.05	 0.24	 -1.65	 0.21	      	     	17.87	GaiaDR2	Gaia DR2 1600709159890974848	229.362607	+56.036884
     177	177	229.444946	+52.239885	 9.63	 0.06	-12.92	 0.09	 -0.34	 0.12	      	     	16.09	GaiaDR2	Gaia DR2 1598925240930354176	229.445037	+52.239886
     178	178	229.651588	+56.931897	 9.18	 0.05	-12.80	 0.09	  0.42	 0.10	      	     	15.76	GaiaDR2	Gaia DR2 1600957825613481856	229.651689	+56.931895
     179	179	229.665401	+60.389723	10.20	 0.07	-17.86	 0.14	 -1.85	 0.15	      	     	17.01	GaiaDR2	Gaia DR2 1615477495133500800	229.665557	+60.389731
     180	180	230.090643	+59.972390	 8.96	 0.04	-14.83	 0.09	 -3.39	 0.08	      	     	15.63	GaiaDR2	Gaia DR2 1615031643168638848	230.090771	+59.972405
     181	181	230.732668	+59.397505	 8.90	 0.07	-14.46	 0.17	 -2.81	 0.13	      	     	16.82	GaiaDR2	Gaia DR2 1614803047829549824	230.732790	+59.397517
     182	182	230.816175	+54.848226	 9.01	 0.03	-13.86	 0.07	 -1.10	 0.06	 -6.20	 0.63	10.94	GaiaDR2	Gaia DR2 1599791686156814464	230.816279	+54.848231
     183	183	230.845455	+53.608795	 8.92	 0.06	-12.84	 0.10	 -0.58	 0.11	      	     	16.07	GaiaDR2	Gaia DR2 1599397756052692096	230.845548	+53.608797
     184	184	230.846626	+53.607061	 8.84	 0.06	-12.80	 0.11	 -1.14	 0.12	      	     	16.09	GaiaDR2	Gaia DR2 1599397515534523392	230.846719	+53.607066
     185	185	231.009172	+54.439143	 8.99	 0.12	-14.23	 0.20	 -2.12	 0.26	      	     	17.89	GaiaDR2	Gaia DR2 1599579755290918144	231.009277	+54.439152
     186	186	231.010528	+54.369761	 9.21	 0.10	-12.85	 0.15	  0.32	 0.19	      	     	17.33	GaiaDR2	Gaia DR2 1599573501818510080	231.010623	+54.369760
     187	187	231.437214	+56.159632	 9.32	 0.06	-13.92	 0.13	 -2.12	 0.13	      	     	16.30	GaiaDR2	Gaia DR2 1601415394249322752	231.437322	+56.159641
     188	188	231.923407	+59.987039	 9.06	 0.02	-13.68	 0.04	 -0.29	 0.04	 -8.98	 0.48	10.87	GaiaDR2	Gaia DR2 1615219487857911680	231.923525	+59.987040
     189	189	232.406012	+56.312335	 8.51	 0.10	-12.11	 0.16	  0.08	 0.24	      	     	17.40	GaiaDR2	Gaia DR2 1601522630992809088	232.406106	+56.312335
     190	190	232.528205	+56.880837	 9.23	 0.05	-13.96	 0.09	 -1.51	 0.09	      	     	16.03	GaiaDR2	Gaia DR2 1601555616341574784	232.528315	+56.880844
     191	191	232.809148	+53.460128	 9.20	 0.02	-12.25	 0.04	 -0.67	 0.05	 -7.42	 0.62	11.35	GaiaDR2	Gaia DR2 1596427940786153728	232.809237	+53.460131
     192	192	234.337227	+57.206047	 9.57	 0.10	-11.44	 0.16	  1.37	 0.19	      	     	17.73	GaiaDR2	Gaia DR2 1601903538756343808	234.337318	+57.206041
     193	193	234.459971	+51.537684	 9.59	 0.03	-11.92	 0.04	  0.38	 0.05	 -8.20	 0.80	10.88	GaiaDR2	Gaia DR2 1595101826683842176	234.460054	+51.537682
     194	194	234.688559	+55.268680	 8.96	 0.14	-12.78	 0.24	 -0.43	 0.34	      	     	18.22	GaiaDR2	Gaia DR2 1598183070581618688	234.688656	+55.268682
     195	195	235.059439	+53.525706	 8.34	 0.07	-12.37	 0.12	 -1.23	 0.15	      	     	16.16	GaiaDR2	Gaia DR2 1596948112865456640	235.059529	+53.525711
     196	196	235.062113	+55.703093	 8.84	 0.04	-11.71	 0.06	  0.49	 0.07	      	     	15.12	GaiaDR2	Gaia DR2 1598572710014890624	235.062202	+55.703091
     197	197	235.090239	+53.304331	 8.82	 0.09	-11.63	 0.21	 -0.30	 0.18	      	     	17.01	GaiaDR2	Gaia DR2 1596940450643796992	235.090323	+53.304332
     198	198	235.111839	+59.868448	 8.49	 0.04	-12.78	 0.08	 -3.25	 0.08	      	     	16.06	GaiaDR2	Gaia DR2 1627209971396805504	235.111949	+59.868462
     199	199	235.518111	+54.649458	 9.31	 0.09	-12.59	 0.15	 -1.04	 0.17	      	     	17.23	GaiaDR2	Gaia DR2 1597911456849873024	235.518205	+54.649462
     200	200	236.059163	+53.873620	 9.19	 0.09	-12.23	 0.16	 -1.97	 0.17	      	     	17.30	GaiaDR2	Gaia DR2 1597061946678694016	236.059252	+53.873629
     201	201	236.476712	+54.692142	 9.09	 0.04	-13.00	 0.07	 -1.91	 0.09	      	     	15.03	GaiaDR2	Gaia DR2 1598228528516035200	236.476809	+54.692150
     202	202	236.488157	+55.140725	 8.79	 0.09	-15.16	 0.17	 -1.16	 0.22	      	     	16.82	GaiaDR2	Gaia DR2 1598320543895403648	236.488271	+55.140730
     203	203	236.647467	+52.868109	 8.33	 0.07	-11.22	 0.13	 -0.23	 0.18	      	     	16.82	GaiaDR2	Gaia DR2 1596773531035098880	236.647547	+52.868110
     204	204	237.381550	+50.870595	 8.15	 0.02	-10.68	 0.05	 -1.95	 0.05	 -8.27	 0.67	12.71	GaiaDR2	Gaia DR2 1404114487979918336	237.381623	+50.870603
     205	205	237.390057	+54.438543	 8.52	 0.01	-12.65	 0.02	 -2.57	 0.03	-10.76	 2.30	13.43	GaiaDR2	Gaia DR2 1597431279506511232	237.390151	+54.438554
     206	206	237.624015	+53.464042	 8.62	 0.03	-11.42	 0.05	 -1.81	 0.06	      	     	14.83	GaiaDR2	Gaia DR2 1597169011623359488	237.624097	+53.464050
     207	207	237.652851	+52.839407	 8.70	 0.08	-15.19	 0.15	  0.49	 0.16	 -6.60	 0.48	 9.73	GaiaDR2	Gaia DR2 1597089159591345152	237.652959	+52.839405
     208	208	237.788993	+52.907251	 8.40	 0.03	-10.61	 0.05	 -0.03	 0.05	 -2.61	 9.33	 8.93	GaiaDR2	Gaia DR2 1404937579808394112	237.789069	+52.907251
     209	209	237.924107	+52.306308	 8.55	 0.02	-10.39	 0.04	 -1.38	 0.04	 -7.36	 0.58	11.33	GaiaDR2	Gaia DR2 1404488390652463872	237.924180	+52.306314
     210	210	238.384196	+54.710679	 8.90	 0.12	-10.17	 0.21	  1.92	 0.29	      	     	17.81	GaiaDR2	Gaia DR2 1597524939857051904	238.384272	+54.710671
     211	211	238.649812	+49.395451	 8.52	 0.02	-11.91	 0.04	 -1.56	 0.06	 -7.77	 0.34	 9.77	GaiaDR2	Gaia DR2 1403082909850677504	238.649891	+49.395458
     212	212	239.061284	+53.250125	 9.12	 0.16	-11.93	 0.28	 -1.62	 0.34	      	     	18.27	GaiaDR2	Gaia DR2 1405053814507528832	239.061370	+53.250132
     213	213	240.278461	+53.416397	 8.67	 0.02	-10.28	 0.04	  0.40	 0.04	 -7.55	 0.37	10.20	GaiaDR2	Gaia DR2 1405026605890315776	240.278535	+53.416395
     214	214	242.266224	+45.925245	 9.45	 0.02	-11.06	 0.03	  3.67	 0.04	 12.29	 0.29	10.43	GaiaDR2	Gaia DR2 1386467639887852672	242.266292	+45.925229
     215	215	243.329758	+48.991043	 8.70	 0.04	-11.58	 0.07	  3.73	 0.10	      	     	14.82	GaiaDR2	Gaia DR2 1399409956898417920	243.329834	+48.991027
     216	216	243.448981	+53.016204	 8.51	 0.13	-10.42	 0.25	 -0.94	 0.37	      	     	17.99	GaiaDR2	Gaia DR2 1427884658062303488	243.449056	+53.016208
     217	217	246.347575	+46.455221	 9.14	 0.07	-14.13	 0.13	  1.02	 0.15	      	     	14.82	GaiaDR2	Gaia DR2 1409950523901290368	246.347663	+46.455217
     218	218	252.885623	+68.288908	11.09	 0.67	-16.15	 0.75	 -2.34	 0.98	      	     	19.93	GaiaDR2	Gaia DR2 1648892576918800128	252.885811	+68.288918

