#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T05:40:47 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T05:40:47	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A+A/627/A4&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36270004
#Name: J/A+A/627/A4
#Title: Praesepe (NGC 2632) and its tidal tails (Roeser+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/a+a/627/a4	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/627/a4	    IVOID of underlying data collection
#INFO	creator=Roeser S.	    First author or institution
#INFO	cites=bibcode:2019A&A...627A...4R	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/627/A4	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36270004	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-02-05	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_627_A4_stars:
#Name: J/A+A/627/A4/stars
#Title: All the stars shown in Figures 2 and 3
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Source	(I19)	Gaia DR2 source id (source_id)	[ucd=meta.id;meta.main]
#Column	RAICRS	(F12.8)	Gaia DR2 right ascension (ICRS at Ep=2015.5) rounded to 10^-8^ degrees	[ucd=pos.eq.ra;meta.main]
#Column	DEICRS	(F12.8)	Gaia DR2 declination (ICRS at Ep=2015.5) rounded to 10^-8^ degrees	[ucd=pos.eq.dec;meta.main]
#Column	Gmag	(F8.4)	G-band mean magnitude (Vega) (phot_g_mean_mag)	[ucd=phot.mag;em.opt.V]
#Column	dvpar	(F6.2)	Velocity parallel to the convergent point (1)	[ucd=phys.veloc]
#Column	vpero	(F6.2)	Velocity perpendicular to the convergent point (2)	[ucd=phys.veloc]
#Column	pcont	(E9.2)	Probability of being contaminated (3)	[ucd=stat.fit.goodness]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA.icrs	(F12.8)	Right ascension (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F12.8)	Declination (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
recno	Source	RAICRS	DEICRS	Gmag	dvpar	vpero	pcont	Simbad	_RA.icrs	_DE.icrs
     531	 659331875699052544	129.66629098	+17.90581843	 17.9228	  3.44	  0.18	 0.00e+00	Simbad	129.66629098	+17.90581843
     532	 664323825990708352	129.67183267	+19.99636531	 18.6291	 -3.93	 -0.33	 0.00e+00	Simbad	129.67183267	+19.99636531
     533	 661263305313199360	129.67258822	+19.42168703	 14.0063	  0.04	  0.03	 0.00e+00	Simbad	129.67258822	+19.42168703
     534	 661283057865715456	129.67314364	+19.57163726	 18.0406	  2.67	 -1.64	 5.72e-04	Simbad	129.67314364	+19.57163726
     535	 659426605497226880	129.68072815	+17.93795244	 18.2230	 -0.43	 -0.49	 0.00e+00	Simbad	129.68072815	+17.93795244
     536	 664499954009909760	129.69020695	+20.66215923	 17.5754	 -1.34	 -0.18	 0.00e+00	Simbad	129.69020695	+20.66215923
     537	 664497209527231872	129.69194458	+20.57671625	 12.1745	  0.27	 -0.08	 0.00e+00	Simbad	129.69194458	+20.57671625
     538	 661281756492696448	129.69544989	+19.50086584	  8.9154	 -0.40	  0.25	 0.00e+00	Simbad	129.69544989	+19.50086584
     539	 665196876879610752	129.69928260	+21.75918495	 17.8472	 -2.84	 -0.28	 0.00e+00	Simbad	129.69928260	+21.75918495
     540	3079158506583841024	129.70160308	+02.57919677	 12.5859	  0.60	 -0.96	 1.14e-01	Simbad	129.70160308	+02.57919677
     541	 601266975872968960	129.70178348	+09.96504632	 18.6627	 -2.34	 -0.37	 1.14e-01	Simbad	129.70178348	+09.96504632
     542	 659452272221698432	129.70704323	+18.26581166	 12.3193	 -0.18	 -0.41	 0.00e+00	Simbad	129.70704323	+18.26581166
     543	 664324684984105728	129.70820205	+20.06758991	 10.6575	 -0.88	  0.66	 0.00e+00	Simbad	129.70820205	+20.06758991
     544	 661263408392412928	129.71117066	+19.41500646	 15.9637	  0.17	  0.01	 0.00e+00	Simbad	129.71117066	+19.41500646
     545	 659427464490677632	129.71168684	+18.01452109	 16.7454	 -1.58	 -0.40	 0.00e+00	Simbad	129.71168684	+18.01452109
     546	 664316614743007360	129.71246505	+19.85048979	 16.1567	  0.23	  0.53	 0.00e+00	Simbad	129.71246505	+19.85048979
     547	 661283199601699328	129.72291125	+19.57132228	 13.6512	 -0.47	  0.19	 0.00e+00	Simbad	129.72291125	+19.57132228
     548	 664316644805338624	129.72567020	+19.86230721	 18.4537	 -2.06	  0.82	 0.00e+00	Simbad	129.72567020	+19.86230721
     549	 664344274332354304	129.72970631	+20.21906832	 16.3158	  1.50	  0.15	 0.00e+00	Simbad	129.72970631	+20.21906832
     550	 661257154920147072	129.73010108	+19.28377076	 15.0785	  0.03	  0.35	 0.00e+00	Simbad	129.73010108	+19.28377076
     551	 664316546023530368	129.73098312	+19.84252930	 17.4999	  0.71	  0.24	 0.00e+00	Simbad	129.73098312	+19.84252930
     552	 658475424859524992	129.73176692	+17.25263048	 16.4080	  1.63	  0.29	 0.00e+00	Simbad	129.73176692	+17.25263048
     553	 665203233431193344	129.73385354	+21.94080223	 18.4396	  0.91	 -0.97	 0.00e+00	Simbad	129.73385354	+21.94080223
     554	 659440138937561344	129.73526638	+18.21652243	 18.4135	  1.08	  0.00	 0.00e+00	Simbad	129.73526638	+18.21652243
     555	 664520294975172608	129.73564278	+20.85766595	 17.2813	  0.58	  0.36	 0.00e+00	Simbad	129.73564278	+20.85766595
     556	 659698219229186688	129.73704957	+18.85808458	 15.8874	  0.06	  0.13	 0.00e+00	Simbad	129.73704957	+18.85808458
     557	 664343415338898944	129.73827371	+20.18148165	 13.4113	 -1.11	  1.20	 0.00e+00	Simbad	129.73827371	+20.18148165
     558	 657769675833233408	129.74030436	+15.88750598	 14.6267	 -1.29	 -0.49	 0.00e+00	Simbad	129.74030436	+15.88750598
     559	 659680072990872704	129.74049544	+18.77518274	 16.5702	 -1.59	  0.22	 0.00e+00	Simbad	129.74049544	+18.77518274
     560	3079132560686848256	129.75450311	+02.30427007	 17.7969	 -5.56	  0.71	 5.61e-01	Simbad	129.75450311	+02.30427007
     561	 659284390540626816	129.75752547	+17.85573169	 15.0807	 -0.16	 -0.06	 0.00e+00	Simbad	129.75752547	+17.85573169
     562	 661258872906952320	129.75933089	+19.32618793	 12.1226	  0.31	 -0.26	 0.00e+00	Simbad	129.75933089	+19.32618793
     563	 661289105178505344	129.76161775	+19.72466304	  9.1791	  1.79	  0.68	 0.00e+00	Simbad	129.76161775	+19.72466304
     564	 661262652478166528	129.76269137	+19.40430503	 17.3803	 -2.69	  0.26	 0.00e+00	Simbad	129.76269137	+19.40430503
     565	 664323761568567808	129.76321711	+20.04371058	 13.8415	  1.01	 -0.03	 0.00e+00	Simbad	129.76321711	+20.04371058
     566	 664323280532234240	129.76478397	+19.99969260	  8.2708	 -0.55	  0.57	 0.00e+00	Simbad	129.76478397	+19.99969260
     567	 664495457180572288	129.76625810	+20.56725444	 15.9426	 -0.80	  0.02	 0.00e+00	Simbad	129.76625810	+20.56725444
     568	 661282031370596608	129.76698076	+19.52263365	 13.3318	 -0.65	  0.44	 0.00e+00	Simbad	129.76698076	+19.52263365
     569	 661313363154337280	129.77115621	+19.75729970	 17.0969	  1.53	 -0.83	 0.00e+00	Simbad	129.77115621	+19.75729970
     570	 664330839674663296	129.77164030	+20.11711172	  9.2890	  0.67	 -0.36	 0.00e+00	Simbad	129.77164030	+20.11711172
     571	 661288628440350080	129.77528883	+19.67675864	  7.3673	  1.00	  0.33	 0.00e+00	Simbad	129.77528883	+19.67675864
     572	 664349874969575680	129.77850250	+20.34834782	 15.3009	  0.75	  0.68	 0.00e+00	Simbad	129.77850250	+20.34834782
     573	 661313569312788096	129.77882846	+19.78551927	 18.5335	 -2.62	 -0.62	 0.00e+00	Simbad	129.77882846	+19.78551927
     574	 661285707862587520	129.79210048	+19.67837130	  9.3202	  0.73	  0.25	 0.00e+00	Simbad	129.79210048	+19.67837130
     575	 664444914005442304	129.79217628	+20.40832423	 13.7661	  0.13	  0.00	 0.00e+00	Simbad	129.79217628	+20.40832423
     576	 659439078082230016	129.79552635	+18.17593690	 10.1147	  0.91	 -0.39	 0.00e+00	Simbad	129.79552635	+18.17593690
     577	 661207024061875456	129.80055742	+19.11555998	 10.4472	 -0.09	 -0.16	 0.00e+00	Simbad	129.80055742	+19.11555998
     578	 664769059480885632	129.80222161	+21.59911421	 18.0384	  2.62	 -0.13	 0.00e+00	Simbad	129.80222161	+21.59911421
     579	 664320497393421952	129.81037108	+20.02192754	 15.0667	  1.06	  0.00	 0.00e+00	Simbad	129.81037108	+20.02192754
     580	 664344824088164352	129.81230595	+20.21072116	 11.1364	 -1.50	 -1.09	 0.00e+00	Simbad	129.81230595	+20.21072116
     581	 661257704675956480	129.81344056	+19.28647608	 15.6524	 -1.51	  0.30	 0.00e+00	Simbad	129.81344056	+19.28647608
     582	 661258937329286400	129.81390810	+19.32452648	 18.0950	  3.22	 -0.51	 0.00e+00	Simbad	129.81390810	+19.32452648
     583	 603188200643885696	129.81575616	+13.53886718	 16.2630	 -1.76	  0.33	 0.00e+00	Simbad	129.81575616	+13.53886718
     584	 659253638574908672	129.81918477	+17.46287539	 11.5032	  0.15	  0.28	 0.00e+00	Simbad	129.81918477	+17.46287539
     585	 661313917207778304	129.81980508	+19.79511774	 15.5361	  0.14	  0.51	 0.00e+00	Simbad	129.81980508	+19.79511774
     586	 664506143059189888	129.82505465	+20.73921032	 15.4527	 -0.53	 -0.56	 0.00e+00	Simbad	129.82505465	+20.73921032
     587	 661259384005904256	129.82691741	+19.37891134	 18.3577	 -1.06	 -0.49	 0.00e+00	Simbad	129.82691741	+19.37891134
     588	 659685231248166784	129.82857374	+18.81008782	 16.6585	 -2.23	  0.27	 0.00e+00	Simbad	129.82857374	+18.81008782
     589	 690530896094421632	129.82995769	+24.41371775	 15.6425	  0.38	 -0.26	 0.00e+00	Simbad	129.82995769	+24.41371775
     590	 659479656933168128	129.83769619	+18.43666705	 18.0369	  2.29	  0.38	 0.00e+00	Simbad	129.83769619	+18.43666705
     591	 665212510560536960	129.83863438	+22.08896727	 16.8709	  0.51	 -0.48	 0.00e+00	Simbad	129.83863438	+22.08896727
     592	 661315837054947840	129.84088916	+19.86114168	 12.2839	 -0.11	  0.17	 0.00e+00	Simbad	129.84088916	+19.86114168
     593	 664508616960346752	129.84214419	+20.79948626	 17.4126	  2.80	  0.41	 0.00e+00	Simbad	129.84214419	+20.79948626
     594	 664329946321463168	129.84335641	+20.08181971	 16.0947	  0.07	  0.21	 0.00e+00	Simbad	129.84335641	+20.08181971
     595	 602097141511554944	129.84419066	+11.68729870	 15.5006	  0.12	 -0.35	 0.00e+00	Simbad	129.84419066	+11.68729870
     596	 659674614089018112	129.84724328	+18.66552949	 17.7086	 -0.36	  0.33	 0.00e+00	Simbad	129.84724328	+18.66552949
     597	5750336897194239488	129.84764879	-09.57766475	  8.7622	 -6.39	  1.66	 5.61e-01	Simbad	129.84764879	-09.57766475
     598	 659674614089017984	129.84765886	+18.66642522	 15.2438	  0.17	 -0.45	 0.00e+00	Simbad	129.84765886	+18.66642522
     599	 661268940310277888	129.85391359	+19.45928944	 10.3273	 -0.40	  0.38	 0.00e+00	Simbad	129.85391359	+19.45928944
     600	 659685540485811072	129.85876598	+18.80467663	 18.2013	  2.06	 -0.60	 0.00e+00	Simbad	129.85876598	+18.80467663
     601	 664509437297849856	129.86046037	+20.86232735	 18.2567	 -0.42	  1.20	 0.00e+00	Simbad	129.86046037	+20.86232735
     602	 664444639127529728	129.86095315	+20.43115204	 16.4050	 -1.06	 -0.24	 0.00e+00	Simbad	129.86095315	+20.43115204
     603	 659441242745739648	129.86424714	+18.24873824	 17.2892	 -1.60	 -0.14	 0.00e+00	Simbad	129.86424714	+18.24873824
     604	 661269043386545536	129.86893372	+19.47359619	 11.3752	 -0.32	 -0.23	 0.00e+00	Simbad	129.86893372	+19.47359619
     605	 664326922664482944	129.87658881	+20.06899622	 10.1413	  0.13	 -0.46	 0.00e+00	Simbad	129.87658881	+20.06899622
     606	 659380666527013248	129.87755344	+17.98084778	 17.4897	  2.59	 -0.28	 0.00e+00	Simbad	129.87755344	+17.98084778
     607	 659689109602230272	129.87779821	+18.94810085	 17.8589	  1.81	 -0.36	 0.00e+00	Simbad	129.87779821	+18.94810085
     608	 664319329162317568	129.87877247	+19.96712438	 16.7304	  4.39	 -0.89	 0.00e+00	Simbad	129.87877247	+19.96712438
     609	 664319118706857088	129.88203955	+19.95456543	 18.2992	  0.53	 -0.25	 0.00e+00	Simbad	129.88203955	+19.95456543
     610	 661265229458645120	129.88214006	+19.40482741	 16.5342	 -2.32	 -0.04	 0.00e+00	Simbad	129.88214006	+19.40482741
     611	 664549913069748736	129.88498123	+21.04789266	 17.6776	 -2.60	  0.26	 0.00e+00	Simbad	129.88498123	+21.04789266
     612	 664545308864299904	129.89337658	+20.95567899	 13.1342	 -0.56	 -0.66	 0.00e+00	Simbad	129.89337658	+20.95567899
     613	 659687498990893056	129.89791337	+18.87682180	 10.5806	  0.67	 -0.23	 0.00e+00	Simbad	129.89791337	+18.87682180
     614	 666136443926034432	129.89919317	+23.09469739	 17.3599	 -0.77	  0.64	 0.00e+00	Simbad	129.89919317	+23.09469739
     615	 659487039980639872	129.90048380	+18.68023053	 18.2081	 -1.70	 -0.03	 0.00e+00	Simbad	129.90048380	+18.68023053
     616	 661210666194127360	129.90162923	+19.26044211	 13.7966	 -0.06	  0.34	 0.00e+00	Simbad	129.90162923	+19.26044211
     617	 661270486498500352	129.90172890	+19.48546274	 14.4475	 -0.02	  0.78	 0.00e+00	Simbad	129.90172890	+19.48546274
     618	 661270898815358720	129.90187472	+19.51207207	 17.6817	 -0.11	 -0.28	 0.00e+00	Simbad	129.90187472	+19.51207207
     619	 659373141744409984	129.90415348	+17.78881587	 14.7527	 -0.25	 -1.01	 0.00e+00	Simbad	129.90415348	+17.78881587
     620	 661314570042801280	129.90462779	+19.81604545	 14.4976	  0.07	  0.84	 0.00e+00	Simbad	129.90462779	+19.81604545
     621	 659436153207801344	129.90615084	+18.17034714	 12.0520	 -0.57	 -0.42	 0.00e+00	Simbad	129.90615084	+18.17034714
     622	 661265951013145344	129.90969390	+19.44080415	 12.3649	 -1.15	 -0.63	 0.00e+00	Simbad	129.90969390	+19.44080415
     623	 661204167906246784	129.91502045	+19.11556596	 18.2774	  2.24	 -0.02	 0.00e+00	Simbad	129.91502045	+19.11556596
     624	 659684264879024128	129.91681136	+18.84696377	 18.2024	  2.28	 -0.57	 0.00e+00	Simbad	129.91681136	+18.84696377
     625	 661216949728995584	129.91861011	+19.31490776	 17.1166	  0.44	 -0.63	 0.00e+00	Simbad	129.91861011	+19.31490776
     626	 659485807326329600	129.91898092	+18.61625722	 17.0831	 -0.34	 -0.34	 0.00e+00	Simbad	129.91898092	+18.61625722
     627	 664325170317925120	129.92080159	+19.99128228	 14.6301	  2.59	  0.14	 0.00e+00	Simbad	129.92080159	+19.99128228
     628	 664325857512593920	129.92377791	+20.02814981	 14.9731	  0.44	  0.00	 0.00e+00	Simbad	129.92377791	+20.02814981
     629	 664439416447387392	129.92497536	+20.29580962	 17.0811	  0.40	 -1.25	 0.00e+00	Simbad	129.92497536	+20.29580962
     630	 661216885306765824	129.92714849	+19.30794259	 16.6833	  2.34	  0.74	 0.00e+00	Simbad	129.92714849	+19.30794259
     631	 661311443306610688	129.92755814	+19.77839874	  6.5925	  0.83	 -0.23	 0.00e+00	Simbad	129.92755814	+19.77839874
     632	 664446700711823616	129.93153085	+20.49427803	 16.5312	 -1.21	 -0.01	 0.00e+00	Simbad	129.93153085	+20.49427803
     633	 661210734913600000	129.93593873	+19.27516212	  7.6167	  0.91	 -0.44	 0.00e+00	Simbad	129.93593873	+19.27516212
     634	 664325543977630464	129.93972673	+20.00433856	 17.9994	  0.45	 -0.24	 0.00e+00	Simbad	129.93972673	+20.00433856
     635	 661190290869387776	129.94035919	+18.97606373	 16.2789	  1.77	 -0.95	 0.00e+00	Simbad	129.94035919	+18.97606373
     636	 661264439184662016	129.94045703	+19.36692935	 10.5175	  0.47	  0.16	 0.00e+00	Simbad	129.94045703	+19.36692935
     637	 661209566682500736	129.94386132	+19.21773280	 14.6448	  1.32	 -1.00	 0.00e+00	Simbad	129.94386132	+19.21773280
     638	 661308935045711872	129.94459848	+19.73677266	 17.6218	 -1.42	  0.41	 0.00e+00	Simbad	129.94459848	+19.73677266
     639	 661314638762274176	129.94595435	+19.82756636	 12.4523	 -0.17	  0.33	 0.00e+00	Simbad	129.94595435	+19.82756636
     640	 661296290661998208	129.94690059	+19.65948559	 16.8877	  3.25	 -1.37	 0.00e+00	Simbad	129.94690059	+19.65948559
     641	 657777849155216896	129.94937608	+15.90374105	 19.1154	 -3.95	 -0.24	 0.00e+00	Simbad	129.94937608	+15.90374105
     642	 659466222275521792	129.95648480	+18.34737875	  9.0278	 -0.50	  0.19	 0.00e+00	Simbad	129.95648480	+18.34737875
     643	 661271238116475648	129.96165459	+19.55052154	 11.6304	 -0.25	 -0.19	 0.00e+00	Simbad	129.96165459	+19.55052154
     644	 657747990542406784	129.96213820	+15.67254873	 18.0573	  1.02	 -0.02	 0.00e+00	Simbad	129.96213820	+15.67254873
     645	 664453778817920256	129.96352043	+20.58048015	 15.1099	 -0.70	  0.19	 0.00e+00	Simbad	129.96352043	+20.58048015
     646	 661216747867811328	129.96379667	+19.30554338	 17.2758	 -0.49	 -0.64	 0.00e+00	Simbad	129.96379667	+19.30554338
     647	 661216743570426240	129.96790280	+19.31257952	 10.1118	  0.16	  0.78	 0.00e+00	Simbad	129.96790280	+19.31257952
     648	 664446666352164224	129.96917334	+20.51282791	 16.2429	 -1.27	  0.07	 0.00e+00	Simbad	129.96917334	+20.51282791
     649	 664325616994522880	129.96965441	+20.01804196	 16.4103	 -0.32	  0.22	 0.00e+00	Simbad	129.96965441	+20.01804196
     650	 661264679702825344	129.97134189	+19.40098191	 16.8200	  1.02	 -0.09	 0.00e+00	Simbad	129.97134189	+19.40098191
     651	 664452954184200704	129.97619861	+20.56015271	  9.2370	 -0.40	  0.18	 0.00e+00	Simbad	129.97619861	+20.56015271
     652	 661267325402674048	129.97652873	+19.46027400	 17.3207	 -0.65	  0.19	 0.00e+00	Simbad	129.97652873	+19.46027400
     653	 664327433763175424	129.97926607	+20.06497137	  9.9914	  3.08	 -0.86	 0.00e+00	Simbad	129.97926607	+20.06497137
     654	 661268253115601792	129.99054551	+19.54142234	  7.4871	  0.21	  0.56	 0.00e+00	Simbad	129.99054551	+19.54142234
     655	 661206577385260800	129.99177922	+19.20157581	  9.3754	  1.39	 -0.06	 0.00e+00	Simbad	129.99177922	+19.20157581
     656	 664329190407201280	129.99305577	+20.15818752	  8.8257	  1.19	  0.09	 0.00e+00	Simbad	129.99305577	+20.15818752
     657	 657994143708820736	129.99410347	+16.29618037	 18.2608	  3.36	 -0.33	 0.00e+00	Simbad	129.99410347	+16.29618037
     658	 661294705815866240	129.99976051	+19.57785965	 12.5770	 -0.11	 -1.02	 0.00e+00	Simbad	129.99976051	+19.57785965
     659	 658506344327926784	130.00010973	+17.36832491	 18.2261	  1.31	  0.50	 0.00e+00	Simbad	130.00010973	+17.36832491
     660	 661311752544249088	130.00243901	+19.80650064	 10.1624	 -0.04	 -0.52	 0.00e+00	Simbad	130.00243901	+19.80650064
     661	 661216404270424832	130.00278950	+19.30959066	 13.8053	  4.25	  0.37	 0.00e+00	Simbad	130.00278950	+19.30959066
     662	 664328915529295232	130.00523861	+20.13557199	  9.5651	  1.23	  0.48	 0.00e+00	Simbad	130.00523861	+20.13557199
     663	 664441615470632064	130.00543204	+20.37287234	 18.3573	 -0.39	 -0.25	 0.00e+00	Simbad	130.00543204	+20.37287234
     664	 661190015991474688	130.00693505	+18.99978595	 10.0396	  0.46	 -0.07	 0.00e+00	Simbad	130.00693505	+18.99978595
     665	 661189260077235072	130.00912056	+18.94910531	 14.6547	  0.19	 -0.95	 0.00e+00	Simbad	130.00912056	+18.94910531
     666	 661296565539900544	130.01020479	+19.67643786	 16.6030	 -0.34	  0.04	 0.00e+00	Simbad	130.01020479	+19.67643786
     667	 661215751435494144	130.01022238	+19.27765649	 16.9940	 -1.07	  0.39	 0.00e+00	Simbad	130.01022238	+19.27765649
     668	 661321304551503616	130.01509414	+19.91647543	 16.3115	  2.82	  0.72	 0.00e+00	Simbad	130.01509414	+19.91647543
     669	 661186202060520704	130.01614028	+18.93253261	 18.4288	  0.39	  0.36	 0.00e+00	Simbad	130.01614028	+18.93253261
     670	 661219290488437632	130.01718858	+19.41390168	 16.8285	  0.32	  0.91	 0.00e+00	Simbad	130.01718858	+19.41390168
     671	 661298451027341056	130.02026225	+19.72920333	  9.6881	  1.24	 -0.29	 0.00e+00	Simbad	130.02026225	+19.72920333
     672	 661190153430426880	130.02365259	+19.02513090	 12.3094	 -0.67	  0.46	 0.00e+00	Simbad	130.02365259	+19.02513090
     673	 661216369910684544	130.02632088	+19.30731207	 10.8034	  0.24	 -0.61	 0.00e+00	Simbad	130.02632088	+19.30731207
     674	 661324431287688448	130.02657947	+20.00773570	  6.1357	 -0.34	 -0.90	 0.00e+00	Simbad	130.02657947	+20.00773570
     675	 664559847330171136	130.02696366	+21.26476008	 16.7773	  0.15	 -0.33	 0.00e+00	Simbad	130.02696366	+21.26476008
     676	 664547890141278464	130.03194597	+21.06266794	  9.2352	  0.75	  0.54	 0.00e+00	Simbad	130.03194597	+21.06266794
     677	 664423297433229312	130.03378860	+20.21845069	 18.2262	 -2.79	 -0.35	 0.00e+00	Simbad	130.03378860	+20.21845069
     678	 661295324291154816	130.04017466	+19.62136097	 11.8021	  0.20	  0.25	 0.00e+00	Simbad	130.04017466	+19.62136097
     679	 659388466187693440	130.04081504	+18.09717318	 13.0557	 -0.79	  0.75	 0.00e+00	Simbad	130.04081504	+18.09717318
     680	 664442233945917440	130.04160395	+20.41889389	 14.6796	  0.46	  0.75	 0.00e+00	Simbad	130.04160395	+20.41889389
     681	 609424699316025344	130.04415021	+14.30694066	 16.2018	  0.37	 -0.01	 0.00e+00	Simbad	130.04415021	+14.30694066
     682	 661189706753828608	130.04504601	+18.98244005	 15.8086	 -1.37	 -1.52	 0.00e+00	Simbad	130.04504601	+18.98244005
     683	 661322060465742336	130.04755823	+19.97107625	  6.5818	  0.62	  0.60	 0.00e+00	Simbad	130.04755823	+19.97107625
     684	 661295672186702336	130.04812412	+19.65321797	 15.9354	  0.26	  0.41	 0.00e+00	Simbad	130.04812412	+19.65321797
     685	 661295461730107392	130.05115940	+19.63947697	  9.7617	 -1.42	 -0.23	 0.00e+00	Simbad	130.05115940	+19.63947697
     686	 661298897704486912	130.05433737	+19.76382694	 18.4707	  0.14	 -0.46	 0.00e+00	Simbad	130.05433737	+19.76382694
     687	 661325187202016512	130.05441151	+20.05775957	 16.0996	  1.77	 -0.32	 0.00e+00	Simbad	130.05441151	+20.05775957
     688	 659494049367276544	130.05526312	+18.72393993	 18.2152	  0.59	  0.18	 0.00e+00	Simbad	130.05526312	+18.72393993
     689	 661310756111835392	130.05589533	+19.77875190	 12.8466	 -0.27	  0.52	 0.00e+00	Simbad	130.05589533	+19.77875190
     690	 661298833282624000	130.05727677	+19.74883753	 15.1955	 -1.07	 -0.28	 0.00e+00	Simbad	130.05727677	+19.74883753
     691	 661186683096853248	130.05928065	+18.95867347	 13.3378	  0.01	 -0.03	 0.00e+00	Simbad	130.05928065	+18.95867347
     692	 661325393360354688	130.06317338	+20.08715424	 16.7855	 -0.34	  0.60	 0.00e+00	Simbad	130.06317338	+20.08715424
     693	 661323641013704832	130.06379441	+19.99424735	  8.7473	 -0.53	 -0.41	 0.00e+00	Simbad	130.06379441	+19.99424735
     694	 664456733755404928	130.07025170	+20.71166685	 16.8208	 -0.26	 -0.29	 0.00e+00	Simbad	130.07025170	+20.71166685
     695	 664456626379853696	130.07044980	+20.70011806	 18.4305	 -2.24	  0.12	 0.00e+00	Simbad	130.07044980	+20.70011806
     696	 659488349947010176	130.07095140	+18.60823001	 17.2991	  0.81	 -0.69	 0.00e+00	Simbad	130.07095140	+18.60823001
     697	 661290758744228224	130.07523850	+19.53193767	  7.4995	  0.75	 -0.68	 0.00e+00	Simbad	130.07523850	+19.53193767
     698	 659462855021155840	130.07939850	+18.36189910	 16.0786	  0.66	  0.00	 0.00e+00	Simbad	130.07939850	+18.36189910
     699	 661186373859208832	130.08243937	+18.92722938	 15.1311	  0.77	 -1.22	 0.00e+00	Simbad	130.08243937	+18.92722938
     700	 661297321454333312	130.08628649	+19.68667877	  7.6532	  0.62	  0.07	 0.00e+00	Simbad	130.08628649	+19.68667877
     701	 661211142934329088	130.08858692	+19.18109286	 14.5139	  1.43	  0.72	 0.00e+00	Simbad	130.08858692	+19.18109286
     702	 661211147230556160	130.08873805	+19.18176031	 13.9773	  0.15	  0.04	 0.00e+00	Simbad	130.08873805	+19.18176031
     703	 661297080936069632	130.09186120	+19.66987668	  6.1590	  0.47	  0.88	 0.00e+00	Simbad	130.09186120	+19.66987668
     704	 659388947224025856	130.09218966	+18.12348560	 14.6846	 -0.82	  0.17	 0.00e+00	Simbad	130.09218966	+18.12348560
     705	 661419259867455488	130.09281036	+20.10670024	  9.9566	 -0.29	 -0.07	 0.00e+00	Simbad	130.09281036	+20.10670024
     706	 664455118847781760	130.09322513	+20.64080639	 14.2053	 -0.50	 -0.35	 0.00e+00	Simbad	130.09322513	+20.64080639
     707	 661243273585807872	130.09448789	+19.46471049	 10.5451	  0.59	  0.14	 0.00e+00	Simbad	130.09448789	+19.46471049
     708	 661297115295806592	130.09678365	+19.67319866	 10.2993	  3.19	 -1.15	 0.00e+00	Simbad	130.09678365	+19.67319866
     709	 661243307945543936	130.10625270	+19.47570815	  9.7418	 -0.24	 -0.48	 0.00e+00	Simbad	130.10625270	+19.47570815
     710	 661297493252924416	130.10875563	+19.68642285	  9.2720	  0.07	 -0.36	 0.00e+00	Simbad	130.10875563	+19.68642285
     711	 661211727047722752	130.10919859	+19.21936933	 12.5718	  0.28	 -1.13	 0.00e+00	Simbad	130.10919859	+19.21936933
     712	 664425054076741120	130.11055319	+20.25359584	 15.6782	 -0.28	  0.58	 0.00e+00	Simbad	130.11055319	+20.25359584
     713	 661291136701346304	130.11237625	+19.54476004	  6.2512	  0.54	 -0.53	 0.00e+00	Simbad	130.11237625	+19.54476004
     714	 661212933936844416	130.11415874	+19.27798389	 11.0082	  0.36	 -0.73	 0.00e+00	Simbad	130.11415874	+19.27798389
     715	 661294052980833792	130.11446989	+19.65543490	 12.8662	  0.41	  0.32	 0.00e+00	Simbad	130.11446989	+19.65543490
