#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T05:40:47 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T05:40:47	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A+A/621/L2&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36219002
#Name: J/A+A/621/L2
#Title: Hyades tidal tails revealed by Gaia DR2 (Roeser+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/a+a/621/l2	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/621/l2	    IVOID of underlying data collection
#INFO	creator=Roeser S.	    First author or institution
#INFO	cites=bibcode:2019A&A...621L...2R	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/621/L2	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36219002	    Dataset identifier that can be used for citation
#INFO	publication_date=2020-05-04	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_621_L2_stars:
#Name: J/A+A/621/L2/stars
#Title: All the star shown in Figures 3a to 3c
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Source	(I19)	Gaia DR2 source id (source_id)	[ucd=meta.id;meta.main]
#Column	RAICRS	(F12.8)	Gaia DR2 right ascension (ICRS at Ep=2015.5) rounded to 10^-8^ degrees	[ucd=pos.eq.ra;meta.main]
#Column	DEICRS	(F12.8)	Gaia DR2 declination (ICRS at Ep=2015.5) rounded to 10^-8^ degrees	[ucd=pos.eq.dec;meta.main]
#Column	Gmag	(F10.6)	G-band mean magnitude (Vega) (phot_g_mean_mag)	[ucd=phot.mag;em.opt]
#Column	Member	(A8)	Membership to subgroups (1)	[ucd=meta.code.member]
#Column	Comment	(a8)	Comment may take the values (2)	[ucd=meta.note;stat.value]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA.icrs	(F12.8)	Right ascension (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F12.8)	Declination (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
recno	Source	RAICRS	DEICRS	Gmag	Member	Comment	Simbad	_RA.icrs	_DE.icrs
     612	3393315298200049536	075.31692283	+16.14459404	 15.824718	Tr_tail 	 -      	Simbad	075.31692283	+16.14459404
     613	3391728565481255040	075.40052784	+13.93291565	 10.745497	Cluster 	 -      	Simbad	075.40052784	+13.93291565
     614	3295209414705918080	075.40725860	+12.41631723	 10.890981	Cluster 	 -      	Simbad	075.40725860	+12.41631723
     615	3391658329880811776	075.70189563	+13.63264202	 16.192661	Cluster 	 -      	Simbad	075.70189563	+13.63264202
     616	3409207536188836352	075.77425583	+21.58978479	  4.555233	Cluster 	 -      	Simbad	075.77425583	+21.58978479
     617	3408679804966891264	075.77659430	+19.67863247	 15.890745	Cluster 	 -      	Simbad	075.77659430	+19.67863247
     618	3407518510233429248	075.77986719	+19.01783148	 11.211767	Cluster 	 -      	Simbad	075.77986719	+19.01783148
     619	3391712038447198080	075.78220102	+13.73059245	  8.785987	Cluster 	 -      	Simbad	075.78220102	+13.73059245
     620	3238530414929634304	075.82985912	+03.84038137	 15.588563	Cluster 	 -      	Simbad	075.82985912	+03.84038137
     621	3407113241415669120	075.88646706	+18.14772796	 15.801665	Cluster 	 -      	Simbad	075.88646706	+18.14772796
     622	3406980028710351744	075.92909871	+17.15363311	 12.708505	Tr_tail 	 -      	Simbad	075.92909871	+17.15363311
     623	 184786299284219776	075.97103382	+34.08732706	 11.136489	Pr_tail 	 -      	Simbad	075.97103382	+34.08732706
     624	3291734202048545792	076.47569374	+10.58074918	 13.821312	Cluster 	 -      	Simbad	076.47569374	+10.58074918
     625	3407121831350730112	076.57524651	+17.81628181	  8.620001	Cluster 	 -      	Simbad	076.57524651	+17.81628181
     626	2989566553942710016	076.58572596	-12.31569222	 12.436448	Tr_tail 	 Contam.	Simbad	076.58572596	-12.31569222
     627	3393094021484216192	076.78866945	+15.61361764	 12.772995	Cluster 	 -      	Simbad	076.78866945	+15.61361764
     628	3391410909700425600	076.79218102	+13.26970621	 14.930409	Cluster 	 -      	Simbad	076.79218102	+13.26970621
     629	3392122637320609536	076.89601367	+14.65381691	 13.536875	Cluster 	 -      	Simbad	076.89601367	+14.65381691
     630	3407612488414335616	076.89727773	+18.69261844	 10.964407	Tr_tail 	 -      	Simbad	076.89727773	+18.69261844
     631	3415184653196381184	077.05581780	+21.99008496	 12.058555	Cluster 	 -      	Simbad	077.05581780	+21.99008496
     632	3392323607430380416	077.06454967	+15.37722185	 15.261211	Cluster 	 -      	Simbad	077.06454967	+15.37722185
     633	3392215133736661760	077.17164880	+14.74430321	 16.313644	Tr_tail 	 -      	Simbad	077.17164880	+14.74430321
     634	3391904178104504704	077.21494741	+14.25305396	 16.892593	Cluster 	 -      	Simbad	077.21494741	+14.25305396
     635	3388382060107608832	077.26299574	+12.96408970	  9.038671	Cluster 	 -      	Simbad	077.26299574	+12.96408970
     636	3407959826713625984	077.31605741	+19.57237852	 13.433908	Tr_tail 	 -      	Simbad	077.31605741	+19.57237852
     637	3290872562889409024	077.33211270	+09.82955179	  5.365619	Cluster 	 -      	Simbad	077.33211270	+09.82955179
     638	3242022670016700672	077.41856127	+08.21400576	 13.624072	Cluster 	 -      	Simbad	077.41856127	+08.21400576
     639	2986666420225295104	077.56202600	-14.63244049	 15.951162	Tr_tail 	 -      	Simbad	077.56202600	-14.63244049
     640	3290932829870375680	077.60203174	+10.41797427	 11.229315	Tr_tail 	 -      	Simbad	077.60203174	+10.41797427
     641	3212169176975854592	077.62665715	-03.88003152	 16.265827	Tr_tail 	 -      	Simbad	077.62665715	-03.88003152
     642	3414082525931242368	077.69824282	+20.56906277	  7.736046	Tr_tail 	 -      	Simbad	077.69824282	+20.56906277
     643	3388751431591386240	077.73593485	+13.12193193	 13.873891	Cluster 	 -      	Simbad	077.73593485	+13.12193193
     644	3408022193934893440	077.80196915	+20.21315101	 16.294556	Tr_tail 	 -      	Simbad	077.80196915	+20.21315101
     645	3241952369992171904	077.83085387	+07.90891106	 10.762614	Cluster 	 -      	Simbad	077.83085387	+07.90891106
     646	3240642989082655232	077.98135510	+05.71609424	 10.226835	Tr_tail 	 -      	Simbad	077.98135510	+05.71609424
     647	3240433669556301696	078.06690177	+05.36968178	 15.085450	Tr_tail 	 -      	Simbad	078.06690177	+05.36968178
     648	3395542393361639424	078.10042869	+18.40228291	 12.578318	Cluster 	 -      	Simbad	078.10042869	+18.40228291
     649	 182360398676067072	078.36299013	+35.27691040	 13.592575	other   	 -      	Simbad	078.36299013	+35.27691040
     650	3422691843714043648	078.39975926	+29.34856671	 17.830074	other   	 -      	Simbad	078.39975926	+29.34856671
     651	2963327258702089728	078.47600876	-19.95875244	 14.881027	Tr_tail 	 -      	Simbad	078.47600876	-19.95875244
     652	3422734690307546624	078.69829625	+29.89916745	 15.675057	other   	 -      	Simbad	078.69829625	+29.89916745
     653	3395264423077925632	078.71419250	+17.78702885	 13.499721	Cluster 	 -      	Simbad	078.71419250	+17.78702885
     654	3388509470313327104	078.72086110	+12.88845778	 16.037891	Cluster 	 -      	Simbad	078.72086110	+12.88845778
     655	3422653292087900672	078.80816289	+29.28873487	 15.292249	Pr_tail 	 -      	Simbad	078.80816289	+29.28873487
     656	3395180718459278464	078.87818871	+17.43157652	 15.965633	Cluster 	 -      	Simbad	078.87818871	+17.43157652
     657	3338650225766660992	079.06627943	+09.44657967	 14.273802	Cluster 	 -      	Simbad	079.06627943	+09.44657967
     658	3215491866755418624	079.10669117	-00.52150315	 14.753495	Cluster 	 -      	Simbad	079.10669117	-00.52150315
     659	 186949927713671168	079.19043238	+36.50702848	 17.036669	other   	 -      	Simbad	079.19043238	+36.50702848
     660	3207034423316145408	079.20088851	-07.77538315	 16.387794	Tr_tail 	 -      	Simbad	079.20088851	-07.77538315
     661	3414200143611145216	079.22333353	+21.39359939	 15.931081	Cluster 	 -      	Simbad	079.22333353	+21.39359939
     662	3414200139316713600	079.22397889	+21.39446083	 13.971810	Cluster 	 -      	Simbad	079.22397889	+21.39446083
     663	3221506126640202880	079.30156110	-00.23110526	 15.625520	Tr_tail 	 -      	Simbad	079.30156110	-00.23110526
     664	3387573300585597184	079.36723916	+11.79070807	 11.860253	Cluster 	 -      	Simbad	079.36723916	+11.79070807
     665	3394444084324433792	079.42340577	+17.45236247	 13.551713	Cluster 	 -      	Simbad	079.42340577	+17.45236247
     666	3421358720223679360	079.56412135	+27.14094379	 13.290285	Pr_tail 	 -      	Simbad	079.56412135	+27.14094379
     667	3242232470578902656	079.73138734	+08.45405811	 16.560728	Cluster 	 -      	Simbad	079.73138734	+08.45405811
     668	3417205143252006784	079.81113486	+24.12586130	 16.331675	Cluster 	 -      	Simbad	079.81113486	+24.12586130
     669	3210444215030339584	080.06692698	-04.23924811	 12.554763	Tr_tail 	 -      	Simbad	080.06692698	-04.23924811
     670	 183948299625867008	080.07171427	+35.79541579	 14.886811	other   	 -      	Simbad	080.07171427	+35.79541579
     671	 183948329686783232	080.07308869	+35.80129913	  9.216255	other   	 -      	Simbad	080.07308869	+35.80129913
     672	3387381646261643776	080.10615981	+11.60975891	  8.840032	Cluster 	 -      	Simbad	080.10615981	+11.60975891
     673	3338847893045082880	080.16553367	+10.56963662	 15.952396	Cluster 	 -      	Simbad	080.16553367	+10.56963662
     674	3338528764090225024	080.35476411	+09.63641531	 10.873164	Tr_tail 	 -      	Simbad	080.35476411	+09.63641531
     675	3391006113328069632	080.50666411	+15.58174899	 16.631510	Cluster 	 -      	Simbad	080.50666411	+15.58174899
     676	3337480688992285952	080.72706144	+08.20111700	 10.281261	Tr_tail 	 -      	Simbad	080.72706144	+08.20111700
     677	3220356793391858560	080.79377588	-01.69762704	 11.714352	Tr_tail 	 -      	Simbad	080.79377588	-01.69762704
     678	3447251978541950592	080.82579958	+31.15700371	 14.909183	other   	 -      	Simbad	080.82579958	+31.15700371
     679	3237939324349218944	080.93825650	+06.34764332	 16.596607	Tr_tail 	 -      	Simbad	080.93825650	+06.34764332
     680	3447291423521140224	081.06281173	+31.56831221	 11.709630	other   	 -      	Simbad	081.06281173	+31.56831221
     681	3391170490315215104	081.30011631	+16.51645167	 15.414823	Cluster 	 -      	Simbad	081.30011631	+16.51645167
     682	3402351561497574016	081.36274786	+21.06864998	 12.087285	Cluster 	 -      	Simbad	081.36274786	+21.06864998
     683	3339182389394565760	081.43744566	+10.73408984	 12.837501	Tr_tail 	 -      	Simbad	081.43744566	+10.73408984
     684	3338970355449435904	081.54072064	+10.48394604	 16.225733	Tr_tail 	 -      	Simbad	081.54072064	+10.48394604
     685	3221797634659986432	081.56567899	+00.56300320	 14.886234	Tr_tail 	 -      	Simbad	081.56567899	+00.56300320
     686	3446983560265733120	081.77014818	+30.51574449	 16.078773	other   	 -      	Simbad	081.77014818	+30.51574449
     687	 182542054316762112	082.14524969	+33.66257103	 14.471044	other   	 -      	Simbad	082.14524969	+33.66257103
     688	3223734390032418688	082.19826637	+01.86883756	 14.225082	Tr_tail 	 -      	Simbad	082.19826637	+01.86883756
     689	3340855571214473600	082.33923092	+11.85854311	 15.711238	Tr_tail 	 -      	Simbad	082.33923092	+11.85854311
     690	3402090466142958464	082.55382977	+20.64674938	 11.383380	Tr_tail 	 -      	Simbad	082.55382977	+20.64674938
     691	3402090259984528768	082.56133102	+20.63658969	 10.912408	Tr_tail 	 -      	Simbad	082.56133102	+20.63658969
     692	2968784925184068352	082.65144509	-19.26783032	 13.857713	Tr_tail 	 -      	Simbad	082.65144509	-19.26783032
     693	3013496977845251968	082.80209125	-10.40796319	 15.749976	Tr_tail 	 -      	Simbad	082.80209125	-10.40796319
     694	2984199459730398208	082.96825403	-15.61582573	 15.021873	Tr_tail 	 Contam.	Simbad	082.96825403	-15.61582573
     695	3223481296200207616	083.03708073	+01.64012494	 15.180084	Tr_tail 	 -      	Simbad	083.03708073	+01.64012494
     696	3446241080677661952	083.05907734	+30.08917547	 11.664471	other   	 -      	Simbad	083.05907734	+30.08917547
     697	3341103167488598272	083.06963260	+13.12495958	 14.701501	Cluster 	 -      	Simbad	083.06963260	+13.12495958
     698	3216818358815600000	083.07364752	-02.61662468	 13.901751	Tr_tail 	 -      	Simbad	083.07364752	-02.61662468
     699	3223884404650487040	083.12714230	+02.64844630	  7.373327	Tr_tail 	 -      	Simbad	083.12714230	+02.64844630
     700	3334005437679415040	083.21986614	+06.98766366	 15.572496	Tr_tail 	 -      	Simbad	083.21986614	+06.98766366
     701	3216917555379971200	083.45662809	-02.43891428	 14.960748	Tr_tail 	 -      	Simbad	083.45662809	-02.43891428
     702	3396115651237421312	083.73460112	+16.02143713	 10.913294	Tr_tail 	 -      	Simbad	083.73460112	+16.02143713
     703	3008822026202554880	083.76977085	-12.75477536	 15.140865	Tr_tail 	 -      	Simbad	083.76977085	-12.75477536
     704	3224298645655832832	083.81114462	+03.11816551	 15.564738	Tr_tail 	 -      	Simbad	083.81114462	+03.11816551
     705	3340701841449627520	083.90995174	+11.79249232	 16.984592	Tr_tail 	 -      	Simbad	083.90995174	+11.79249232
     706	3333966409312501248	084.06068339	+06.95621322	 14.360737	Tr_tail 	 -      	Simbad	084.06068339	+06.95621322
     707	3224454570148668416	084.18003874	+03.77485408	 14.587926	Tr_tail 	 -      	Simbad	084.18003874	+03.77485408
     708	3008429156953271552	084.19884047	-14.12930307	 16.637250	other   	 -      	Simbad	084.19884047	-14.12930307
     709	3334799632967858560	084.23754219	+08.75675839	 17.189030	Tr_tail 	 -      	Simbad	084.23754219	+08.75675839
     710	3397032128539658368	084.26575751	+17.04018290	  5.467900	Cluster 	 -      	Simbad	084.26575751	+17.04018290
     711	3010635086516236928	084.54007767	-09.89704751	 14.479530	Tr_tail 	 -      	Simbad	084.54007767	-09.89704751
     712	2972296554867765888	084.54489633	-14.95007187	 13.085567	other   	 -      	Simbad	084.54489633	-14.95007187
     713	3223261634391666176	084.59958078	+02.40227154	 15.888360	Tr_tail 	 -      	Simbad	084.59958078	+02.40227154
     714	3224052178957682816	084.81320682	+02.80567641	 12.202742	Tr_tail 	 -      	Simbad	084.81320682	+02.80567641
     715	3008672080303300608	084.91075334	-12.94630736	 14.255822	Tr_tail 	 -      	Simbad	084.91075334	-12.94630736
     716	3332714546603510656	084.93354048	+05.42507625	 14.028640	Cluster 	 -      	Simbad	084.93354048	+05.42507625
     717	3341356604920325888	085.18904567	+13.35663453	 15.907077	Tr_tail 	 -      	Simbad	085.18904567	+13.35663453
     718	3347392167839809792	085.29181131	+13.87976104	 16.192844	Tr_tail 	 -      	Simbad	085.29181131	+13.87976104
     719	2971204400521615616	085.33257569	-16.25850838	 14.618808	other   	 -      	Simbad	085.33257569	-16.25850838
     720	3347826784173590656	085.49563266	+15.33704104	  9.867197	Tr_tail 	 -      	Simbad	085.49563266	+15.33704104
     721	2967093257823975040	085.52397043	-19.28305447	 12.093246	Tr_tail 	 -      	Simbad	085.52397043	-19.28305447
     722	3219075518747298816	085.52989133	-00.34565458	 16.247751	Tr_tail 	 -      	Simbad	085.52989133	-00.34565458
     723	2996052847913488896	085.79707522	-15.20913717	 16.501410	other   	 -      	Simbad	085.79707522	-15.20913717
     724	3336095678002851456	085.88959407	+08.92970396	 12.051564	Tr_tail 	 -      	Simbad	085.88959407	+08.92970396
     725	3336974295169153408	085.94102241	+10.71302727	 15.476482	Tr_tail 	 -      	Simbad	085.94102241	+10.71302727
     726	3336989409156944640	086.14223586	+10.99008724	 13.489554	Tr_tail 	 -      	Simbad	086.14223586	+10.99008724
     727	2996257180980487808	086.14500185	-14.46516353	 15.717435	Tr_tail 	 -      	Simbad	086.14500185	-14.46516353
     728	2996964957230218368	086.19886246	-13.06816582	  9.042420	other   	 -      	Simbad	086.19886246	-13.06816582
     729	3336914268706466688	086.46035882	+10.62711934	 17.087984	Tr_tail 	 -      	Simbad	086.46035882	+10.62711934
     730	3320558105529372800	086.48016384	+05.23874429	 15.758551	Tr_tail 	 -      	Simbad	086.48016384	+05.23874429
     731	3015903735781307264	086.75560822	-07.34068144	 14.857268	Tr_tail 	 -      	Simbad	086.75560822	-07.34068144
     732	3217927147571517568	086.84334378	-01.53241674	 16.916471	Tr_tail 	 -      	Simbad	086.84334378	-01.53241674
     733	3022046986420521216	087.03183486	-06.16430756	 14.652121	Tr_tail 	 -      	Simbad	087.03183486	-06.16430756
     734	3319184162670574208	087.10986008	+02.82511497	 15.753984	Tr_tail 	 -      	Simbad	087.10986008	+02.82511497
     735	3427776054200455552	087.39936335	+24.17385278	 16.638355	Tr_tail 	 -      	Simbad	087.39936335	+24.17385278
     736	2996701044377217920	087.46690868	-13.50464674	 15.066626	other   	 -      	Simbad	087.46690868	-13.50464674
     737	3455987117387662720	087.53976823	+36.22080812	 17.321918	other   	 -      	Simbad	087.53976823	+36.22080812
     738	3348035553945613952	087.84821631	+15.55109050	 14.891113	Tr_tail 	 -      	Simbad	087.84821631	+15.55109050
     739	3011634886183067136	087.88972426	-09.15317997	 15.822332	Tr_tail 	 -      	Simbad	087.88972426	-09.15317997
     740	3335867361837804160	087.90726424	+09.70536079	 16.753557	Tr_tail 	 -      	Simbad	087.90726424	+09.70536079
     741	3217996515587266816	087.92338569	-01.26375772	 12.524305	Tr_tail 	 -      	Simbad	087.92338569	-01.26375772
     742	3428298528382128000	088.25800050	+25.12806362	 11.239939	Tr_tail 	 Contam.	Simbad	088.25800050	+25.12806362
     743	2998766575752095488	088.29715212	-11.60453286	  8.345709	Tr_tail 	 -      	Simbad	088.29715212	-11.60453286
     744	3319793631414576896	088.31346741	+04.11610778	 18.479708	Tr_tail 	 Contam.	Simbad	088.31346741	+04.11610778
     745	3011565342072808704	088.39159772	-09.43673564	 16.848629	Tr_tail 	 -      	Simbad	088.39159772	-09.43673564
     746	3025402730267686912	088.66552910	-02.80620161	 13.722951	Tr_tail 	 -      	Simbad	088.66552910	-02.80620161
     747	3025295321725752576	088.67012741	-03.48218488	  7.995393	Tr_tail 	 -      	Simbad	088.67012741	-03.48218488
     748	2995994367638216704	088.72349597	-13.65866163	 15.263645	other   	 -      	Simbad	088.72349597	-13.65866163
     749	3323019431029730560	088.88651156	+07.90950307	 13.655429	Tr_tail 	 -      	Simbad	088.88651156	+07.90950307
     750	3343025148176243712	089.15193287	+12.13619049	 15.728257	Tr_tail 	 -      	Simbad	089.15193287	+12.13619049
     751	3348713948322908928	089.21145554	+15.27097595	 15.039987	Tr_tail 	 -      	Simbad	089.21145554	+15.27097595
     752	3024508964753633536	089.52207742	-03.49721729	 16.036228	Tr_tail 	 -      	Simbad	089.52207742	-03.49721729
     753	3218565379712306560	089.60116127	-00.18661997	 15.233428	Tr_tail 	 -      	Simbad	089.60116127	-00.18661997
     754	 193276414538597632	089.60558108	+43.37124006	  9.264133	other   	 -      	Simbad	089.60558108	+43.37124006
     755	 193277965024585088	089.66314293	+43.30829591	 17.276537	other   	 -      	Simbad	089.66314293	+43.30829591
     756	2909424731942347392	089.73468606	-29.17815860	 16.046350	Tr_tail 	 -      	Simbad	089.73468606	-29.17815860
     757	3019647920768364672	089.81337066	-05.10901173	 14.620850	Tr_tail 	 -      	Simbad	089.81337066	-05.10901173
     758	3315967541404032896	089.87475598	+02.47620229	  7.667763	Tr_tail 	 -      	Simbad	089.87475598	+02.47620229
     759	2998941402398201984	089.92040106	-11.33246600	 13.169211	Tr_tail 	 -      	Simbad	089.92040106	-11.33246600
     760	3025915377564893056	090.18169843	-01.78247445	 15.672571	Tr_tail 	 -      	Simbad	090.18169843	-01.78247445
     761	3321943971216932096	090.26227207	+06.86167374	  9.567137	Tr_tail 	 -      	Simbad	090.26227207	+06.86167374
     762	2990630228364572288	090.41479922	-18.08499366	 16.568714	Tr_tail 	 -      	Simbad	090.41479922	-18.08499366
     763	3315593982328934400	090.42966841	+02.53499076	 16.099964	Tr_tail 	 -      	Simbad	090.42966841	+02.53499076
     764	2883206877177906688	090.74386027	-38.67830215	 14.804959	Tr_tail 	 -      	Simbad	090.74386027	-38.67830215
     765	3021086494294837888	090.91157941	-05.03459167	 16.621172	Tr_tail 	 -      	Simbad	090.91157941	-05.03459167
     766	3005365436521545856	090.95545239	-09.54397914	 11.012462	Tr_tail 	 -      	Simbad	090.95545239	-09.54397914
     767	2998236065691096576	091.02721478	-11.14580607	 10.882088	Tr_tail 	 -      	Simbad	091.02721478	-11.14580607
     768	3020873566995417088	091.18117142	-05.40816316	 14.839034	Tr_tail 	 -      	Simbad	091.18117142	-05.40816316
     769	3329734625278739712	091.40418241	+09.89911916	 15.185761	Tr_tail 	 -      	Simbad	091.40418241	+09.89911916
     770	3005506758125892096	091.48983027	-09.00392093	 14.802201	Tr_tail 	 -      	Simbad	091.48983027	-09.00392093
     771	2897000765944570240	091.60485112	-30.59005800	 14.246676	Tr_tail 	 -      	Simbad	091.60485112	-30.59005800
     772	2997774958001029504	091.65659269	-12.50264586	 13.747340	Tr_tail 	 -      	Simbad	091.65659269	-12.50264586
     773	2991432459536767488	091.67167086	-16.26472572	 12.568447	Tr_tail 	 -      	Simbad	091.67167086	-16.26472572
     774	 962736268228845824	091.73692027	+44.22965164	 16.639202	other   	 -      	Simbad	091.73692027	+44.22965164
     775	3373563082906743552	091.82632850	+18.23343963	 11.881962	Tr_tail 	 Contam.	Simbad	091.82632850	+18.23343963
     776	3373601050418824832	091.91811347	+18.40354798	 17.647550	other   	 -      	Simbad	091.91811347	+18.40354798
     777	2911890249329592704	092.05226572	-26.12016843	 14.728497	Tr_tail 	 -      	Simbad	092.05226572	-26.12016843
     778	3024891594801681536	092.06176999	-02.68321367	  9.995683	Tr_tail 	 -      	Simbad	092.06176999	-02.68321367
     779	3004415733353623808	092.21447496	-10.23587588	 15.964011	Tr_tail 	 -      	Simbad	092.21447496	-10.23587588
     780	3122263962301803904	092.25660197	-00.46700448	 12.317225	Tr_tail 	 -      	Simbad	092.25660197	-00.46700448
     781	2997858349087312384	092.27490986	-12.44583189	 15.069048	Tr_tail 	 -      	Simbad	092.27490986	-12.44583189
     782	3021373363751029888	092.67288139	-04.50115812	 15.786113	Tr_tail 	 -      	Simbad	092.67288139	-04.50115812
     783	3328617079087341440	092.80948312	+08.93837820	 11.078114	Tr_tail 	 -      	Simbad	092.80948312	+08.93837820
     784	3325157736332326784	092.83338590	+07.18429855	 12.688002	Tr_tail 	 -      	Simbad	092.83338590	+07.18429855
     785	5572748211482652928	092.84729967	-40.87859574	 12.721921	Tr_tail 	 Contam.	Simbad	092.84729967	-40.87859574
     786	3121107276069392000	092.85858012	-01.58490742	 12.064606	Tr_tail 	 -      	Simbad	092.85858012	-01.58490742
     787	3019678466576294272	092.88478759	-06.86416182	 15.151906	Tr_tail 	 -      	Simbad	092.88478759	-06.86416182
     788	3373212342994865920	093.00521666	+17.34208034	 15.305530	other   	 -      	Simbad	093.00521666	+17.34208034
     789	3319072184286515712	093.02752413	+06.63763275	 14.909908	Tr_tail 	 -      	Simbad	093.02752413	+06.63763275
     790	 960346578487380864	093.03464228	+42.63698079	 17.366236	other   	 -      	Simbad	093.03464228	+42.63698079
     791	3329919171435509120	093.13553402	+10.47542345	  9.574916	Tr_tail 	 -      	Simbad	093.13553402	+10.47542345
     792	 962041342519757312	093.23997804	+44.40591140	 16.090212	other   	 -      	Simbad	093.23997804	+44.40591140
     793	3373362628194174336	093.29186780	+17.99487435	 17.636974	other   	 -      	Simbad	093.29186780	+17.99487435
     794	3004826504025597312	093.32355151	-09.63179348	 15.748992	Tr_tail 	 -      	Simbad	093.32355151	-09.63179348
     795	3344397338687098240	093.37064231	+13.98126468	 15.274578	other   	 -      	Simbad	093.37064231	+13.98126468
     796	3004878902626515200	093.45791027	-09.19451945	 16.419477	Tr_tail 	 -      	Simbad	093.45791027	-09.19451945
     797	3370208820826138880	093.54524601	+17.10041129	  8.562447	other   	 -      	Simbad	093.54524601	+17.10041129
     798	3437321636195093376	093.66347450	+30.65006258	 12.812469	Tr_tail 	 -      	Simbad	093.66347450	+30.65006258
     799	3007627681696904704	093.72630781	-07.01455565	 15.196620	Tr_tail 	 -      	Simbad	093.72630781	-07.01455565
     800	3121191496086374016	093.75020360	-01.20244782	 15.517072	Tr_tail 	 -      	Simbad	093.75020360	-01.20244782
     801	3317078494826352128	093.79143409	+03.36168468	 13.795390	Tr_tail 	 Contam.	Simbad	093.79143409	+03.36168468
     802	3433218838619177600	093.84710127	+27.49194509	 10.106276	Tr_tail 	 -      	Simbad	093.84710127	+27.49194509
     803	3369893157909050880	093.95359146	+16.25454323	 14.750690	other   	 -      	Simbad	093.95359146	+16.25454323
     804	3007297312812515712	094.08419548	-08.12888838	 13.934057	Tr_tail 	 -      	Simbad	094.08419548	-08.12888838
     805	2896801582542487040	094.23522756	-29.86969440	  8.065511	Tr_tail 	 -      	Simbad	094.23522756	-29.86969440
     806	3008216641973381760	094.26907877	-05.98806137	 15.992382	Tr_tail 	 -      	Simbad	094.26907877	-05.98806137
     807	3437051942311118336	094.53230455	+30.15540337	 12.773507	Tr_tail 	 Contam.	Simbad	094.53230455	+30.15540337
     808	3436950516662529408	094.91385997	+29.35951026	 13.161963	Tr_tail 	 -      	Simbad	094.91385997	+29.35951026
     809	2899387771329884288	095.06950687	-27.32202597	 14.195670	Tr_tail 	 -      	Simbad	095.06950687	-27.32202597
     810	3125438187952158464	095.40875116	+04.14075209	 17.318092	Tr_tail 	 Contam.	Simbad	095.40875116	+04.14075209
     811	3001170524784385920	095.41893418	-11.40890040	 17.459187	Tr_tail 	 -      	Simbad	095.41893418	-11.40890040
     812	2944823165204143488	095.48047917	-16.50445474	 16.737635	Tr_tail 	 -      	Simbad	095.48047917	-16.50445474
     813	3330855616042218112	095.53736122	+11.12988515	 17.276056	Tr_tail 	 WD     	Simbad	095.53736122	+11.12988515
     814	3330855616042214912	095.54402994	+11.12993168	 17.181774	Tr_tail 	 WD     	Simbad	095.54402994	+11.12993168
     815	3007876270106126976	095.64047420	-06.63622686	 11.902856	Tr_tail 	 -      	Simbad	095.64047420	-06.63622686
     816	3006386058191458048	095.72698607	-08.42359887	 15.532225	Tr_tail 	 Contam.	Simbad	095.72698607	-08.42359887
     817	3006386058191457408	095.72759327	-08.42227864	 15.491647	Tr_tail 	 Contam.	Simbad	095.72759327	-08.42227864
     818	3124963954842553600	095.74983440	+02.79989781	 10.168307	Tr_tail 	 -      	Simbad	095.74983440	+02.79989781
     819	3368703520688870272	095.88950155	+14.72240208	 13.776910	Tr_tail 	 Contam.	Simbad	095.88950155	+14.72240208
     820	3116607632110968704	095.90460385	-03.92676387	 14.915166	Tr_tail 	 -      	Simbad	095.90460385	-03.92676387
     821	2938081883315635712	096.16394427	-21.40929927	 13.599420	Tr_tail 	 -      	Simbad	096.16394427	-21.40929927
     822	2943350060139561984	096.27635549	-18.12871143	 10.478284	Tr_tail 	 -      	Simbad	096.27635549	-18.12871143
